"year" "month" "day" "downscaled.tmin.degC"
2021 9 16 17.17
2021 9 17 17.72
2021 9 18 16.31
2021 9 19 9.74
2021 9 20 7.91
2021 9 21 12.74
2021 9 22 13.05
2021 9 23 16.12
2021 9 24 16.69
2021 9 25 15.83
2021 9 26 18.26
2021 9 27 19.88
2021 9 28 12.65
2021 9 29 5.31
2021 9 30 4.69
2021 10 1 7.94
2021 10 2 8.73
2021 10 3 8.29
2021 10 4 9.4
2021 10 5 9.71
2021 10 6 9.31
2021 10 7 9.68
2021 10 8 9.46
2021 10 9 9
2021 10 10 10.59
2021 10 11 13.89
2021 10 12 13.47
2021 10 13 13.65
2021 10 14 10.81
2021 10 15 13.07
2021 10 16 12.11
2021 10 17 14.09
2021 10 18 10.35
2021 10 19 5.8
2021 10 20 2.98
2021 10 21 3.56
2021 10 22 2.38
2021 10 23 7.01
2021 10 24 7.92
2021 10 25 6.78
2021 10 26 9.24
2021 10 27 12.74
2021 10 28 8.15
2021 10 29 4.82
2021 10 30 5.01
2021 10 31 6.26
2021 11 1 9.51
2021 11 2 7.96
2021 11 3 4.99
2021 11 4 3.69
2021 11 5 6.86
2021 11 6 7.28
2021 11 7 8.12
2021 11 8 6.29
2021 11 9 1.2
2021 11 10 2.31
2021 11 11 5.78
2021 11 12 3.39
2021 11 13 2.51
2021 11 14 -0.66
2021 11 15 2.44
2021 11 16 0.57
2021 11 17 -0.99
2021 11 18 2.82
2021 11 19 1.48
2021 11 20 -1.12
2021 11 21 3.08
2021 11 22 -1.13
2021 11 23 -2.55
2021 11 24 -5.57
2021 11 25 -7.63
2021 11 26 -6.17
2021 11 27 -7.75
2021 11 28 -7.57
2021 11 29 -8.1
2021 11 30 -7.66
2021 12 1 -2.76
2021 12 2 -2.75
2021 12 3 0.77
2021 12 4 -0.58
2021 12 5 -3.57
2021 12 6 0.41
2021 12 7 1.01
2021 12 8 -0.69
2021 12 9 -1.57
2021 12 10 0.97
2021 12 11 -1.05
2021 12 12 0.12
2021 12 13 -3.66
2021 12 14 -1.28
2021 12 15 1.18
2021 12 16 0.26
2021 12 17 -2.55
2021 12 18 -9.17
2021 12 19 -12.43
2021 12 20 -13.45
2021 12 21 -10.35
2021 12 22 -7.18
2021 12 23 -5.94
2021 12 24 -4.53
2021 12 25 -4.52
2021 12 26 -5.34
2021 12 27 -7.97
2021 12 28 -7.4
2021 12 29 -4.08
2021 12 30 -2.75
2021 12 31 -0.85
2022 1 1 1.58
2022 1 2 5.71
2022 1 3 -2.51
2022 1 4 -3.72
2022 1 5 -1.64
2022 1 6 1.99
2022 1 7 1.03
2022 1 8 -2.39
2022 1 9 -0.44
2022 1 10 -1.05
2022 1 11 -2.95
2022 1 12 -1.95
2022 1 13 -0.76
2022 1 14 1.22
2022 1 15 1.65
2022 1 16 5.78
2022 1 17 9.09
2022 1 18 0.32
2022 1 19 9.68
2022 1 20 -3.86
2022 1 21 1.51
2022 1 22 9.68
2022 1 23 13.11
2022 1 24 9.46
2022 1 25 0.79
2022 1 26 -4.7
2022 1 27 2.55
2022 1 28 1.48
2022 1 29 2.7
2022 1 30 0.33
2022 1 31 0.64
2022 2 1 0.85
2022 2 2 1.67
2022 2 3 2.15
2022 2 4 7.91
2022 2 5 7.12
2022 2 6 2.48
2022 2 7 0.51
2022 2 8 2.22
2022 2 9 3.71
2022 2 10 -3.52
2022 2 11 -7.16
2022 2 12 -6.81
2022 2 13 -4.4
2022 2 14 -1.78
2022 2 15 -1.8
2022 2 16 0.37
2022 2 17 2.79
2022 2 18 2.81
2022 2 19 6.75
2022 2 20 6.06
2022 2 21 1.96
2022 2 22 4.76
2022 2 23 1.88
2022 2 24 -2.82
2022 2 25 2.17
2022 2 26 4.48
2022 2 27 0.81
2022 2 28 -1.52
2022 3 1 -4.87
2022 3 2 -7.58
2022 3 3 -5.45
2022 3 4 -3.3
2022 3 5 0.55
2022 3 6 0.62
2022 3 7 -6.12
2022 3 8 0.47
2022 3 9 1.39
2022 3 10 -3.15
2022 3 11 -4.07
2022 3 12 4.24
2022 3 13 -0.6
2022 3 14 0.22
2022 3 15 2.77
2022 3 16 1.27
2022 3 17 4.82
2022 3 18 2.19
2022 3 19 1.13
2022 3 20 5.41
2022 3 21 10.27
2022 3 22 7.94
2022 3 23 5.4
2022 3 24 5.05
2022 3 25 6.68
2022 3 26 8.14
2022 3 27 11.12
2022 3 28 12.63
2022 3 29 12.45
2022 3 30 13.14
2022 3 31 11.67
2022 4 1 9.61
2022 4 2 10.84
2022 4 3 7.66
2022 4 4 8.95
2022 4 5 4.38
2022 4 6 4.69
2022 4 7 4.69
2022 4 8 5.9
2022 4 9 4.73
2022 4 10 7.2
2022 4 11 8.13
2022 4 12 9.76
2022 4 13 13.21
2022 4 14 13.47
2022 4 15 12.41
2022 4 16 10.48
2022 4 17 11.8
2022 4 18 8.66
2022 4 19 9.69
2022 4 20 12.96
2022 4 21 11.49
2022 4 22 8.6
2022 4 23 9.23
2022 4 24 10.76
2022 4 25 8.58
2022 4 26 5.96
2022 4 27 9.32
2022 4 28 10.69
2022 4 29 10.77
2022 4 30 11.57
2022 5 1 11.87
2022 5 2 14.35
2022 5 3 16.61
2022 5 4 13.65
2022 5 5 13.11
2022 5 6 13.09
2022 5 7 12.95
2022 5 8 14.79
2022 5 9 13.5
2022 5 10 11.07
2022 5 11 12.3
2022 5 12 13.78
2022 5 13 14.85
2022 5 14 16.54
2022 5 15 17.5
2022 5 16 16.48
2022 5 17 15.18
2022 5 18 15.53
2022 5 19 14.62
2022 5 20 17.16
2022 5 21 16.84
2022 5 22 16.06
2022 5 23 13.56
2022 5 24 14.17
2022 5 25 16.37
2022 5 26 18.02
2022 5 27 16.55
2022 5 28 16.63
2022 5 29 17.55
2022 5 30 16.55
2022 5 31 14.94
2022 6 1 13.41
2022 6 2 12.52
2022 6 3 15.89
2022 6 4 16.59
2022 6 5 14.85
2022 6 6 13.53
2022 6 7 14.87
2022 6 8 17.15
2022 6 9 15.83
2022 6 10 15.45
2022 6 11 13.98
2022 6 12 16.98
2022 6 13 17.14
2022 6 14 18.33
2022 6 15 18.25
2022 6 16 19.09
2022 6 17 21.55
2022 6 18 20.64
2022 6 19 21.01
2022 6 20 20.34
2022 6 21 18.79
2022 6 22 19.96
2022 6 23 22.58
2022 6 24 22.42
2022 6 25 21.22
2022 6 26 20.13
2022 6 27 20
2022 6 28 19.95
2022 6 29 21.03
2022 6 30 20.7
2022 7 1 20.38
2022 7 2 20.3
2022 7 3 20.02
2022 7 4 20.22
2022 7 5 20.07
2022 7 6 20.04
2022 7 7 20.3
2022 7 8 22.95
2022 7 9 25.76
2022 7 10 22.1
2022 7 11 20.86
2022 7 12 19.9
2022 7 13 21.57
2022 7 14 22.84
2022 7 15 21.87
2022 7 16 23.4
2022 7 17 23.12
2022 7 18 23.67
2022 7 19 23.86
2022 7 20 22.09
2022 7 21 21.83
2022 7 22 21
2022 7 23 21.71
2022 7 24 21.85
2022 7 25 20.61
2022 7 26 19.89
2022 7 27 19.42
2022 7 28 19.45
2022 7 29 20.68
2022 7 30 23.23
2022 7 31 21.3
2022 8 1 21.9
2022 8 2 23.8
2022 8 3 20.81
2022 8 4 20.37
2022 8 5 19.54
2022 8 6 17.78
2022 8 7 18.32
2022 8 8 20.02
2022 8 9 17.9
2022 8 10 18.07
2022 8 11 19.26
2022 8 12 17.74
2022 8 13 17.79
2022 8 14 19.2
2022 8 15 17.92
2022 8 16 16.96
2022 8 17 17.88
2022 8 18 18.24
2022 8 19 20.29
2022 8 20 19.17
2022 8 21 18.74
2022 8 22 17.22
2022 8 23 16.67
2022 8 24 16.12
2022 8 25 14.77
2022 8 26 15.39
2022 8 27 16.1
2022 8 28 15.63
2022 8 29 16.69
2022 8 30 16.85
2022 8 31 17.52
2022 9 1 17.88
2022 9 2 18.69
2022 9 3 18.81
2022 9 4 18.82
2022 9 5 17.94
2022 9 6 17.16
2022 9 7 16.97
2022 9 8 16.3
2022 9 9 15.97
2022 9 10 15.94
2022 9 11 16.21
2022 9 12 16.93
2022 9 13 17.3
2022 9 14 17.75
2022 9 15 18.31
2022 9 16 16.79
2022 9 17 15.81
2022 9 18 16.31
2022 9 19 16.4
2022 9 20 16.3
2022 9 21 17.23
2022 9 22 18.73
2022 9 23 16.99
2022 9 24 16.6
2022 9 25 13.8
2022 9 26 13.72
2022 9 27 14.61
2022 9 28 14.81
2022 9 29 13.05
2022 9 30 12.6
2022 10 1 11.74
2022 10 2 14.44
2022 10 3 15.33
2022 10 4 14.86
2022 10 5 14.06
2022 10 6 13.82
2022 10 7 13.23
2022 10 8 12.23
2022 10 9 9.69
2022 10 10 12.45
2022 10 11 11.92
2022 10 12 8.9
2022 10 13 8.36
2022 10 14 8.17
2022 10 15 8.74
2022 10 16 9
2022 10 17 9.46
2022 10 18 9.53
2022 10 19 12.31
2022 10 20 14
2022 10 21 12.65
2022 10 22 6.72
2022 10 23 6.07
2022 10 24 8.75
2022 10 25 9.23
2022 10 26 3.16
2022 10 27 3.41
2022 10 28 6.16
2022 10 29 8.05
2022 10 30 5.12
2022 10 31 4.13
2022 11 1 3.44
2022 11 2 6.53
2022 11 3 13.92
2022 11 4 10.99
2022 11 5 8.48
2022 11 6 5.72
2022 11 7 2.72
2022 11 8 3.46
2022 11 9 3.42
2022 11 10 9.29
2022 11 11 8.17
2022 11 12 7.59
2022 11 13 5.96
2022 11 14 4.08
2022 11 15 3.25
2022 11 16 -0.97
2022 11 17 2.61
2022 11 18 3.32
2022 11 19 -3.09
2022 11 20 -4.75
2022 11 21 -1.48
2022 11 22 -0.74
2022 11 23 3.9
2022 11 24 7.5
2022 11 25 6.44
2022 11 26 1
2022 11 27 3.96
2022 11 28 2
2022 11 29 -1.49
2022 11 30 0.22
2022 12 1 1.47
2022 12 2 3.05
2022 12 3 0.84
2022 12 4 0.06
2022 12 5 3.65
2022 12 6 1.68
2022 12 7 2.17
2022 12 8 4.24
2022 12 9 1.45
2022 12 10 0.64
2022 12 11 2.08
2022 12 12 3.89
2022 12 13 -1.67
2022 12 14 -1.79
2022 12 15 -5.11
2022 12 16 -4.51
2022 12 17 -2.3
2022 12 18 -0.14
2022 12 19 0.37
2022 12 20 0.29
2022 12 21 0.01
2022 12 22 -1.51
2022 12 23 -3.17
2022 12 24 -7.22
2022 12 25 -2.14
2022 12 26 -1.85
2022 12 27 1.11
2022 12 28 -7.48
2022 12 29 -9.69
2022 12 30 -4.23
2022 12 31 -1.79
2023 1 1 0.72
2023 1 2 2.32
2023 1 3 3.18
2023 1 4 -4.03
2023 1 5 -0.01
2023 1 6 -1.38
2023 1 7 -2.62
2023 1 8 -0.65
2023 1 9 -5.69
2023 1 10 -4.8
2023 1 11 -1.34
2023 1 12 0.76
2023 1 13 0.93
2023 1 14 3.45
2023 1 15 0.29
2023 1 16 -5.63
2023 1 17 -1.93
2023 1 18 2.23
2023 1 19 7.26
2023 1 20 10.44
2023 1 21 12.03
2023 1 22 12.8
2023 1 23 8.44
2023 1 24 1.72
2023 1 25 -0.49
2023 1 26 3.26
2023 1 27 -0.1
2023 1 28 2.79
2023 1 29 6.06
2023 1 30 6.43
2023 1 31 4.25
2023 2 1 5.55
2023 2 2 8.65
2023 2 3 4.66
2023 2 4 10.02
2023 2 5 0.36
2023 2 6 -3.82
2023 2 7 -5.24
2023 2 8 2.82
2023 2 9 10.04
2023 2 10 0.8
2023 2 11 -2.77
2023 2 12 2.56
2023 2 13 4.32
2023 2 14 5.09
2023 2 15 2.83
2023 2 16 0.69
2023 2 17 -2.1
2023 2 18 7.64
2023 2 19 5.97
2023 2 20 6.87
2023 2 21 -1.48
2023 2 22 -6.13
2023 2 23 -3.43
2023 2 24 0.84
2023 2 25 2.04
2023 2 26 3.12
2023 2 27 5.78
2023 2 28 2.71
2023 3 1 -1.5
2023 3 2 2.35
2023 3 3 6.45
2023 3 4 -2.8
2023 3 5 4.57
2023 3 6 9.87
2023 3 7 1.66
2023 3 8 -1.5
2023 3 9 -1.15
2023 3 10 0.6
2023 3 11 0.35
2023 3 12 0.48
2023 3 13 3.19
2023 3 14 4.08
2023 3 15 3.17
2023 3 16 4.09
2023 3 17 1.02
2023 3 18 -2.26
2023 3 19 -2.67
2023 3 20 1.55
2023 3 21 4.19
2023 3 22 5.5
2023 3 23 8.02
2023 3 24 7.26
2023 3 25 1.21
2023 3 26 -0.44
2023 3 27 -1.78
2023 3 28 1.94
2023 3 29 5.48
2023 3 30 8.42
2023 3 31 9.74
2023 4 1 9.12
2023 4 2 9.23
2023 4 3 9.72
2023 4 4 -0.9
2023 4 5 -0.23
2023 4 6 7.93
2023 4 7 3.78
2023 4 8 3.23
2023 4 9 0.6
2023 4 10 8.57
2023 4 11 10.42
2023 4 12 14.68
2023 4 13 12.9
2023 4 14 12.09
2023 4 15 12.98
2023 4 16 20.77
2023 4 17 15.51
2023 4 18 12.57
2023 4 19 10.6
2023 4 20 10.44
2023 4 21 12.05
2023 4 22 16.57
2023 4 23 13.56
2023 4 24 13.03
2023 4 25 17.24
2023 4 26 15.18
2023 4 27 10.18
2023 4 28 10.01
2023 4 29 14.55
2023 4 30 14.81
2023 5 1 15.28
2023 5 2 11.78
2023 5 3 12.05
2023 5 4 12.7
2023 5 5 11.89
2023 5 6 10.03
2023 5 7 10
2023 5 8 13.61
2023 5 9 15.66
2023 5 10 9.25
2023 5 11 7.81
2023 5 12 8.55
2023 5 13 9.81
2023 5 14 10.31
2023 5 15 13.24
2023 5 16 16
2023 5 17 15.5
2023 5 18 12.66
2023 5 19 10.94
2023 5 20 12.41
2023 5 21 13.6
2023 5 22 14.5
2023 5 23 16.38
2023 5 24 15.75
2023 5 25 14.83
2023 5 26 15.08
2023 5 27 14.77
2023 5 28 14.67
2023 5 29 15.83
2023 5 30 13.53
2023 5 31 11.14
2023 6 1 11.52
2023 6 2 14.52
2023 6 3 16.16
2023 6 4 17.65
2023 6 5 17.93
2023 6 6 18.75
2023 6 7 17.79
2023 6 8 17.39
2023 6 9 18.08
2023 6 10 18.69
2023 6 11 17.79
2023 6 12 16.93
2023 6 13 16.24
2023 6 14 15.84
2023 6 15 16.76
2023 6 16 17.91
2023 6 17 18
2023 6 18 18.56
2023 6 19 19.98
2023 6 20 17.85
2023 6 21 17.91
2023 6 22 17.99
2023 6 23 17.17
2023 6 24 17.05
2023 6 25 17.3
2023 6 26 17.38
2023 6 27 17.76
2023 6 28 17.34
2023 6 29 18.76
2023 6 30 20.95
2023 7 1 20.42
2023 7 2 18.62
2023 7 3 19.37
2023 7 4 19.9
2023 7 5 20.17
2023 7 6 20.11
2023 7 7 20.09
2023 7 8 21.48
2023 7 9 20.35
2023 7 10 19.97
2023 7 11 19.84
2023 7 12 19.45
2023 7 13 20.22
2023 7 14 21.2
2023 7 15 18.44
2023 7 16 16.73
2023 7 17 17.89
2023 7 18 19.41
2023 7 19 18.35
2023 7 20 18.52
2023 7 21 19.89
2023 7 22 20.95
2023 7 23 20.91
2023 7 24 20.91
2023 7 25 20.7
2023 7 26 20.61
2023 7 27 22.74
2023 7 28 24.62
2023 7 29 22.86
2023 7 30 24.36
2023 7 31 23.86
2023 8 1 26.5
2023 8 2 21.3
2023 8 3 19.96
2023 8 4 19.46
2023 8 5 19.59
2023 8 6 19.03
2023 8 7 19.1
2023 8 8 18.1
2023 8 9 17.58
2023 8 10 18.32
2023 8 11 19.05
2023 8 12 18.65
2023 8 13 19.52
2023 8 14 17.5
2023 8 15 15.34
2023 8 16 16.37
2023 8 17 17.64
2023 8 18 17.22
2023 8 19 15.72
2023 8 20 15.98
2023 8 21 16.81
2023 8 22 17.66
2023 8 23 18.84
2023 8 24 19.32
2023 8 25 20.03
2023 8 26 18.55
2023 8 27 17.8
2023 8 28 15.74
2023 8 29 17.3
2023 8 30 17.61
2023 8 31 17.94
2023 9 1 19.71
2023 9 2 18.96
2023 9 3 16.43
2023 9 4 14.46
2023 9 5 14.77
2023 9 6 16
2023 9 7 16.15
2023 9 8 16.7
2023 9 9 15.73
2023 9 10 14.81
2023 9 11 15.09
2023 9 12 14.55
2023 9 13 14.79
2023 9 14 16.42
2023 9 15 16.73
2023 9 16 15.87
2023 9 17 15.97
2023 9 18 16.12
2023 9 19 13.79
2023 9 20 12.41
2023 9 21 13.98
2023 9 22 17.49
2023 9 23 14.35
2023 9 24 13.71
2023 9 25 16.2
2023 9 26 18.11
2023 9 27 16.92
2023 9 28 16.79
2023 9 29 16.01
2023 9 30 15.94
2023 10 1 16.1
2023 10 2 16.24
2023 10 3 17.29
2023 10 4 16.01
2023 10 5 15.75
2023 10 6 16.67
2023 10 7 14.03
2023 10 8 12.41
2023 10 9 12.81
2023 10 10 12.73
2023 10 11 13.09
2023 10 12 12.54
2023 10 13 12.52
2023 10 14 10.1
2023 10 15 7.85
2023 10 16 8.33
2023 10 17 9.01
2023 10 18 9.13
2023 10 19 8.78
2023 10 20 7.96
2023 10 21 7.86
2023 10 22 11.41
2023 10 23 14.13
2023 10 24 5.74
2023 10 25 6.67
2023 10 26 7.24
2023 10 27 5.6
2023 10 28 7.27
2023 10 29 8.55
2023 10 30 9.46
2023 10 31 12.21
2023 11 1 9.39
2023 11 2 9.35
2023 11 3 8.18
2023 11 4 5.86
2023 11 5 4.63
2023 11 6 4.02
2023 11 7 4.74
2023 11 8 5.31
2023 11 9 3
2023 11 10 -2.31
2023 11 11 4.63
2023 11 12 8.36
2023 11 13 3.72
2023 11 14 -2.91
2023 11 15 -3.23
2023 11 16 -3.03
2023 11 17 0.94
2023 11 18 0.4
2023 11 19 -2.17
2023 11 20 -4.98
2023 11 21 -4.95
2023 11 22 -1.75
2023 11 23 -0.13
2023 11 24 0.27
2023 11 25 -0.42
2023 11 26 1.45
2023 11 27 4.59
2023 11 28 4.82
2023 11 29 3.26
2023 11 30 5.21
2023 12 1 6.99
2023 12 2 6.3
2023 12 3 5.26
2023 12 4 0.17
2023 12 5 0.32
2023 12 6 2.16
2023 12 7 -2.72
2023 12 8 -3.92
2023 12 9 -0.27
2023 12 10 0.27
2023 12 11 2.21
2023 12 12 -1.66
2023 12 13 -3.43
2023 12 14 -2.42
2023 12 15 -1.69
2023 12 16 -1.43
2023 12 17 0.31
2023 12 18 1.43
2023 12 19 -2.35
2023 12 20 -1.99
2023 12 21 0.62
2023 12 22 1.79
2023 12 23 5.16
2023 12 24 3.4
2023 12 25 -0.41
2023 12 26 -0.92
2023 12 27 1.58
2023 12 28 1.94
2023 12 29 8.28
2023 12 30 3.73
2023 12 31 -1.18
2024 1 1 -5.23
2024 1 2 0.08
2024 1 3 -1.19
2024 1 4 -1.69
2024 1 5 -1.16
2024 1 6 -1.52
2024 1 7 1.6
2024 1 8 -1.45
2024 1 9 -3
2024 1 10 -4.29
2024 1 11 -1.92
2024 1 12 -2.53
2024 1 13 0.2
2024 1 14 0.78
2024 1 15 -0.16
2024 1 16 1.58
2024 1 17 3.42
2024 1 18 1.83
2024 1 19 -0.34
2024 1 20 -5.52
2024 1 21 -7.83
2024 1 22 -5.4
2024 1 23 -2.95
2024 1 24 -0.78
2024 1 25 1.66
2024 1 26 5.2
2024 1 27 0.97
2024 1 28 -1.48
2024 1 29 -0.08
2024 1 30 3.55
2024 1 31 5.38
2024 2 1 3.4
2024 2 2 3.09
2024 2 3 4.59
2024 2 4 3.04
2024 2 5 -1.82
2024 2 6 0.49
2024 2 7 -0.87
2024 2 8 2.24
2024 2 9 4.71
2024 2 10 -0.34
2024 2 11 3.52
2024 2 12 2.43
2024 2 13 7.18
2024 2 14 2.23
2024 2 15 -3.15
2024 2 16 2.5
2024 2 17 -4.33
2024 2 18 0.35
2024 2 19 -1.76
2024 2 20 -1.81
2024 2 21 -2.79
2024 2 22 -1.88
2024 2 23 2.53
2024 2 24 2.46
2024 2 25 -4.2
2024 2 26 -4.99
2024 2 27 -5.05
2024 2 28 -2.45
2024 3 1 -2.67
2024 3 2 -0.81
2024 3 3 6.73
2024 3 4 9.37
2024 3 5 12.13
2024 3 6 7.2
2024 3 7 3.94
2024 3 8 5.39
2024 3 9 4.52
2024 3 10 1.54
2024 3 11 4.3
2024 3 12 7.55
2024 3 13 2.98
2024 3 14 1.13
2024 3 15 -0.2
2024 3 16 3.44
2024 3 17 5.3
2024 3 18 0.24
2024 3 19 5.39
2024 3 20 1.72
2024 3 21 3
2024 3 22 -0.01
2024 3 23 2.88
2024 3 24 6.44
2024 3 25 2.97
2024 3 26 0.88
2024 3 27 2.14
2024 3 28 1.51
2024 3 29 2.13
2024 3 30 5.1
2024 3 31 3.48
2024 4 1 5.39
2024 4 2 6.59
2024 4 3 7.82
2024 4 4 7.05
2024 4 5 6.92
2024 4 6 6.49
2024 4 7 6.08
2024 4 8 7.57
2024 4 9 7.18
2024 4 10 7.47
2024 4 11 8.22
2024 4 12 5.96
2024 4 13 7.06
2024 4 14 8.12
2024 4 15 6.85
2024 4 16 4.95
2024 4 17 7.31
2024 4 18 10.58
2024 4 19 8.76
2024 4 20 7.57
2024 4 21 5.48
2024 4 22 8.88
2024 4 23 10.64
2024 4 24 13.7
2024 4 25 12.93
2024 4 26 9.5
2024 4 27 10.01
2024 4 28 11.52
2024 4 29 10.68
2024 4 30 10.42
2024 5 1 11.74
2024 5 2 12.53
2024 5 3 13.67
2024 5 4 12.48
2024 5 5 11.39
2024 5 6 13.99
2024 5 7 9.66
2024 5 8 7.26
2024 5 9 12.49
2024 5 10 16.52
2024 5 11 14.16
2024 5 12 10.88
2024 5 13 11.58
2024 5 14 11.1
2024 5 15 12.91
2024 5 16 14.28
2024 5 17 13.96
2024 5 18 13.91
2024 5 19 14.31
2024 5 20 14.25
2024 5 21 14.91
2024 5 22 15.45
2024 5 23 16.2
2024 5 24 14.81
2024 5 25 16.44
2024 5 26 15.91
2024 5 27 16.68
2024 5 28 17.43
2024 5 29 18.3
2024 5 30 18.52
2024 5 31 18.64
2024 6 1 17.87
2024 6 2 17.34
2024 6 3 17.53
2024 6 4 15.69
2024 6 5 16.63
2024 6 6 16.73
2024 6 7 16.67
2024 6 8 16.81
2024 6 9 16.11
2024 6 10 17.18
2024 6 11 18.05
2024 6 12 17.37
2024 6 13 17.06
2024 6 14 17.73
2024 6 15 19.63
2024 6 16 19.79
2024 6 17 19.41
2024 6 18 22.4
2024 6 19 22.64
2024 6 20 22.35
2024 6 21 20.85
2024 6 22 22.19
2024 6 23 23.69
2024 6 24 24.56
2024 6 25 23.95
2024 6 26 22.17
2024 6 27 22.25
2024 6 28 22.29
2024 6 29 22.81
2024 6 30 23.03
2024 7 1 25.13
2024 7 2 23.51
2024 7 3 23.96
2024 7 4 24.37
2024 7 5 23.55
2024 7 6 23.59
2024 7 7 21.69
2024 7 8 22.06
2024 7 9 21.12
2024 7 10 20.77
2024 7 11 21.44
2024 7 12 21.2
2024 7 13 22.32
2024 7 14 22.64
2024 7 15 21.59
2024 7 16 20.22
2024 7 17 19.65
2024 7 18 20.16
2024 7 19 18.52
2024 7 20 17.41
2024 7 21 17.82
2024 7 22 19.2
2024 7 23 18.18
2024 7 24 19.05
2024 7 25 18.17
2024 7 26 16.68
2024 7 27 17.62
2024 7 28 19.53
2024 7 29 19.6
2024 7 30 19.91
2024 7 31 21.12
2024 8 1 18.97
2024 8 2 17.79
2024 8 3 18.51
2024 8 4 17.83
2024 8 5 17.61
2024 8 6 18.12
2024 8 7 19.63
2024 8 8 20.63
2024 8 9 21.16
2024 8 10 20.69
2024 8 11 19.44
2024 8 12 18.08
2024 8 13 18.76
2024 8 14 18.99
2024 8 15 18.13
2024 8 16 16.77
2024 8 17 19.18
2024 8 18 23.32
2024 8 19 19.94
2024 8 20 19.46
2024 8 21 22
2024 8 22 21.27
2024 8 23 19.59
2024 8 24 20.91
2024 8 25 19.47
2024 8 26 18.48
2024 8 27 19.6
2024 8 28 19.25
2024 8 29 19.97
2024 8 30 17.04
2024 8 31 16.88
2024 9 1 16.08
2024 9 2 16.57
2024 9 3 17.75
2024 9 4 18.69
2024 9 5 18.42
2024 9 6 17.39
2024 9 7 17.01
2024 9 8 14.33
2024 9 9 13.02
2024 9 10 14.35
2024 9 11 13.59
2024 9 12 13.82
2024 9 13 12.94
2024 9 14 12.41
2024 9 15 12.55
2024 9 16 13.63
2024 9 17 14.56
2024 9 18 15.43
2024 9 19 14.5
2024 9 20 15.58
2024 9 21 13.29
2024 9 22 14.36
2024 9 23 15.61
2024 9 24 14.96
2024 9 25 14.7
2024 9 26 13.96
2024 9 27 13.22
2024 9 28 13.63
2024 9 29 16.28
2024 9 30 13.72
2024 10 1 10.57
2024 10 2 9.13
2024 10 3 11.73
2024 10 4 13.51
2024 10 5 14.52
2024 10 6 12.37
2024 10 7 9.52
2024 10 8 8.81
2024 10 9 10.04
2024 10 10 7.43
2024 10 11 4.99
2024 10 12 3.07
2024 10 13 3.88
2024 10 14 6.08
2024 10 15 7.9
2024 10 16 8.3
2024 10 17 5.78
2024 10 18 4.08
2024 10 19 5.77
2024 10 20 5.83
2024 10 21 6.03
2024 10 22 6.38
2024 10 23 5.84
2024 10 24 1.09
2024 10 25 2.93
2024 10 26 5.84
2024 10 27 6.2
2024 10 28 6.68
2024 10 29 6.24
2024 10 30 5.66
2024 10 31 7.32
2024 11 1 3.72
2024 11 2 1.19
2024 11 3 3.68
2024 11 4 2.68
2024 11 5 5.35
2024 11 6 3.69
2024 11 7 4.25
2024 11 8 6.19
2024 11 9 6.61
2024 11 10 5.69
2024 11 11 5.96
2024 11 12 5.6
2024 11 13 6.89
2024 11 14 3.57
2024 11 15 7.74
2024 11 16 4.92
2024 11 17 -0.92
2024 11 18 -1.48
2024 11 19 0.11
2024 11 20 -0.53
2024 11 21 1.43
2024 11 22 1.38
2024 11 23 -1.74
2024 11 24 -4.4
2024 11 25 -9.85
2024 11 26 -9.23
2024 11 27 -4.97
2024 11 28 -4.38
2024 11 29 -4.21
2024 11 30 -3.42
2024 12 1 -6.63
2024 12 2 -7.25
2024 12 3 -1.16
2024 12 4 -5.35
2024 12 5 -0.46
2024 12 6 -2.11
2024 12 7 -1.54
2024 12 8 3.21
2024 12 9 7.6
2024 12 10 -1.01
2024 12 11 -6.87
2024 12 12 -5.02
2024 12 13 -2.57
2024 12 14 -2.76
2024 12 15 -4.22
2024 12 16 -4.06
2024 12 17 -2.76
2024 12 18 -0.71
2024 12 19 -2.98
2024 12 20 -3.57
2024 12 21 -3.13
2024 12 22 2.36
2024 12 23 -0.95
2024 12 24 -2.45
2024 12 25 2.62
2024 12 26 2.31
2024 12 27 2.33
2024 12 28 -0.9
2024 12 29 -1.89
2024 12 30 -0.23
2024 12 31 0.35
2025 1 1 -0.71
2025 1 2 -0.66
2025 1 3 -1.21
2025 1 4 -3.82
2025 1 5 -6.64
2025 1 6 -5.58
2025 1 7 -4.54
2025 1 8 -3.29
2025 1 9 -2.13
2025 1 10 -2.42
2025 1 11 -0.65
2025 1 12 3.4
2025 1 13 0.22
2025 1 14 2.23
2025 1 15 3.34
2025 1 16 -1.47
2025 1 17 -4
2025 1 18 -1.53
2025 1 19 -1.14
2025 1 20 2.82
2025 1 21 1.15
2025 1 22 5.58
2025 1 23 2.69
2025 1 24 0.45
2025 1 25 1.53
2025 1 26 0.08
2025 1 27 -0.36
2025 1 28 -2.14
2025 1 29 -2.73
2025 1 30 -1.82
2025 1 31 2.13
2025 2 1 -2.49
2025 2 2 3.76
2025 2 3 3.08
2025 2 4 3.32
2025 2 5 4.31
2025 2 6 5.99
2025 2 7 7.77
2025 2 8 7.52
2025 2 9 4.49
2025 2 10 2.6
2025 2 11 5.59
2025 2 12 4.42
2025 2 13 7.64
2025 2 14 -1.85
2025 2 15 -5.37
2025 2 16 -9.9
2025 2 17 -9.79
2025 2 18 -7.33
2025 2 19 -5.96
