"1-Wire/iButton Part Number: DS1923"		
"1-Wire/iButton Registration Number: 1A0000001493D541"		
"Mission in Progress?  true"		
"SUTA Mission?  false"		
"Waiting for Temperature Alarm?  false"		
"Sample Rate:  Every 3600 second(s)"		
"Mission Start Time:  Fri Feb 24 17:10:01 CST 2012"		
"Mission Sample Count:  2275"		
"Roll Over Enabled?  false(no rollover occurred)"		
"First Sample Timestamp:  Fri Feb 24 17:10:01 CST 2012"		
"Total Mission Samples:  2275"		
"Total Device Samples:  26992"		
"Temperature Logging:  0.5 C"		
"Temperature High Alarm:  disabled"		
"Temperature Low Alarm:  disabled"		
"Data Logging:  0.6 %RH"		
"Data High Alarm:  disabled"		
"Data Low Alarm:  disabled"		
		
"Date/Time"	"Unit"	"Value"
"2/24/12 5:10:01 PM"	"%RH"	19.631
"2/24/12 6:10:01 PM"	"%RH"	34.212
"2/24/12 7:10:01 PM"	"%RH"	40.292
"2/24/12 8:10:01 PM"	"%RH"	49.546
"2/24/12 9:10:01 PM"	"%RH"	51.497
"2/24/12 10:10:01 PM"	"%RH"	51.497
"2/24/12 11:10:01 PM"	"%RH"	52.791
"2/25/12 12:10:01 AM"	"%RH"	55.365
"2/25/12 1:10:01 AM"	"%RH"	58.554
"2/25/12 2:10:01 AM"	"%RH"	58.554
"2/25/12 3:10:01 AM"	"%RH"	57.282
"2/25/12 4:10:01 AM"	"%RH"	57.282
"2/25/12 5:10:01 AM"	"%RH"	54.081
"2/25/12 6:10:01 AM"	"%RH"	62.965
"2/25/12 7:10:01 AM"	"%RH"	64.837
"2/25/12 8:10:01 AM"	"%RH"	54.724
"2/25/12 9:10:01 AM"	"%RH"	35.572
"2/25/12 10:10:01 AM"	"%RH"	28.031
"2/25/12 11:10:01 AM"	"%RH"	26.643
"2/25/12 12:10:01 PM"	"%RH"	23.853
"2/25/12 1:10:01 PM"	"%RH"	23.153
"2/25/12 2:10:01 PM"	"%RH"	23.153
"2/25/12 3:10:01 PM"	"%RH"	21.043
"2/25/12 4:10:01 PM"	"%RH"	20.338
"2/25/12 5:10:01 PM"	"%RH"	21.748
"2/25/12 6:10:01 PM"	"%RH"	33.53
"2/25/12 7:10:01 PM"	"%RH"	37.602
"2/25/12 8:10:01 PM"	"%RH"	41.629
"2/25/12 9:10:01 PM"	"%RH"	39.621
"2/25/12 10:10:01 PM"	"%RH"	41.629
"2/25/12 11:10:01 PM"	"%RH"	40.961
"2/26/12 12:10:01 AM"	"%RH"	42.295
"2/26/12 1:10:01 AM"	"%RH"	46.269
"2/26/12 2:10:01 AM"	"%RH"	47.584
"2/26/12 3:10:01 AM"	"%RH"	43.625
"2/26/12 4:10:01 AM"	"%RH"	44.95
"2/26/12 5:10:01 AM"	"%RH"	46.927
"2/26/12 6:10:01 AM"	"%RH"	50.848
"2/26/12 7:10:01 AM"	"%RH"	48.893
"2/26/12 8:10:01 AM"	"%RH"	39.621
"2/26/12 9:10:01 AM"	"%RH"	30.791
"2/26/12 10:10:01 AM"	"%RH"	24.553
"2/26/12 11:10:01 AM"	"%RH"	24.553
"2/26/12 12:10:01 PM"	"%RH"	23.153
"2/26/12 1:10:01 PM"	"%RH"	19.631
"2/26/12 2:10:01 PM"	"%RH"	17.502
"2/26/12 3:10:01 PM"	"%RH"	15.363
"2/26/12 4:10:01 PM"	"%RH"	15.363
"2/26/12 5:10:01 PM"	"%RH"	15.363
"2/26/12 6:10:01 PM"	"%RH"	21.043
"2/26/12 7:10:01 PM"	"%RH"	23.853
"2/26/12 8:10:01 PM"	"%RH"	30.791
"2/26/12 9:10:01 PM"	"%RH"	34.893
"2/26/12 10:10:01 PM"	"%RH"	34.212
"2/26/12 11:10:01 PM"	"%RH"	36.25
"2/27/12 12:10:01 AM"	"%RH"	36.25
"2/27/12 1:10:01 AM"	"%RH"	34.212
"2/27/12 2:10:01 AM"	"%RH"	37.602
"2/27/12 3:10:01 AM"	"%RH"	38.949
"2/27/12 4:10:01 AM"	"%RH"	43.625
"2/27/12 5:10:01 AM"	"%RH"	49.546
"2/27/12 6:10:01 AM"	"%RH"	44.288
"2/27/12 7:10:01 AM"	"%RH"	40.292
"2/27/12 8:10:01 AM"	"%RH"	38.949
"2/27/12 9:10:01 AM"	"%RH"	31.478
"2/27/12 10:10:01 AM"	"%RH"	27.338
"2/27/12 11:10:01 AM"	"%RH"	22.451
"2/27/12 12:10:01 PM"	"%RH"	21.748
"2/27/12 1:10:01 PM"	"%RH"	18.923
"2/27/12 2:10:01 PM"	"%RH"	21.043
"2/27/12 3:10:01 PM"	"%RH"	20.338
"2/27/12 4:10:01 PM"	"%RH"	20.338
"2/27/12 5:10:01 PM"	"%RH"	19.631
