plot__,UTM_E,UTM_N,PIED,NEAR_FID,NEAR_DIST,lon,lat
144.000000,510044.000000,3536504.000000,178.578701,23,93.32724545470,-104.89400000000,31.96620000000
155.000000,512452.000000,3534408.000000,175.593141,28,23.90768353130,-104.86800000000,31.94720000000
71.000000,514015.000000,3534455.000000,163.191449,26,13.79943272290,-104.85200000000,31.94760000000
20.000000,514810.000000,3532136.000000,139.988790,26,29.06203534070,-104.84300000000,31.92670000000
145.000000,510111.000000,3536212.000000,135.801629,23,54.37518680040,-104.89300000000,31.96350000000
57.000000,512719.000000,3534211.000000,127.468056,28,113.14552951500,-104.86500000000,31.94550000000
87.000000,512115.000000,3534328.000000,109.644114,28,155.83539491200,-104.87200000000,31.94650000000
