plot__,UTM_E,UTM_N,PIST,NEAR_FID,NEAR_DIST,lon,lat
139.000000,511697.000000,3533331.000000,104.242416,23,177.84511973100,-104.87600000000,31.93750000000
46.000000,515740.000000,3531819.000000,93.666004,5,91.69052020260,-104.83400000000,31.92380000000
7.000000,515084.000000,3532160.000000,83.125068,5,36.45202017950,-104.84000000000,31.92690000000
10.000000,516296.000000,3531534.000000,70.471573,0,108.23573197200,-104.82800000000,31.92130000000
141.000000,511544.000000,3533615.000000,60.680208,23,88.64702530110,-104.87800000000,31.94010000000
152.000000,512930.000000,3534820.000000,52.838076,10,71.22315800180,-104.86300000000,31.95100000000
35.000000,514962.000000,3531849.000000,52.265875,26,91.85033667860,-104.84200000000,31.92410000000
