Measurement Time,m³/m³ VWC,m³/m³ VWC,kPa Potential,°C Temp,kPa Potential,°C Temp,None
8/12/2013 10:00 PM,0.097,0.132,-101.2,24.9,-34.3,21.3,
8/12/2013 11:00 PM,0.097,0.132,-104.1,24.6,-34.3,21.2,
8/13/2013 12:00 AM,0.097,0.132,-105.4,24.2,-34.3,21.1,
8/13/2013 1:00 AM,0.096,0.132,-107.7,23.9,-34.2,20.9,
8/13/2013 2:00 AM,0.096,0.132,-108.9,23.5,-34.2,20.8,
8/13/2013 3:00 AM,0.096,0.132,-110.5,23.2,-34.2,20.6,
8/13/2013 4:00 AM,0.096,0.132,-111.7,22.9,-34.2,20.5,
8/13/2013 5:00 AM,0.096,0.132,-113.0,22.6,-34.1,20.3,
8/13/2013 6:00 AM,0.096,0.132,-113.9,22.2,-34.1,20.1,
8/13/2013 7:00 AM,0.096,0.132,-114.7,22.0,-34.1,20.0,
8/13/2013 8:00 AM,0.095,0.131,-115.5,21.7,-34.1,19.8,
8/13/2013 9:00 AM,0.094,0.131,-116.0,21.4,-34.1,19.6,
8/13/2013 10:00 AM,0.095,0.131,-116.0,21.1,-34.1,19.4,
8/13/2013 11:00 AM,0.094,0.131,-116.4,21.0,-34.7,19.3,
8/13/2013 12:00 PM,0.094,0.130,-118.5,21.1,-36.2,19.3,
8/13/2013 1:00 PM,0.094,0.129,-122.6,21.7,-38.0,19.4,
8/13/2013 2:00 PM,0.094,0.128,-123.3,22.9,-39.7,19.7,
8/13/2013 3:00 PM,0.094,0.128,-120.9,24.4,-41.7,19.9,
8/13/2013 4:00 PM,0.094,0.128,-121.0,25.6,-43.9,20.1,
8/13/2013 5:00 PM,0.094,0.128,-125.4,26.1,-46.5,20.3,
8/13/2013 6:00 PM,0.093,0.128,-132.9,26.1,-49.1,20.6,
8/13/2013 7:00 PM,0.093,0.127,-141.3,25.9,-51.4,20.9,
8/13/2013 8:00 PM,0.093,0.127,-149.9,25.7,-53.2,21.1,
8/13/2013 9:00 PM,0.093,0.127,-159.8,25.5,-54.7,21.2,
8/13/2013 10:00 PM,0.093,0.127,-168.5,25.3,-55.7,21.2,
8/13/2013 11:00 PM,0.093,0.127,-176.4,25.0,-56.3,21.2,
8/14/2013 12:00 AM,0.093,0.127,-184.3,24.7,-56.6,21.1,
8/14/2013 1:00 AM,0.092,0.127,-189.5,24.4,-56.8,20.9,
8/14/2013 2:00 AM,0.092,0.127,-193.9,24.1,-57.0,20.8,
8/14/2013 3:00 AM,0.091,0.127,-199.4,23.7,-57.2,20.6,
8/14/2013 4:00 AM,0.091,0.127,-205.4,23.4,-57.3,20.5,
8/14/2013 5:00 AM,0.091,0.127,-210.5,23.1,-57.3,20.3,
8/14/2013 6:00 AM,0.091,0.127,-213.5,22.8,-57.4,20.2,
8/14/2013 7:00 AM,0.091,0.127,-215.5,22.5,-57.4,20.0,
8/14/2013 8:00 AM,0.091,0.126,-218.7,22.2,-57.6,19.9,
8/14/2013 9:00 AM,0.091,0.126,-221.4,22.0,-57.6,19.7,
8/14/2013 10:00 AM,0.091,0.127,-225.8,21.8,-57.8,19.6,
8/14/2013 11:00 AM,0.090,0.127,-226.1,21.7,-58.5,19.4,
8/14/2013 12:00 PM,0.090,0.126,-226.3,21.8,-60.7,19.4,
8/14/2013 1:00 PM,0.089,0.125,-225.8,22.2,-63.1,19.6,
8/14/2013 2:00 PM,0.089,0.125,-220.8,22.8,-65.6,19.8,
8/14/2013 3:00 PM,0.089,0.125,-212.6,23.9,-68.6,20.0,
8/14/2013 4:00 PM,0.089,0.125,-206.3,24.9,-72.3,20.2,
8/14/2013 5:00 PM,0.089,0.125,-205.1,25.4,-76.0,20.4,
8/14/2013 6:00 PM,0.089,0.124,-210.2,25.4,-81.0,20.6,
8/14/2013 7:00 PM,0.089,0.124,-215.5,25.4,-87.4,20.8,
8/14/2013 8:00 PM,0.089,0.124,-225.0,25.2,-92.9,21.0,
8/14/2013 9:00 PM,0.089,0.124,-234.8,25.1,-97.5,21.1,
8/14/2013 10:00 PM,0.089,0.123,-240.9,24.8,-101.4,21.1,
8/14/2013 11:00 PM,0.089,0.123,-249.9,24.6,-104.0,21.1,
8/15/2013 12:00 AM,0.089,0.123,-258.8,24.3,-106.5,20.9,
8/15/2013 1:00 AM,0.089,0.123,-264.4,24.0,-109.2,20.8,
8/15/2013 2:00 AM,0.088,0.123,-270.2,23.7,-110.8,20.7,
8/15/2013 3:00 AM,0.088,0.123,-281.2,23.4,-112.0,20.6,
8/15/2013 4:00 AM,0.088,0.123,-290.2,23.1,-113.4,20.4,
8/15/2013 5:00 AM,0.088,0.123,-296.4,22.9,-115.4,20.3,
8/15/2013 6:00 AM,0.088,0.123,-299.9,22.6,-116.8,20.1,
8/15/2013 7:00 AM,0.088,0.123,-306.5,22.4,-118.0,20.0,
8/15/2013 8:00 AM,0.088,0.123,-314.1,22.1,-118.5,19.8,
8/15/2013 9:00 AM,0.087,0.123,-322.1,21.8,-119.2,19.7,
8/15/2013 10:00 AM,0.087,0.123,-327.0,21.6,-119.7,19.5,
8/15/2013 11:00 AM,0.087,0.123,-329.4,21.5,-122.1,19.4,
8/15/2013 12:00 PM,0.086,0.123,-330.2,21.7,-128.5,19.4,
8/15/2013 1:00 PM,0.086,0.122,-330.1,22.1,-136.4,19.5,
8/15/2013 2:00 PM,0.086,0.122,-318.1,23.0,-142.8,19.8,
8/15/2013 3:00 PM,0.086,0.122,-297.5,24.4,-150.2,20.0,
8/15/2013 4:00 PM,0.086,0.122,-286.4,25.3,-156.0,20.2,
8/15/2013 5:00 PM,0.086,0.122,-281.6,25.6,-164.0,20.3,
8/15/2013 6:00 PM,0.086,0.122,-289.0,25.6,-168.9,20.5,
8/15/2013 7:00 PM,0.086,0.122,-298.0,25.5,-176.5,20.6,
8/15/2013 8:00 PM,0.086,0.122,-305.7,25.4,-181.9,20.7,
8/15/2013 9:00 PM,0.086,0.122,-317.0,25.2,-185.8,20.8,
8/15/2013 10:00 PM,0.085,0.122,-330.0,25.1,-191.9,20.8,
8/15/2013 11:00 PM,0.085,0.121,-337.5,24.8,-197.3,20.8,
8/16/2013 12:00 AM,0.085,0.121,-348.0,24.6,-200.9,20.7,
8/16/2013 1:00 AM,0.084,0.121,-360.8,24.3,-205.7,20.6,
8/16/2013 2:00 AM,0.084,0.121,-371.6,24.0,-211.7,20.5,
8/16/2013 3:00 AM,0.084,0.121,-379.9,23.7,-218.0,20.4,
8/16/2013 4:00 AM,0.084,0.120,-392.6,23.4,-220.2,20.3,
8/16/2013 5:00 AM,0.084,0.120,-408.7,23.1,-223.5,20.1,
8/16/2013 6:00 AM,0.084,0.120,-424.4,22.8,-228.2,20.0,
8/16/2013 7:00 AM,0.084,0.120,-432.8,22.5,-233.7,19.8,
8/16/2013 8:00 AM,0.084,0.120,-442.8,22.2,-239.0,19.7,
8/16/2013 9:00 AM,0.083,0.120,-457.2,22.0,-243.3,19.5,
8/16/2013 10:00 AM,0.083,0.120,-471.5,21.7,-245.4,19.3,
8/16/2013 11:00 AM,0.083,0.120,-483.1,21.7,-249.6,19.2,
8/16/2013 12:00 PM,0.083,0.120,-480.4,21.8,-258.8,19.3,
8/16/2013 1:00 PM,0.083,0.119,-475.3,22.2,-265.6,19.4,
8/16/2013 2:00 PM,0.083,0.118,-449.2,23.2,-272.4,19.7,
8/16/2013 3:00 PM,0.083,0.118,-418.3,24.6,-278.1,19.9,
8/16/2013 4:00 PM,0.083,0.118,-393.7,25.3,-284.7,20.1,
8/16/2013 5:00 PM,0.083,0.118,-391.4,25.6,-297.0,20.3,
8/16/2013 6:00 PM,0.083,0.118,-398.9,25.6,-302.5,20.4,
8/16/2013 7:00 PM,0.083,0.118,-411.3,25.6,-306.4,20.6,
8/16/2013 8:00 PM,0.083,0.118,-425.5,25.4,-311.3,20.8,
8/16/2013 9:00 PM,0.082,0.118,-435.6,25.3,-320.0,20.8,
8/16/2013 10:00 PM,0.082,0.118,-449.0,25.1,-328.0,20.8,
8/16/2013 11:00 PM,0.081,0.118,-471.8,24.9,-338.2,20.8,
8/17/2013 12:00 AM,0.081,0.118,-493.7,24.5,-343.7,20.7,
8/17/2013 1:00 AM,0.081,0.118,-504.0,24.2,-351.1,20.5,
8/17/2013 2:00 AM,0.081,0.118,-517.5,23.8,-361.3,20.4,
8/17/2013 3:00 AM,0.081,0.117,-542.5,23.4,-372.3,20.2,
8/17/2013 4:00 AM,0.081,0.117,-558.4,23.1,-385.5,20.0,
8/17/2013 5:00 AM,0.080,0.117,-571.2,22.7,-393.0,19.8,
8/17/2013 6:00 AM,0.080,0.117,-587.7,22.4,-400.2,19.6,
8/17/2013 7:00 AM,0.080,0.117,-611.5,22.2,-409.5,19.4,
8/17/2013 8:00 AM,0.079,0.117,-623.1,22.0,-420.9,19.3,
8/17/2013 9:00 AM,0.079,0.117,-633.0,21.8,-433.1,19.2,
8/17/2013 10:00 AM,0.079,0.117,-639.6,21.6,-441.8,19.1,
8/17/2013 11:00 AM,0.079,0.117,-644.5,21.5,-448.0,19.0,
8/17/2013 12:00 PM,0.079,0.117,-646.0,21.6,-460.7,19.0,
8/17/2013 1:00 PM,0.079,0.117,-643.0,21.9,-470.8,19.2,
8/17/2013 2:00 PM,0.079,0.116,-632.6,22.7,-483.2,19.4,
8/17/2013 3:00 PM,0.079,0.116,-589.3,23.9,-493.7,19.7,
8/17/2013 4:00 PM,0.079,0.115,-560.3,25.0,-501.3,19.9,
8/17/2013 5:00 PM,0.079,0.115,-546.9,25.4,-508.0,20.1,
8/17/2013 6:00 PM,0.079,0.115,-551.6,25.6,-511.4,20.3,
8/17/2013 7:00 PM,0.079,0.115,-553.8,25.6,-514.7,20.6,
8/17/2013 8:00 PM,0.078,0.115,-563.8,25.5,-518.0,20.8,
8/17/2013 9:00 PM,0.078,0.115,-573.0,25.3,-522.3,20.9,
8/17/2013 10:00 PM,0.077,0.115,-594.5,25.1,-533.4,20.9,
8/17/2013 11:00 PM,0.078,0.115,-623.3,24.8,-549.3,20.8,
8/18/2013 12:00 AM,0.077,0.115,-637.7,24.5,-561.7,20.7,
8/18/2013 1:00 AM,0.077,0.115,-650.2,24.1,-573.0,20.5,
8/18/2013 2:00 AM,0.077,0.115,-682.2,23.8,-581.7,20.4,
8/18/2013 3:00 AM,0.077,0.115,-711.6,23.5,-589.8,20.3,
8/18/2013 4:00 AM,0.077,0.115,-725.8,23.3,-606.1,20.1,
8/18/2013 5:00 AM,0.077,0.115,-739.1,23.1,-623.8,20.0,
8/18/2013 6:00 AM,0.077,0.115,-757.2,22.9,-638.7,19.9,
8/18/2013 7:00 AM,0.077,0.114,-786.2,22.7,-646.4,19.8,
8/18/2013 8:00 AM,0.077,0.114,-808.4,22.4,-655.6,19.7,
8/18/2013 9:00 AM,0.077,0.114,-829.7,22.2,-664.2,19.5,
8/18/2013 10:00 AM,0.077,0.114,-844.4,22.0,-677.7,19.4,
8/18/2013 11:00 AM,0.076,0.114,-852.0,21.9,-695.2,19.3,
8/18/2013 12:00 PM,0.076,0.113,-854.1,22.0,-709.9,19.3,
8/18/2013 1:00 PM,0.076,0.113,-843.8,22.3,-726.0,19.4,
8/18/2013 2:00 PM,0.076,0.113,-824.4,23.1,-730.2,19.7,
8/18/2013 3:00 PM,0.076,0.113,-757.9,24.2,-734.4,19.9,
8/18/2013 4:00 PM,0.076,0.112,-732.4,24.8,-737.8,20.1,
8/18/2013 5:00 PM,0.076,0.112,-737.1,24.7,-740.7,20.1,
8/18/2013 6:00 PM,0.076,0.112,-764.8,24.3,-750.1,20.1,
8/18/2013 7:00 PM,0.075,0.111,-798.6,23.9,-760.5,20.1,
8/18/2013 8:00 PM,0.075,0.112,-833.7,23.5,-767.4,20.0,
8/18/2013 9:00 PM,0.076,0.112,-857.1,23.1,-786.5,20.0,
8/18/2013 10:00 PM,0.076,0.112,-894.0,22.8,-803.2,19.9,
8/18/2013 11:00 PM,0.075,0.112,-942.2,22.4,-829.1,19.9,
8/19/2013 12:00 AM,0.075,0.112,-972.8,22.1,-843.0,19.7,
8/19/2013 1:00 AM,0.075,0.112,-990.7,21.8,-851.8,19.6,
8/19/2013 2:00 AM,0.075,0.111,-1009.3,21.6,-864.2,19.5,
8/19/2013 3:00 AM,0.075,0.111,-1040.9,21.3,-873.4,19.4,
8/19/2013 4:00 AM,0.074,0.111,-1084.7,21.1,-885.6,19.2,
8/19/2013 5:00 AM,0.074,0.111,-1130.9,20.8,-912.7,19.1,
8/19/2013 6:00 AM,0.074,0.111,-1162.6,20.5,-943.2,18.9,
8/19/2013 7:00 AM,0.074,0.111,-1179.3,20.2,-965.2,18.8,
8/19/2013 8:00 AM,0.074,0.111,-1204.8,19.9,-990.0,18.6,
8/19/2013 9:00 AM,0.074,0.111,-1232.6,19.6,-1006.3,18.4,
8/19/2013 10:00 AM,0.074,0.111,-1272.1,19.3,-1026.4,18.2,
8/19/2013 11:00 AM,0.074,0.111,-1311.4,19.2,-1038.5,18.1,
8/19/2013 12:00 PM,0.073,0.111,-1309.6,19.3,-1057.6,18.1,
8/19/2013 1:00 PM,0.074,0.110,-1246.9,19.8,-1048.6,18.3,
8/19/2013 2:00 PM,0.074,0.110,-1181.8,20.7,-1040.5,18.5,
8/19/2013 3:00 PM,0.074,0.110,-1087.2,22.0,-1035.2,18.8,
8/19/2013 4:00 PM,0.074,0.111,-991.6,23.2,-1036.4,19.1,
8/19/2013 5:00 PM,0.074,0.111,-962.1,23.8,-1027.4,19.3,
8/19/2013 6:00 PM,0.074,0.111,-941.1,24.0,-1024.1,19.7,
8/19/2013 7:00 PM,0.074,0.111,-940.9,24.0,-1018.9,20.0,
8/19/2013 8:00 PM,0.074,0.111,-962.1,23.9,-1013.3,20.2,
8/19/2013 9:00 PM,0.074,0.111,-982.3,23.7,-1017.7,20.3,
8/19/2013 10:00 PM,0.074,0.111,-1006.1,23.3,-1023.4,20.3,
8/19/2013 11:00 PM,0.074,0.111,-1059.3,23.0,-1037.8,20.2,
8/20/2013 12:00 AM,0.074,0.111,-1126.5,22.6,-1061.8,20.1,
8/20/2013 1:00 AM,0.074,0.111,-1170.4,22.3,-1101.4,20.0,
8/20/2013 2:00 AM,0.074,0.111,-1203.4,21.9,-1137.4,19.8,
8/20/2013 3:00 AM,0.074,0.111,-1252.1,21.6,-1172.3,19.6,
8/20/2013 4:00 AM,0.074,0.111,-1317.1,21.3,-1191.9,19.5,
8/20/2013 5:00 AM,0.073,0.111,-1376.7,21.1,-1210.9,19.3,
8/20/2013 6:00 AM,0.073,0.111,-1410.7,20.9,-1223.6,19.2,
8/20/2013 7:00 AM,0.072,0.111,-1435.9,20.6,-1239.4,19.0,
8/20/2013 8:00 AM,0.072,0.110,-1455.2,20.4,-1263.9,18.9,
8/20/2013 9:00 AM,0.072,0.110,-1479.5,20.2,-1284.8,18.8,
8/20/2013 10:00 AM,0.072,0.110,-1502.2,20.0,-1321.1,18.6,
8/20/2013 11:00 AM,0.072,0.110,-1516.4,19.9,-1358.7,18.5,
8/20/2013 12:00 PM,0.072,0.110,-1493.9,20.1,-1369.4,18.6,
8/20/2013 1:00 PM,0.072,0.110,-1466.0,20.4,-1366.6,18.7,
8/20/2013 2:00 PM,0.072,0.110,-1399.3,21.3,-1359.6,19.0,
8/20/2013 3:00 PM,0.072,0.110,-1242.6,22.7,-1353.4,19.2,
8/20/2013 4:00 PM,0.072,0.110,-1096.0,24.1,-1329.6,19.4,
8/20/2013 5:00 PM,0.072,0.110,-1021.5,24.7,-1321.7,19.6,
8/20/2013 6:00 PM,0.072,0.110,-1003.5,24.9,-1317.4,19.9,
8/20/2013 7:00 PM,0.072,0.110,-1008.4,24.8,-1310.2,20.0,
8/20/2013 8:00 PM,0.072,0.110,-1024.8,24.6,-1302.3,20.2,
8/20/2013 9:00 PM,0.072,0.110,-1059.6,24.4,-1311.1,20.2,
8/20/2013 10:00 PM,0.072,0.110,-1106.9,24.0,-1321.1,20.2,
8/20/2013 11:00 PM,0.072,0.110,-1154.3,23.7,-1355.6,20.2,
8/21/2013 12:00 AM,0.072,0.110,-1198.5,23.2,-1397.7,20.0,
8/21/2013 1:00 AM,0.072,0.110,-1257.3,22.9,-1439.2,19.9,
8/21/2013 2:00 AM,0.072,0.110,-1337.6,22.5,-1466.6,19.7,
8/21/2013 3:00 AM,0.072,0.110,-1417.8,22.2,-1484.0,19.6,
8/21/2013 4:00 AM,0.072,0.110,-1455.9,21.8,-1510.2,19.4,
8/21/2013 5:00 AM,0.072,0.109,-1508.8,21.5,-1544.6,19.2,
8/21/2013 6:00 AM,0.072,0.109,-1617.1,21.1,-1578.8,19.0,
8/21/2013 7:00 AM,0.072,0.109,-1697.6,20.8,-1655.9,18.8,
8/21/2013 8:00 AM,0.072,0.109,-1762.9,20.5,-1729.5,18.6,
8/21/2013 9:00 AM,0.072,0.108,-1802.3,20.2,-1778.0,18.4,
8/21/2013 10:00 AM,0.072,0.109,-1829.9,19.9,-1823.6,18.2,
8/21/2013 11:00 AM,0.072,0.109,-1844.3,19.8,-1854.9,18.1,
8/21/2013 12:00 PM,0.072,0.108,-1831.2,19.9,-1868.6,18.1,
8/21/2013 1:00 PM,0.071,0.108,-1805.6,20.2,-1854.9,18.3,
8/21/2013 2:00 PM,0.072,0.108,-1677.7,21.1,-1840.5,18.5,
8/21/2013 3:00 PM,0.072,0.108,-1450.9,22.6,-1831.2,18.7,
8/21/2013 4:00 PM,0.072,0.108,-1248.0,24.2,-1826.5,18.8,
8/21/2013 5:00 PM,0.072,0.108,-1172.3,24.9,-1808.9,19.0,
8/21/2013 6:00 PM,0.072,0.108,-1159.1,25.0,-1770.6,19.2,
8/21/2013 7:00 PM,0.072,0.108,-1159.4,24.9,-1738.7,19.5,
8/21/2013 8:00 PM,0.071,0.108,-1170.6,24.8,-1711.3,19.8,
8/21/2013 9:00 PM,0.072,0.108,-1181.8,24.6,-1679.7,19.9,
8/21/2013 10:00 PM,0.072,0.108,-1197.9,24.4,-1696.8,20.0,
8/21/2013 11:00 PM,0.072,0.108,-1226.4,24.1,-1722.0,19.9,
8/22/2013 12:00 AM,0.071,0.108,-1292.8,23.8,-1754.8,19.9,
8/22/2013 1:00 AM,0.071,0.108,-1387.8,23.4,-1792.8,19.7,
8/22/2013 2:00 AM,0.071,0.108,-1434.6,23.1,-1829.1,19.6,
8/22/2013 3:00 AM,0.071,0.108,-1459.9,22.8,-1850.7,19.5,
8/22/2013 4:00 AM,0.071,0.108,-1524.5,22.5,-1878.1,19.3,
8/22/2013 5:00 AM,0.071,0.108,-1629.0,22.2,-1905.6,19.2,
8/22/2013 6:00 AM,0.071,0.108,-1722.4,21.9,-1925.4,19.0,
8/22/2013 7:00 AM,0.071,0.107,-1782.5,21.6,-1954.9,18.9,
8/22/2013 8:00 AM,0.071,0.107,-1825.7,21.3,-2015.2,18.7,
8/22/2013 9:00 AM,0.071,0.107,-1872.5,21.0,-2097.1,18.5,
8/22/2013 10:00 AM,0.071,0.107,-1959.0,20.8,-2140.1,18.4,
8/22/2013 11:00 AM,0.070,0.107,-1968.5,20.6,-2228.6,18.3,
8/22/2013 12:00 PM,0.070,0.107,-1938.3,20.7,-2261.1,18.3,
8/22/2013 1:00 PM,0.070,0.106,-1897.7,21.0,-2166.3,18.5,
8/22/2013 2:00 PM,0.070,0.106,-1833.3,21.5,-2136.1,18.7,
8/22/2013 3:00 PM,0.070,0.106,-1712.1,22.5,-2060.8,18.9,
8/22/2013 4:00 PM,0.070,0.106,-1557.1,23.1,-2044.2,19.1,
8/22/2013 5:00 PM,0.071,0.106,-1506.4,23.4,-1973.5,19.2,
8/22/2013 6:00 PM,0.071,0.107,-1490.5,23.5,-1947.7,19.5,
8/22/2013 7:00 PM,0.070,0.107,-1469.0,23.5,-1909.1,19.8,
8/22/2013 8:00 PM,0.070,0.107,-1477.5,23.5,-1891.2,20.0,
8/22/2013 9:00 PM,0.070,0.106,-1516.1,23.3,-1885.5,20.0,
8/22/2013 10:00 PM,0.070,0.107,-1591.6,23.1,-1894.6,20.0,
8/22/2013 11:00 PM,0.070,0.106,-1693.3,22.8,-1910.0,19.9,
8/23/2013 12:00 AM,0.070,0.106,-1752.8,22.5,-1940.1,19.8,
8/23/2013 1:00 AM,0.069,0.106,-1792.8,22.3,-1943.7,19.7,
8/23/2013 2:00 AM,0.070,0.106,-1828.6,22.0,-1984.4,19.6,
8/23/2013 3:00 AM,0.069,0.106,-1860.9,21.8,-2024.5,19.5,
8/23/2013 4:00 AM,0.069,0.106,-1925.9,21.6,-2098.1,19.3,
8/23/2013 5:00 AM,0.069,0.106,-1988.0,21.3,-2132.2,19.2,
8/23/2013 6:00 AM,0.069,0.106,-2066.5,21.2,-2191.9,19.1,
8/23/2013 7:00 AM,0.069,0.106,-2149.4,21.0,-2213.2,19.0,
8/23/2013 8:00 AM,0.069,0.106,-2197.0,20.8,-2285.2,18.9,
8/23/2013 9:00 AM,0.069,0.106,-2261.1,20.6,-2309.5,18.7,
8/23/2013 10:00 AM,0.069,0.106,-2289.4,20.4,-2356.8,18.6,
8/23/2013 11:00 AM,0.069,0.106,-2308.5,20.4,-2379.2,18.6,
8/23/2013 12:00 PM,0.069,0.106,-2286.3,20.5,-2375.9,18.6,
8/23/2013 1:00 PM,0.069,0.106,-2218.3,20.8,-2340.1,18.8,
8/23/2013 2:00 PM,0.069,0.106,-2063.1,21.4,-2271.0,19.0,
8/23/2013 3:00 PM,0.069,0.106,-1884.2,22.1,-2248.7,19.2,
8/23/2013 4:00 PM,0.069,0.106,-1837.1,22.4,-2184.9,19.3,
8/23/2013 5:00 PM,0.069,0.106,-1868.6,22.2,-2221.9,19.3,
8/23/2013 6:00 PM,0.069,0.106,-1922.8,21.9,-2209.2,19.2,
8/23/2013 7:00 PM,0.069,0.106,-1978.0,21.7,-2246.1,19.2,
8/23/2013 8:00 PM,0.069,0.106,-2016.6,21.6,-2217.8,19.3,
8/23/2013 9:00 PM,0.069,0.106,-2092.8,21.6,-2189.4,19.3,
8/23/2013 10:00 PM,0.069,0.106,-2148.5,21.4,-2173.8,19.4,
8/23/2013 11:00 PM,0.069,0.106,-2223.4,21.2,-2192.4,19.3,
8/24/2013 12:00 AM,0.069,0.106,-2284.2,21.0,-2215.8,19.2,
8/24/2013 1:00 AM,0.069,0.106,-2323.9,20.8,-2272.6,19.1,
8/24/2013 2:00 AM,0.069,0.106,-2355.2,20.6,-2298.9,19.0,
8/24/2013 3:00 AM,0.068,0.106,-2382.5,20.5,-2317.0,19.0,
8/24/2013 4:00 AM,0.068,0.106,-2392.9,20.4,-2333.6,18.9,
8/24/2013 5:00 AM,0.068,0.106,-2417.3,20.2,-2374.2,18.8,
8/24/2013 6:00 AM,0.068,0.106,-2432.9,20.1,-2383.0,18.8,
8/24/2013 7:00 AM,0.068,0.106,-2462.8,20.0,-2392.9,18.7,
8/24/2013 8:00 AM,0.068,0.106,-2467.9,20.0,-2393.5,18.7,
8/24/2013 9:00 AM,0.068,0.106,-2505.1,19.9,-2417.8,18.6,
8/24/2013 10:00 AM,0.068,0.106,-2504.5,19.8,-2415.1,18.6,
8/24/2013 11:00 AM,0.068,0.106,-2498.2,19.8,-2418.4,18.6,
8/24/2013 12:00 PM,0.068,0.106,-2487.9,19.9,-2420.6,18.6,
8/24/2013 1:00 PM,0.068,0.105,-2424.5,20.3,-2385.2,18.8,
8/24/2013 2:00 PM,0.068,0.105,-2311.1,21.0,-2330.9,19.1,
8/24/2013 3:00 PM,0.068,0.105,-1941.0,22.3,-2265.8,19.3,
8/24/2013 4:00 PM,0.068,0.105,-1691.7,23.6,-2237.3,19.4,
8/24/2013 5:00 PM,0.068,0.106,-1502.2,24.3,-2199.5,19.6,
8/24/2013 6:00 PM,0.067,0.106,-1467.3,24.5,-2113.6,19.8,
8/24/2013 7:00 PM,0.067,0.106,-1470.4,24.5,-2066.9,20.1,
8/24/2013 8:00 PM,0.067,0.106,-1479.9,24.3,-2021.3,20.3,
8/24/2013 9:00 PM,0.067,0.106,-1495.3,24.1,-1980.3,20.4,
8/24/2013 10:00 PM,0.067,0.106,-1553.2,23.9,-2014.3,20.4,
8/24/2013 11:00 PM,0.067,0.106,-1643.7,23.6,-2029.2,20.3,
8/25/2013 12:00 AM,0.068,0.106,-1740.7,23.2,-2065.0,20.2,
8/25/2013 1:00 AM,0.067,0.105,-1797.7,23.0,-2121.4,20.1,
8/25/2013 2:00 AM,0.067,0.105,-1852.4,22.7,-2179.8,19.9,
8/25/2013 3:00 AM,0.067,0.105,-1909.5,22.4,-2246.1,19.8,
8/25/2013 4:00 AM,0.067,0.105,-2000.9,22.1,-2300.5,19.6,
8/25/2013 5:00 AM,0.067,0.105,-2181.9,21.8,-2337.4,19.4,
8/25/2013 6:00 AM,0.067,0.105,-2284.7,21.5,-2389.1,19.2,
8/25/2013 7:00 AM,0.067,0.105,-2348.7,21.3,-2426.8,19.1,
8/25/2013 8:00 AM,0.066,0.105,-2404.5,21.0,-2453.2,18.9,
8/25/2013 9:00 AM,0.066,0.105,-2482.1,20.7,-2483.3,18.7,
8/25/2013 10:00 AM,0.066,0.105,-2540.5,20.5,-2524.8,18.6,
