Measurement Time,kPa Potential,m³/m³ VWC,m³/m³ VWC,kPa Potential,None
4/5/2014 2:00 PM,-138,0.089,0.118,-112,
4/5/2014 3:00 PM,-138,0.089,0.122,-113,
4/5/2014 4:00 PM,-139,0.089,0.124,-113,
4/5/2014 5:00 PM,-140,0.089,0.124,-113,
4/5/2014 6:00 PM,-143,0.089,0.129,-114,
4/5/2014 7:00 PM,-143,0.089,0.129,-115,
4/5/2014 8:00 PM,-143,0.089,0.134,-115,
4/5/2014 9:00 PM,-143,0.088,0.128,-115,
4/5/2014 10:00 PM,-144,0.088,0.131,-116,
4/5/2014 11:00 PM,-144,0.088,0.128,-117,
4/6/2014 12:00 AM,-143,0.088,0.127,-117,
4/6/2014 1:00 AM,-144,0.088,0.130,-117,
4/6/2014 2:00 AM,-144,0.088,0.125,-118,
4/6/2014 3:00 AM,-145,0.088,0.128,-118,
4/6/2014 4:00 AM,-145,0.088,0.127,-118,
4/6/2014 5:00 AM,-145,0.088,0.130,-119,
4/6/2014 6:00 AM,-145,0.087,0.123,-119,
4/6/2014 7:00 AM,-145,0.087,0.119,-119,
4/6/2014 8:00 AM,-145,0.086,0.123,-120,
4/6/2014 9:00 AM,-145,0.086,0.121,-120,
4/6/2014 10:00 AM,-147,0.086,0.114,-119,
4/6/2014 11:00 AM,-147,0.086,0.108,-119,
4/6/2014 12:00 PM,-147,0.086,0.111,-119,
4/6/2014 1:00 PM,-148,0.086,0.113,-119,
4/6/2014 2:00 PM,-148,0.086,0.105,-119,
4/6/2014 3:00 PM,-149,0.086,0.114,-120,
4/6/2014 4:00 PM,-151,0.086,0.122,-121,
4/6/2014 5:00 PM,-151,0.086,0.123,-121,
4/6/2014 6:00 PM,-152,0.086,0.123,-122,
4/6/2014 7:00 PM,-152,0.086,0.124,-124,
4/6/2014 8:00 PM,-152,0.086,0.123,-124,
4/6/2014 9:00 PM,-153,0.086,0.124,-125,
4/6/2014 10:00 PM,-153,0.085,0.125,-126,
4/6/2014 11:00 PM,-152,0.085,0.112,-126,
4/7/2014 12:00 AM,-153,0.084,0.119,-127,
4/7/2014 1:00 AM,-153,0.084,0.117,-127,
4/7/2014 2:00 AM,-153,0.084,0.117,-128,
4/7/2014 3:00 AM,-153,0.084,0.114,-128,
4/7/2014 4:00 AM,-153,0.084,0.111,-128,
4/7/2014 5:00 AM,-153,0.084,0.110,-129,
4/7/2014 6:00 AM,-153,0.084,0.117,-129,
4/7/2014 7:00 AM,-153,0.084,0.111,-129,
4/7/2014 8:00 AM,-155,0.084,0.113,-129,
4/7/2014 9:00 AM,-155,0.083,0.108,-129,
4/7/2014 10:00 AM,-155,0.083,0.108,-129,
4/7/2014 11:00 AM,-155,0.083,0.100,-128,
4/7/2014 12:00 PM,-156,0.083,0.102,-127,
4/7/2014 1:00 PM,-156,0.083,0.105,-128,
4/7/2014 2:00 PM,-157,0.083,0.110,-128,
4/7/2014 3:00 PM,-159,0.083,0.111,-128,
4/7/2014 4:00 PM,-160,0.083,0.117,-128,
4/7/2014 5:00 PM,-162,0.083,0.117,-128,
4/7/2014 6:00 PM,-162,0.083,0.125,-130,
4/7/2014 7:00 PM,-162,0.083,0.119,-131,
4/7/2014 8:00 PM,-162,0.083,0.123,-132,
4/7/2014 9:00 PM,-163,0.083,0.118,-132,
4/7/2014 10:00 PM,-163,0.083,0.123,-133,
4/7/2014 11:00 PM,-163,0.083,0.123,-135,
4/8/2014 12:00 AM,-163,0.083,0.122,-135,
4/8/2014 1:00 AM,-163,0.083,0.121,-136,
4/8/2014 2:00 AM,-163,0.083,0.119,-136,
4/8/2014 3:00 AM,-163,0.083,0.117,-136,
4/8/2014 4:00 AM,-163,0.083,0.114,-136,
4/8/2014 5:00 AM,-163,0.082,0.113,-137,
4/8/2014 6:00 AM,-163,0.082,0.111,-137,
4/8/2014 7:00 AM,-163,0.082,0.106,-137,
4/8/2014 8:00 AM,-164,0.081,0.105,-137,
4/8/2014 9:00 AM,-164,0.081,0.105,-137,
4/8/2014 10:00 AM,-164,0.081,0.107,-136,
4/8/2014 11:00 AM,-164,0.081,0.103,-135,
4/8/2014 12:00 PM,-164,0.081,0.105,-136,
4/8/2014 1:00 PM,-166,0.081,0.105,-136,
4/8/2014 2:00 PM,-166,0.081,0.106,-136,
4/8/2014 3:00 PM,-167,0.081,0.106,-136,
4/8/2014 4:00 PM,-169,0.081,0.111,-136,
4/8/2014 5:00 PM,-170,0.081,0.117,-137,
4/8/2014 6:00 PM,-170,0.081,0.114,-138,
4/8/2014 7:00 PM,-172,0.081,0.120,-138,
4/8/2014 8:00 PM,-172,0.081,0.122,-139,
4/8/2014 9:00 PM,-172,0.081,0.118,-139,
4/8/2014 10:00 PM,-172,0.081,0.123,-140,
4/8/2014 11:00 PM,-172,0.081,0.123,-142,
4/9/2014 12:00 AM,-172,0.081,0.122,-142,
4/9/2014 1:00 AM,-172,0.080,0.122,-143,
4/9/2014 2:00 AM,-172,0.080,0.118,-143,
4/9/2014 3:00 AM,-172,0.080,0.117,-143,
4/9/2014 4:00 AM,-172,0.080,0.114,-144,
4/9/2014 5:00 AM,-172,0.080,0.117,-144,
4/9/2014 6:00 AM,-172,0.080,0.117,-145,
4/9/2014 7:00 AM,-172,0.079,0.111,-144,
4/9/2014 8:00 AM,-172,0.079,0.115,-145,
4/9/2014 9:00 AM,-172,0.079,0.110,-144,
4/9/2014 10:00 AM,-172,0.079,0.108,-144,
4/9/2014 11:00 AM,-173,0.079,0.111,-144,
4/9/2014 12:00 PM,-173,0.079,0.109,-144,
4/9/2014 1:00 PM,-175,0.079,0.104,-144,
4/9/2014 2:00 PM,-177,0.079,0.110,-145,
4/9/2014 3:00 PM,-177,0.079,0.115,-147,
4/9/2014 4:00 PM,-178,0.079,0.118,-145,
4/9/2014 5:00 PM,-178,0.079,0.120,-145,
4/9/2014 6:00 PM,-180,0.079,0.125,-147,
4/9/2014 7:00 PM,-183,0.079,0.132,-148,
4/9/2014 8:00 PM,-183,0.079,0.128,-149,
4/9/2014 9:00 PM,-183,0.079,0.128,-151,
4/9/2014 10:00 PM,-183,0.079,0.126,-152,
4/9/2014 11:00 PM,-183,0.079,0.128,-153,
4/10/2014 12:00 AM,-181,0.079,0.125,-153,
4/10/2014 1:00 AM,-183,0.079,0.122,-155,
4/10/2014 2:00 AM,-183,0.079,0.121,-155,
4/10/2014 3:00 AM,-183,0.079,0.119,-156,
4/10/2014 4:00 AM,-181,0.078,0.117,-156,
4/10/2014 5:00 AM,-181,0.078,0.117,-156,
4/10/2014 6:00 AM,-183,0.077,0.113,-156,
4/10/2014 7:00 AM,-183,0.077,0.110,-156,
4/10/2014 8:00 AM,-183,0.077,0.111,-156,
4/10/2014 9:00 AM,-181,0.077,0.107,-156,
4/10/2014 10:00 AM,-183,0.077,0.107,-156,
4/10/2014 11:00 AM,-183,0.077,0.110,-156,
4/10/2014 12:00 PM,-185,0.077,0.109,-157,
4/10/2014 1:00 PM,-185,0.077,0.107,-159,
4/10/2014 2:00 PM,-186,0.077,0.111,-160,
4/10/2014 3:00 PM,-188,0.077,0.113,-160,
4/10/2014 4:00 PM,-190,0.077,0.114,-162,
4/10/2014 5:00 PM,-190,0.077,0.119,-162,
4/10/2014 6:00 PM,-192,0.077,0.122,-163,
4/10/2014 7:00 PM,-193,0.077,0.125,-164,
4/10/2014 8:00 PM,-193,0.077,0.126,-166,
