Measurement Time,m³/m³ VWC,kPa Potential,°C Temp,kPa Potential,m³/m³ VWC,None
5/23/2013 5:00 PM,-0.179,-14832.9,24.1,-492,0.066,
5/23/2013 6:00 PM,-0.121,-18.9,24.1,-497,0.066,
5/23/2013 7:00 PM,-0.126,-18.2,22.7,-502,0.066,
5/23/2013 8:00 PM,-0.120,-17.8,21.8,-502,0.066,
5/23/2013 9:00 PM,-0.127,-17.4,21.3,-502,0.066,
5/23/2013 10:00 PM,-0.127,-16.9,20.9,-502,0.066,
5/23/2013 11:00 PM,-0.110,-16.4,20.6,-502,0.066,
5/24/2013 12:00 AM,-0.076,-15.9,20.2,-508,0.066,
5/24/2013 1:00 AM,-0.091,-15.5,19.9,-508,0.066,
5/24/2013 2:00 AM,-0.061,-15.2,19.6,-502,0.066,
5/24/2013 3:00 AM,-0.056,-15.0,19.3,-502,0.066,
5/24/2013 4:00 AM,-0.049,-14.8,19.0,-508,0.065,
5/24/2013 5:00 AM,-0.031,-14.7,18.7,-508,0.065,
5/24/2013 6:00 AM,-0.042,-14.5,18.5,-508,0.064,
5/24/2013 7:00 AM,-0.051,-14.4,18.2,-508,0.064,
5/24/2013 8:00 AM,-0.048,-14.3,18.0,-513,0.064,
5/24/2013 9:00 AM,-0.045,-14.2,17.8,-508,0.064,
5/24/2013 10:00 AM,-0.042,-14.1,17.6,-508,0.064,
5/24/2013 11:00 AM,-0.035,-14.0,17.4,-508,0.064,
5/24/2013 12:00 PM,-0.029,-13.9,17.3,-508,0.064,
5/24/2013 1:00 PM,-0.026,-13.9,17.2,-508,0.064,
5/24/2013 2:00 PM,-0.023,-13.8,17.1,-508,0.064,
5/24/2013 3:00 PM,-0.011,-13.7,17.1,-502,0.065,
5/24/2013 4:00 PM,-0.011,-13.7,17.2,-502,0.066,
5/24/2013 5:00 PM,-0.014,-13.7,17.4,-502,0.066,
5/24/2013 6:00 PM,-0.006,-13.6,17.5,-502,0.066,
5/24/2013 7:00 PM,-0.001,-13.6,17.6,-502,0.066,
5/24/2013 8:00 PM,-0.003,-13.6,17.7,-502,0.066,
5/24/2013 9:00 PM,-0.008,-13.6,17.8,-502,0.066,
5/24/2013 10:00 PM,-0.040,-13.7,17.8,-502,0.066,
5/24/2013 11:00 PM,-0.076,-13.7,17.8,-502,0.066,
