Measurement Time,m³/m³ VWC,m³/m³ VWC,kPa Potential,°C Temp,kPa Potential,°C Temp,None
27 Jun 2013 10:00 PM,0.154,0.300,-5.8,24.7,-5.4,22.1,
27 Jun 2013 11:00 PM,0.154,0.300,-5.8,24.4,-5.4,22.0,
28 Jun 2013 12:00 AM,0.153,0.300,-5.8,24.1,-5.4,21.9,
28 Jun 2013 1:00 AM,0.152,0.300,-5.8,23.7,-5.4,21.7,
28 Jun 2013 2:00 AM,0.152,0.299,-5.8,23.2,-5.4,21.5,
28 Jun 2013 3:00 AM,0.152,0.299,-5.8,22.8,-5.4,21.3,
28 Jun 2013 4:00 AM,0.151,0.299,-5.8,22.4,-5.4,21.1,
28 Jun 2013 5:00 AM,0.151,0.298,-5.8,22.0,-5.4,20.9,
28 Jun 2013 6:00 AM,0.151,0.298,-5.8,21.6,-5.4,20.6,
28 Jun 2013 7:00 AM,0.151,0.298,-5.8,21.2,-5.4,20.4,
28 Jun 2013 8:00 AM,0.151,0.298,-5.8,20.9,-5.4,20.1,
28 Jun 2013 9:00 AM,0.151,0.298,-5.9,20.5,-5.4,19.9,
28 Jun 2013 10:00 AM,0.150,0.298,-5.9,20.3,-5.4,19.7,
28 Jun 2013 11:00 AM,0.149,0.297,-5.9,20.4,-5.4,19.6,
28 Jun 2013 12:00 PM,0.149,0.296,-6.0,20.7,-5.5,19.6,
28 Jun 2013 1:00 PM,0.149,0.294,-6.0,21.1,-5.5,19.8,
28 Jun 2013 2:00 PM,0.147,0.292,-6.1,21.7,-5.5,20.0,
28 Jun 2013 3:00 PM,0.147,0.291,-6.2,22.9,-5.5,20.2,
28 Jun 2013 4:00 PM,0.147,0.289,-6.3,24.3,-5.5,20.5,
28 Jun 2013 5:00 PM,0.146,0.288,-6.4,25.1,-5.6,20.7,
28 Jun 2013 6:00 PM,0.145,0.287,-6.5,25.4,-5.6,21.0,
28 Jun 2013 7:00 PM,0.145,0.286,-6.6,25.5,-5.6,21.2,
28 Jun 2013 8:00 PM,0.145,0.285,-6.8,25.4,-5.6,21.3,
28 Jun 2013 9:00 PM,0.144,0.284,-6.9,25.3,-5.7,21.5,
28 Jun 2013 10:00 PM,0.144,0.283,-6.9,25.1,-5.7,21.5,
28 Jun 2013 11:00 PM,0.144,0.283,-6.9,24.8,-5.7,21.5,
29 Jun 2013 12:00 AM,0.143,0.283,-6.9,24.5,-5.7,21.4,
29 Jun 2013 1:00 AM,0.143,0.283,-6.9,24.1,-5.8,21.2,
29 Jun 2013 2:00 AM,0.142,0.283,-6.9,23.7,-5.8,21.1,
29 Jun 2013 3:00 AM,0.142,0.283,-6.9,23.2,-5.8,20.9,
29 Jun 2013 4:00 AM,0.141,0.283,-6.9,22.8,-5.8,20.7,
29 Jun 2013 5:00 AM,0.140,0.283,-6.9,22.5,-5.8,20.5,
29 Jun 2013 6:00 AM,0.140,0.282,-6.9,22.1,-5.8,20.3,
29 Jun 2013 7:00 AM,0.140,0.282,-6.9,21.8,-5.8,20.1,
29 Jun 2013 8:00 AM,0.140,0.281,-6.9,21.5,-5.8,19.9,
29 Jun 2013 9:00 AM,0.140,0.281,-6.9,21.2,-5.8,19.7,
29 Jun 2013 10:00 AM,0.140,0.281,-6.9,21.0,-5.9,19.6,
29 Jun 2013 11:00 AM,0.140,0.281,-7.0,21.1,-5.9,19.4,
29 Jun 2013 12:00 PM,0.139,0.279,-7.1,21.4,-5.9,19.6,
29 Jun 2013 1:00 PM,0.139,0.277,-7.3,21.8,-5.9,19.8,
29 Jun 2013 2:00 PM,0.139,0.275,-7.6,22.6,-5.9,20.1,
29 Jun 2013 3:00 PM,0.138,0.272,-7.9,24.1,-5.9,20.3,
29 Jun 2013 4:00 PM,0.137,0.270,-8.3,25.6,-6.0,20.6,
29 Jun 2013 5:00 PM,0.137,0.268,-8.7,26.5,-6.0,20.9,
29 Jun 2013 6:00 PM,0.137,0.266,-9.1,26.9,-6.0,21.3,
29 Jun 2013 7:00 PM,0.137,0.264,-9.6,27.0,-6.1,21.7,
29 Jun 2013 8:00 PM,0.136,0.263,-9.9,26.9,-6.1,22.0,
29 Jun 2013 9:00 PM,0.135,0.263,-10.0,26.8,-6.1,22.1,
29 Jun 2013 10:00 PM,0.135,0.261,-10.1,26.5,-6.1,22.2,
29 Jun 2013 11:00 PM,0.135,0.261,-10.1,26.1,-6.2,22.1,
30 Jun 2013 12:00 AM,0.134,0.261,-10.1,25.7,-6.2,22.0,
30 Jun 2013 1:00 AM,0.134,0.261,-10.0,25.3,-6.2,21.8,
30 Jun 2013 2:00 AM,0.134,0.261,-10.0,24.8,-6.2,21.6,
30 Jun 2013 3:00 AM,0.134,0.260,-9.9,24.4,-6.2,21.4,
30 Jun 2013 4:00 AM,0.134,0.260,-9.9,24.0,-6.3,21.2,
30 Jun 2013 5:00 AM,0.133,0.259,-9.9,23.7,-6.3,21.0,
30 Jun 2013 6:00 AM,0.132,0.259,-9.9,23.3,-6.3,20.8,
30 Jun 2013 7:00 AM,0.132,0.259,-9.9,23.1,-6.3,20.7,
30 Jun 2013 8:00 AM,0.132,0.259,-9.8,22.9,-6.3,20.6,
30 Jun 2013 9:00 AM,0.132,0.259,-9.8,22.7,-6.3,20.5,
30 Jun 2013 10:00 AM,0.131,0.259,-9.9,22.5,-6.4,20.4,
30 Jun 2013 11:00 AM,0.130,0.258,-10.0,22.6,-6.4,20.3,
30 Jun 2013 12:00 PM,0.130,0.257,-10.1,22.7,-6.4,20.3,
30 Jun 2013 1:00 PM,0.130,0.256,-10.2,22.9,-6.4,20.4,
30 Jun 2013 2:00 PM,0.130,0.256,-10.3,22.9,-6.4,20.5,
30 Jun 2013 3:00 PM,0.130,0.255,-10.4,23.0,-6.5,20.5,
30 Jun 2013 4:00 PM,0.130,0.253,-10.7,23.1,-6.5,20.6,
30 Jun 2013 5:00 PM,0.129,0.252,-10.9,23.6,-6.5,20.8,
30 Jun 2013 6:00 PM,0.129,0.250,-11.2,24.0,-6.5,21.1,
30 Jun 2013 7:00 PM,0.128,0.249,-11.4,24.3,-6.6,21.4,
30 Jun 2013 8:00 PM,0.128,0.247,-11.6,24.4,-6.6,21.7,
30 Jun 2013 9:00 PM,0.128,0.246,-11.8,24.4,-6.6,21.8,
30 Jun 2013 10:00 PM,0.128,0.246,-11.9,24.3,-6.7,21.8,
30 Jun 2013 11:00 PM,0.128,0.246,-11.9,24.1,-6.7,21.7,
1 Jul 2013 12:00 AM,0.127,0.246,-11.9,23.9,-6.7,21.6,
1 Jul 2013 1:00 AM,0.127,0.245,-11.8,23.5,-6.7,21.5,
1 Jul 2013 2:00 AM,0.127,0.244,-11.8,23.2,-6.8,21.3,
1 Jul 2013 3:00 AM,0.127,0.244,-11.8,22.9,-6.8,21.1,
1 Jul 2013 4:00 AM,0.127,0.244,-11.7,22.6,-6.8,21.0,
1 Jul 2013 5:00 AM,0.126,0.244,-11.7,22.3,-6.8,20.8,
1 Jul 2013 6:00 AM,0.125,0.244,-11.7,22.0,-6.8,20.6,
1 Jul 2013 7:00 AM,0.125,0.244,-11.6,21.7,-6.8,20.4,
1 Jul 2013 8:00 AM,0.125,0.244,-11.6,21.4,-6.8,20.2,
1 Jul 2013 9:00 AM,0.125,0.244,-11.6,21.2,-6.9,20.0,
1 Jul 2013 10:00 AM,0.125,0.243,-11.6,21.1,-6.9,19.9,
1 Jul 2013 11:00 AM,0.125,0.242,-11.6,21.0,-6.9,19.8,
1 Jul 2013 12:00 PM,0.124,0.242,-11.6,20.9,-6.9,19.7,
1 Jul 2013 1:00 PM,0.124,0.242,-11.6,20.8,-6.9,19.7,
1 Jul 2013 2:00 PM,0.123,0.241,-11.6,20.7,-6.9,19.6,
1 Jul 2013 3:00 PM,0.123,0.241,-11.6,20.7,-6.9,19.6,
1 Jul 2013 4:00 PM,0.123,0.241,-11.6,20.7,-6.9,19.6,
1 Jul 2013 5:00 PM,0.123,0.241,-11.7,20.8,-6.9,19.7,
1 Jul 2013 6:00 PM,0.123,0.241,-11.8,21.0,-7.0,19.8,
1 Jul 2013 7:00 PM,0.123,0.239,-12.0,21.2,-7.0,20.0,
1 Jul 2013 8:00 PM,0.123,0.239,-12.2,21.3,-7.0,20.2,
1 Jul 2013 9:00 PM,0.123,0.238,-12.4,21.3,-7.0,20.3,
1 Jul 2013 10:00 PM,0.123,0.237,-12.5,21.2,-7.1,20.3,
1 Jul 2013 11:00 PM,0.123,0.237,-12.5,21.0,-7.1,20.3,
2 Jul 2013 12:00 AM,0.123,0.237,-12.5,20.8,-7.1,20.2,
2 Jul 2013 1:00 AM,0.122,0.237,-12.5,20.5,-7.1,20.1,
2 Jul 2013 2:00 AM,0.122,0.237,-12.5,20.2,-7.1,19.9,
2 Jul 2013 3:00 AM,0.122,0.237,-12.5,19.9,-7.1,19.7,
2 Jul 2013 4:00 AM,0.122,0.236,-12.4,19.6,-7.1,19.5,
2 Jul 2013 5:00 AM,0.121,0.236,-12.4,19.3,-7.1,19.2,
2 Jul 2013 6:00 AM,0.121,0.236,-12.4,19.0,-7.2,19.0,
2 Jul 2013 7:00 AM,0.120,0.236,-12.3,18.7,-7.2,18.8,
2 Jul 2013 8:00 AM,0.120,0.236,-12.3,18.4,-7.2,18.6,
2 Jul 2013 9:00 AM,0.120,0.236,-12.3,18.2,-7.2,18.4,
2 Jul 2013 10:00 AM,0.120,0.236,-12.3,18.1,-7.2,18.3,
2 Jul 2013 11:00 AM,0.120,0.236,-12.4,18.2,-7.2,18.2,
2 Jul 2013 12:00 PM,0.120,0.236,-12.5,18.4,-7.2,18.2,
2 Jul 2013 1:00 PM,0.120,0.234,-12.8,18.8,-7.2,18.4,
2 Jul 2013 2:00 PM,0.120,0.233,-13.0,19.2,-7.3,18.5,
2 Jul 2013 3:00 PM,0.120,0.232,-13.3,19.5,-7.3,18.7,
2 Jul 2013 4:00 PM,0.120,0.230,-13.8,19.9,-7.3,18.9,
2 Jul 2013 5:00 PM,0.120,0.229,-14.2,20.4,-7.4,19.2,
2 Jul 2013 6:00 PM,0.119,0.228,-14.7,20.8,-7.4,19.5,
2 Jul 2013 7:00 PM,0.119,0.227,-15.2,21.0,-7.5,19.8,
2 Jul 2013 8:00 PM,0.119,0.225,-15.7,21.1,-7.6,20.1,
2 Jul 2013 9:00 PM,0.119,0.225,-16.1,21.2,-7.6,20.2,
2 Jul 2013 10:00 PM,0.119,0.225,-16.3,21.1,-7.7,20.2,
2 Jul 2013 11:00 PM,0.118,0.224,-16.3,20.9,-7.8,20.2,
3 Jul 2013 12:00 AM,0.118,0.224,-16.3,20.7,-7.8,20.1,
3 Jul 2013 1:00 AM,0.118,0.224,-16.3,20.4,-7.8,20.0,
3 Jul 2013 2:00 AM,0.118,0.223,-16.2,20.2,-7.9,19.9,
3 Jul 2013 3:00 AM,0.118,0.223,-16.2,20.0,-7.9,19.7,
3 Jul 2013 4:00 AM,0.117,0.222,-16.1,19.9,-7.9,19.6,
3 Jul 2013 5:00 AM,0.117,0.222,-16.1,19.7,-7.9,19.4,
3 Jul 2013 6:00 AM,0.117,0.222,-16.0,19.5,-8.0,19.3,
3 Jul 2013 7:00 AM,0.117,0.222,-16.0,19.3,-8.0,19.2,
3 Jul 2013 8:00 AM,0.117,0.222,-15.9,19.2,-8.0,19.1,
3 Jul 2013 9:00 AM,0.117,0.222,-15.9,19.0,-8.0,18.9,
3 Jul 2013 10:00 AM,0.117,0.221,-16.0,19.0,-8.0,18.8,
3 Jul 2013 11:00 AM,0.117,0.220,-16.2,19.1,-8.1,18.8,
3 Jul 2013 12:00 PM,0.117,0.219,-16.7,19.4,-8.2,18.8,
3 Jul 2013 1:00 PM,0.117,0.219,-17.4,19.9,-8.2,19.0,
3 Jul 2013 2:00 PM,0.117,0.217,-18.0,20.3,-8.3,19.2,
3 Jul 2013 3:00 PM,0.116,0.215,-18.5,20.6,-8.4,19.4,
3 Jul 2013 4:00 PM,0.116,0.214,-19.2,20.9,-8.5,19.5,
3 Jul 2013 5:00 PM,0.116,0.213,-20.0,21.1,-8.7,19.7,
3 Jul 2013 6:00 PM,0.116,0.212,-20.8,21.4,-8.8,19.9,
3 Jul 2013 7:00 PM,0.115,0.211,-21.5,21.6,-8.9,20.1,
3 Jul 2013 8:00 PM,0.115,0.210,-22.2,21.7,-9.0,20.2,
3 Jul 2013 9:00 PM,0.115,0.208,-22.7,21.7,-9.1,20.3,
3 Jul 2013 10:00 PM,0.115,0.208,-23.0,21.6,-9.2,20.3,
3 Jul 2013 11:00 PM,0.115,0.208,-23.0,21.4,-9.3,20.3,
4 Jul 2013 12:00 AM,0.115,0.207,-23.0,21.2,-9.4,20.2,
4 Jul 2013 1:00 AM,0.114,0.207,-23.0,21.0,-9.4,20.1,
4 Jul 2013 2:00 AM,0.114,0.207,-23.0,20.7,-9.5,19.9,
4 Jul 2013 3:00 AM,0.113,0.207,-22.9,20.5,-9.5,19.8,
4 Jul 2013 4:00 AM,0.113,0.207,-22.8,20.3,-9.5,19.6,
4 Jul 2013 5:00 AM,0.113,0.206,-22.7,20.0,-9.6,19.4,
4 Jul 2013 6:00 AM,0.113,0.205,-22.7,19.8,-9.6,19.2,
4 Jul 2013 7:00 AM,0.113,0.205,-22.6,19.5,-9.6,19.1,
4 Jul 2013 8:00 AM,0.112,0.205,-22.5,19.2,-9.7,18.9,
4 Jul 2013 9:00 AM,0.112,0.205,-22.4,19.0,-9.7,18.7,
4 Jul 2013 10:00 AM,0.111,0.205,-22.6,18.9,-9.7,18.6,
4 Jul 2013 11:00 AM,0.111,0.204,-22.9,19.1,-9.8,18.5,
4 Jul 2013 12:00 PM,0.111,0.202,-23.6,19.4,-9.9,18.6,
4 Jul 2013 1:00 PM,0.111,0.202,-24.6,19.9,-9.9,18.8,
4 Jul 2013 2:00 PM,0.111,0.199,-25.8,20.7,-10.0,19.1,
4 Jul 2013 3:00 PM,0.111,0.198,-26.8,21.7,-10.1,19.3,
4 Jul 2013 4:00 PM,0.111,0.197,-27.6,22.3,-10.2,19.5,
4 Jul 2013 5:00 PM,0.111,0.196,-28.7,22.5,-10.3,19.7,
4 Jul 2013 6:00 PM,0.111,0.195,-29.9,22.7,-10.4,19.9,
4 Jul 2013 7:00 PM,0.111,0.193,-31.2,22.9,-10.5,20.2,
4 Jul 2013 8:00 PM,0.111,0.191,-32.6,22.9,-10.6,20.4,
4 Jul 2013 9:00 PM,0.111,0.191,-33.8,23.0,-10.7,20.6,
4 Jul 2013 10:00 PM,0.111,0.190,-34.6,22.9,-10.8,20.6,
4 Jul 2013 11:00 PM,0.111,0.190,-35.0,22.7,-10.9,20.6,
5 Jul 2013 12:00 AM,0.111,0.189,-35.1,22.5,-10.9,20.5,
5 Jul 2013 1:00 AM,0.110,0.188,-35.1,22.3,-11.0,20.4,
5 Jul 2013 2:00 AM,0.110,0.188,-35.0,22.0,-11.0,20.3,
5 Jul 2013 3:00 AM,0.110,0.188,-34.9,21.8,-11.1,20.1,
5 Jul 2013 4:00 AM,0.110,0.188,-34.7,21.5,-11.1,20.0,
5 Jul 2013 5:00 AM,0.110,0.188,-34.7,21.2,-11.1,19.8,
5 Jul 2013 6:00 AM,0.110,0.187,-34.6,21.0,-11.2,19.6,
5 Jul 2013 7:00 AM,0.110,0.186,-34.3,20.8,-11.2,19.5,
5 Jul 2013 8:00 AM,0.109,0.186,-34.2,20.6,-11.2,19.3,
5 Jul 2013 9:00 AM,0.109,0.186,-34.1,20.5,-11.3,19.2,
5 Jul 2013 10:00 AM,0.108,0.186,-34.4,20.4,-11.3,19.1,
5 Jul 2013 11:00 AM,0.108,0.185,-35.1,20.5,-11.4,19.1,
5 Jul 2013 12:00 PM,0.108,0.184,-36.2,20.8,-11.5,19.2,
5 Jul 2013 1:00 PM,0.108,0.182,-38.0,21.2,-11.6,19.4,
5 Jul 2013 2:00 PM,0.108,0.181,-40.1,22.0,-11.8,19.7,
5 Jul 2013 3:00 PM,0.108,0.179,-42.2,23.4,-12.0,19.9,
5 Jul 2013 4:00 PM,0.108,0.178,-44.2,24.4,-12.2,20.1,
5 Jul 2013 5:00 PM,0.108,0.177,-46.5,24.9,-12.4,20.3,
5 Jul 2013 6:00 PM,0.108,0.175,-48.8,25.1,-12.6,20.6,
5 Jul 2013 7:00 PM,0.108,0.174,-51.4,25.1,-12.8,20.8,
5 Jul 2013 8:00 PM,0.108,0.174,-53.7,25.1,-13.0,21.0,
5 Jul 2013 9:00 PM,0.108,0.173,-56.3,24.9,-13.2,21.1,
5 Jul 2013 10:00 PM,0.107,0.172,-58.1,24.8,-13.4,21.1,
5 Jul 2013 11:00 PM,0.107,0.172,-59.0,24.5,-13.5,21.1,
6 Jul 2013 12:00 AM,0.106,0.171,-59.2,24.2,-13.7,21.0,
6 Jul 2013 1:00 AM,0.106,0.171,-59.4,23.9,-13.8,20.8,
6 Jul 2013 2:00 AM,0.106,0.171,-59.5,23.5,-13.9,20.7,
6 Jul 2013 3:00 AM,0.106,0.171,-59.3,23.2,-14.0,20.6,
6 Jul 2013 4:00 AM,0.106,0.170,-59.1,22.9,-14.1,20.4,
6 Jul 2013 5:00 AM,0.106,0.169,-59.0,22.6,-14.2,20.3,
6 Jul 2013 6:00 AM,0.105,0.169,-58.8,22.4,-14.2,20.1,
6 Jul 2013 7:00 AM,0.105,0.169,-58.6,22.2,-14.3,20.0,
6 Jul 2013 8:00 AM,0.105,0.169,-58.5,22.0,-14.4,19.9,
6 Jul 2013 9:00 AM,0.105,0.169,-58.3,21.9,-14.4,19.8,
6 Jul 2013 10:00 AM,0.105,0.168,-58.5,21.8,-14.6,19.7,
6 Jul 2013 11:00 AM,0.105,0.168,-59.9,21.8,-14.8,19.7,
6 Jul 2013 12:00 PM,0.105,0.167,-61.6,22.1,-15.1,19.8,
6 Jul 2013 1:00 PM,0.104,0.165,-64.7,22.5,-15.4,20.0,
6 Jul 2013 2:00 PM,0.104,0.163,-68.8,23.3,-15.8,20.2,
6 Jul 2013 3:00 PM,0.104,0.162,-72.6,24.5,-16.2,20.5,
6 Jul 2013 4:00 PM,0.104,0.161,-77.3,25.2,-16.6,20.7,
6 Jul 2013 5:00 PM,0.104,0.160,-84.0,25.6,-17.0,20.9,
6 Jul 2013 6:00 PM,0.104,0.158,-94.1,25.9,-17.5,21.3,
6 Jul 2013 7:00 PM,0.103,0.157,-104.9,26.1,-18.0,21.6,
6 Jul 2013 8:00 PM,0.103,0.157,-115.5,26.0,-18.3,21.9,
6 Jul 2013 9:00 PM,0.103,0.156,-125.7,25.9,-18.7,22.0,
6 Jul 2013 10:00 PM,0.103,0.156,-134.7,25.7,-19.0,22.0,
6 Jul 2013 11:00 PM,0.103,0.156,-143.3,25.4,-19.3,21.9,
7 Jul 2013 12:00 AM,0.103,0.156,-150.3,25.1,-19.5,21.8,
7 Jul 2013 1:00 AM,0.103,0.155,-157.6,24.8,-19.7,21.7,
7 Jul 2013 2:00 AM,0.103,0.154,-162.1,24.5,-19.9,21.5,
7 Jul 2013 3:00 AM,0.102,0.154,-164.9,24.1,-20.1,21.3,
7 Jul 2013 4:00 AM,0.101,0.154,-169.8,23.8,-20.2,21.1,
7 Jul 2013 5:00 AM,0.101,0.154,-173.8,23.4,-20.4,20.9,
7 Jul 2013 6:00 AM,0.101,0.154,-176.2,23.0,-20.5,20.7,
7 Jul 2013 7:00 AM,0.101,0.153,-177.5,22.7,-20.6,20.5,
7 Jul 2013 8:00 AM,0.101,0.152,-178.7,22.3,-20.8,20.3,
7 Jul 2013 9:00 AM,0.100,0.152,-180.0,22.0,-20.9,20.1,
7 Jul 2013 10:00 AM,0.100,0.152,-180.7,21.8,-21.1,19.9,
7 Jul 2013 11:00 AM,0.100,0.151,-182.7,21.9,-21.3,19.8,
7 Jul 2013 12:00 PM,0.100,0.151,-188.7,22.1,-21.8,19.8,
7 Jul 2013 1:00 PM,0.100,0.149,-193.6,22.5,-22.2,20.0,
7 Jul 2013 2:00 PM,0.100,0.148,-195.4,23.3,-22.7,20.3,
7 Jul 2013 3:00 PM,0.100,0.147,-192.5,24.7,-23.3,20.5,
7 Jul 2013 4:00 PM,0.100,0.145,-187.2,26.2,-23.8,20.7,
7 Jul 2013 5:00 PM,0.100,0.145,-189.3,27.1,-24.4,21.0,
7 Jul 2013 6:00 PM,0.100,0.144,-195.0,27.4,-25.0,21.4,
7 Jul 2013 7:00 PM,0.100,0.143,-205.8,27.4,-25.7,21.7,
7 Jul 2013 8:00 PM,0.100,0.142,-216.8,27.3,-26.2,22.0,
7 Jul 2013 9:00 PM,0.100,0.142,-231.0,27.1,-26.8,22.1,
7 Jul 2013 10:00 PM,0.100,0.142,-242.3,26.8,-27.3,22.1,
7 Jul 2013 11:00 PM,0.099,0.142,-257.2,26.5,-27.7,22.1,
8 Jul 2013 12:00 AM,0.099,0.141,-269.8,26.1,-28.0,21.9,
8 Jul 2013 1:00 AM,0.099,0.140,-285.0,25.7,-28.3,21.8,
8 Jul 2013 2:00 AM,0.098,0.140,-298.8,25.3,-28.6,21.6,
8 Jul 2013 3:00 AM,0.098,0.140,-314.9,25.0,-28.8,21.4,
8 Jul 2013 4:00 AM,0.098,0.140,-330.5,24.6,-29.1,21.2,
8 Jul 2013 5:00 AM,0.097,0.140,-339.3,24.3,-29.3,21.1,
8 Jul 2013 6:00 AM,0.096,0.140,-354.8,23.9,-29.6,20.9,
8 Jul 2013 7:00 AM,0.096,0.140,-373.7,23.5,-29.7,20.7,
8 Jul 2013 8:00 AM,0.096,0.140,-386.3,23.2,-30.0,20.5,
8 Jul 2013 9:00 AM,0.096,0.139,-403.6,22.9,-30.2,20.3,
8 Jul 2013 10:00 AM,0.096,0.139,-416.9,22.7,-30.5,20.1,
8 Jul 2013 11:00 AM,0.096,0.139,-421.7,22.7,-30.9,20.1,
8 Jul 2013 12:00 PM,0.096,0.137,-428.7,22.9,-31.5,20.1,
8 Jul 2013 1:00 PM,0.095,0.137,-430.9,23.2,-32.1,20.3,
8 Jul 2013 2:00 PM,0.095,0.135,-425.0,23.9,-32.8,20.5,
8 Jul 2013 3:00 PM,0.094,0.134,-406.6,24.8,-33.6,20.7,
8 Jul 2013 4:00 PM,0.094,0.134,-385.2,25.8,-34.5,20.9,
8 Jul 2013 5:00 PM,0.094,0.134,-381.9,26.4,-35.5,21.1,
8 Jul 2013 6:00 PM,0.094,0.133,-385.0,26.7,-36.5,21.4,
8 Jul 2013 7:00 PM,0.094,0.132,-395.4,26.8,-37.4,21.7,
8 Jul 2013 8:00 PM,0.094,0.132,-412.6,26.7,-38.4,22.0,
8 Jul 2013 9:00 PM,0.094,0.132,-429.6,26.6,-39.2,22.0,
8 Jul 2013 10:00 PM,0.094,0.132,-445.5,26.4,-40.0,22.0,
8 Jul 2013 11:00 PM,0.094,0.132,-473.3,26.0,-40.5,22.0,
9 Jul 2013 12:00 AM,0.094,0.132,-497.1,25.7,-41.2,21.8,
9 Jul 2013 1:00 AM,0.093,0.131,-512.3,25.4,-41.5,21.7,
9 Jul 2013 2:00 AM,0.093,0.131,-541.2,25.1,-42.0,21.6,
9 Jul 2013 3:00 AM,0.093,0.130,-557.3,24.8,-42.4,21.4,
9 Jul 2013 4:00 AM,0.093,0.130,-571.0,24.5,-42.9,21.3,
9 Jul 2013 5:00 AM,0.093,0.130,-587.1,24.2,-43.2,21.1,
9 Jul 2013 6:00 AM,0.093,0.130,-615.2,23.9,-43.5,20.9,
9 Jul 2013 7:00 AM,0.093,0.130,-635.7,23.6,-43.9,20.8,
9 Jul 2013 8:00 AM,0.092,0.130,-648.4,23.3,-44.2,20.6,
9 Jul 2013 9:00 AM,0.092,0.130,-672.2,23.1,-44.5,20.5,
9 Jul 2013 10:00 AM,0.092,0.129,-693.5,22.9,-44.9,20.4,
9 Jul 2013 11:00 AM,0.091,0.128,-707.5,22.9,-45.4,20.3,
9 Jul 2013 12:00 PM,0.091,0.128,-710.6,23.0,-46.1,20.3,
9 Jul 2013 1:00 PM,0.091,0.128,-710.8,23.3,-47.0,20.5,
9 Jul 2013 2:00 PM,0.091,0.127,-693.8,23.9,-47.9,20.7,
9 Jul 2013 3:00 PM,0.091,0.127,-683.3,24.3,-49.0,20.9,
9 Jul 2013 4:00 PM,0.091,0.127,-660.6,24.9,-50.2,21.0,
9 Jul 2013 5:00 PM,0.091,0.126,-648.8,25.4,-51.4,21.3,
9 Jul 2013 6:00 PM,0.090,0.125,-641.4,25.7,-52.7,21.5,
9 Jul 2013 7:00 PM,0.090,0.125,-646.1,25.8,-54.0,21.8,
