Measurement Time,m³/m³ VWC,Potential kPa,Potential kPa,m³/m³ VWC,None
9/14/2011 10:00 PM,0.12,-540,-276,0.143,
9/14/2011 10:30 PM,0.12,-540,-281,0.143,
9/14/2011 11:00 PM,0.12,-546,-284,0.142,
9/14/2011 11:30 PM,0.12,-546,-281,0.143,
9/15/2011 12:00 AM,0.12,-546,-284,0.142,
9/15/2011 12:30 AM,0.12,-546,-284,0.142,
9/15/2011 1:00 AM,0.12,-546,-284,0.142,
9/15/2011 1:30 AM,0.119,-546,-284,0.142,
9/15/2011 2:00 AM,0.119,-546,-284,0.142,
9/15/2011 2:30 AM,0.119,-546,-287,0.142,
9/15/2011 3:00 AM,0.118,-540,-284,0.142,
9/15/2011 3:30 AM,0.118,-540,-287,0.141,
9/15/2011 4:00 AM,0.118,-540,-287,0.141,
9/15/2011 4:30 AM,0.118,-535,-287,0.141,
9/15/2011 5:00 AM,0.118,-535,-290,0.141,
9/15/2011 5:30 AM,0.118,-540,-290,0.141,
9/15/2011 6:00 AM,0.118,-535,-290,0.14,
9/15/2011 6:30 AM,0.118,-535,-290,0.14,
9/15/2011 7:00 AM,0.118,-540,-290,0.14,
9/15/2011 7:30 AM,0.117,-540,-292,0.14,
9/15/2011 8:00 AM,0.117,-540,-292,0.14,
9/15/2011 8:30 AM,0.117,-540,-292,0.14,
9/15/2011 9:00 AM,0.118,-546,-290,0.14,
9/15/2011 9:30 AM,0.117,-540,-292,0.14,
9/15/2011 10:00 AM,0.117,-540,-292,0.14,
9/15/2011 10:30 AM,0.117,-540,-295,0.14,
9/15/2011 11:00 AM,0.117,-535,-298,0.14,
9/15/2011 11:30 AM,0.117,-540,-298,0.14,
9/15/2011 12:00 PM,0.117,-540,-295,0.14,
9/15/2011 12:30 PM,0.117,-535,-298,0.14,
9/15/2011 1:00 PM,0.117,-540,-298,0.14,
9/15/2011 1:30 PM,0.117,-540,-295,0.14,
9/15/2011 2:00 PM,0.117,-529,-298,0.14,
9/15/2011 2:30 PM,0.117,-529,-292,0.141,
9/15/2011 3:00 PM,0.117,-529,-292,0.142,
9/15/2011 3:30 PM,0.117,-524,-292,0.142,
9/15/2011 4:00 PM,0.118,-529,-290,0.142,
9/15/2011 4:30 PM,0.118,-524,-284,0.142,
9/15/2011 5:00 PM,0.118,-524,-279,0.143,
9/15/2011 5:30 PM,0.118,-524,-276,0.143,
9/15/2011 6:00 PM,0.118,-524,-281,0.144,
9/15/2011 6:30 PM,0.119,-529,-279,0.144,
9/15/2011 7:00 PM,0.118,-524,-276,0.144,
9/15/2011 7:30 PM,0.119,-529,-281,0.144,
9/15/2011 8:00 PM,0.119,-524,-284,0.144,
9/15/2011 8:30 PM,0.119,-529,-287,0.144,
9/15/2011 9:00 PM,0.118,-529,-284,0.144,
9/15/2011 9:30 PM,0.119,-529,-284,0.143,
9/15/2011 10:00 PM,0.119,-529,-287,0.143,
9/15/2011 10:30 PM,0.118,-529,-290,0.143,
9/15/2011 11:00 PM,0.118,-524,-292,0.142,
9/15/2011 11:30 PM,0.118,-513,-295,0.142,
9/16/2011 12:00 AM,0.118,-513,-298,0.142,
9/16/2011 12:30 AM,0.118,-513,-298,0.142,
9/16/2011 1:00 AM,0.117,-513,-301,0.142,
9/16/2011 1:30 AM,0.118,-513,-301,0.142,
9/16/2011 2:00 AM,0.117,-513,-298,0.142,
9/16/2011 2:30 AM,0.117,-513,-304,0.142,
9/16/2011 3:00 AM,0.117,-513,-307,0.142,
9/16/2011 3:30 AM,0.117,-513,-304,0.142,
9/16/2011 4:00 AM,0.117,-518,-304,0.142,
9/16/2011 4:30 AM,0.117,-513,-310,0.141,
9/16/2011 5:00 AM,0.117,-518,-310,0.141,
9/16/2011 5:30 AM,0.117,-518,-307,0.142,
9/16/2011 6:00 AM,0.116,-524,-310,0.141,
9/16/2011 6:30 AM,0.116,-518,-310,0.141,
9/16/2011 7:00 AM,0.116,-524,-313,0.141,
9/16/2011 7:30 AM,0.115,-524,-316,0.141,
9/16/2011 8:00 AM,0.116,-529,-316,0.141,
9/16/2011 8:30 AM,0.115,-535,-316,0.141,
9/16/2011 9:00 AM,0.115,-535,-316,0.141,
9/16/2011 9:30 AM,0.115,-535,-319,0.141,
9/16/2011 10:00 AM,0.115,-535,-319,0.14,
9/16/2011 10:30 AM,0.115,-540,-319,0.14,
9/16/2011 11:00 AM,0.115,-540,-316,0.14,
9/16/2011 11:30 AM,0.115,-540,-316,0.14,
9/16/2011 12:00 PM,0.115,-535,-316,0.141,
9/16/2011 12:30 PM,0.115,-535,-316,0.141,
9/16/2011 1:00 PM,0.115,-535,-313,0.141,
9/16/2011 1:30 PM,0.115,-529,-310,0.141,
9/16/2011 2:00 PM,0.115,-529,-307,0.141,
9/16/2011 2:30 PM,0.115,-529,-304,0.142,
9/16/2011 3:00 PM,0.115,-524,-298,0.143,
9/16/2011 3:30 PM,0.116,-524,-295,0.144,
9/16/2011 4:00 PM,0.116,-518,-292,0.144,
9/16/2011 4:30 PM,0.116,-518,-290,0.145,
9/16/2011 5:00 PM,0.116,-518,-290,0.145,
9/16/2011 5:30 PM,0.117,-518,-287,0.145,
9/16/2011 6:00 PM,0.117,-518,-287,0.145,
9/16/2011 6:30 PM,0.117,-518,-287,0.145,
9/16/2011 7:00 PM,0.117,-518,-287,0.145,
9/16/2011 7:30 PM,0.117,-518,-287,0.145,
9/16/2011 8:00 PM,0.117,-524,-290,0.145,
9/16/2011 8:30 PM,0.117,-518,-290,0.145,
9/16/2011 9:00 PM,0.117,-518,-290,0.145,
9/16/2011 9:30 PM,0.117,-524,-290,0.145,
9/16/2011 10:00 PM,0.117,-524,-292,0.145,
9/16/2011 10:30 PM,0.117,-518,-292,0.145,
9/16/2011 11:00 PM,0.117,-524,-295,0.145,
9/16/2011 11:30 PM,0.117,-524,-295,0.145,
9/17/2011 12:00 AM,0.117,-524,-295,0.145,
9/17/2011 12:30 AM,0.117,-524,-298,0.145,
9/17/2011 1:00 AM,0.117,-524,-298,0.145,
9/17/2011 1:30 AM,0.117,-529,-301,0.145,
9/17/2011 2:00 AM,0.117,-524,-301,0.144,
9/17/2011 2:30 AM,0.117,-529,-301,0.144,
9/17/2011 3:00 AM,0.117,-529,-304,0.144,
9/17/2011 3:30 AM,0.117,-529,-304,0.144,
9/17/2011 4:00 AM,0.117,-529,-304,0.144,
9/17/2011 4:30 AM,0.116,-529,-304,0.143,
9/17/2011 5:00 AM,0.116,-535,-307,0.143,
9/17/2011 5:30 AM,0.116,-535,-307,0.143,
9/17/2011 6:00 AM,0.116,-540,-310,0.143,
9/17/2011 6:30 AM,0.116,-540,-310,0.142,
9/17/2011 7:00 AM,0.115,-535,-310,0.142,
9/17/2011 7:30 AM,0.115,-540,-307,0.142,
9/17/2011 8:00 AM,0.116,-546,-313,0.142,
9/17/2011 8:30 AM,0.115,-546,-313,0.142,
9/17/2011 9:00 AM,0.115,-546,-313,0.142,
9/17/2011 9:30 AM,0.115,-552,-313,0.142,
9/17/2011 10:00 AM,0.115,-546,-316,0.142,
9/17/2011 10:30 AM,0.115,-546,-313,0.142,
9/17/2011 11:00 AM,0.115,-546,-316,0.142,
9/17/2011 11:30 AM,0.115,-546,-313,0.142,
9/17/2011 12:00 PM,0.115,-546,-310,0.142,
9/17/2011 12:30 PM,0.115,-540,-307,0.142,
9/17/2011 1:00 PM,0.115,-535,-304,0.142,
9/17/2011 1:30 PM,0.115,-535,-301,0.142,
9/17/2011 2:00 PM,0.116,-535,-298,0.143,
9/17/2011 2:30 PM,0.116,-535,-295,0.144,
9/17/2011 3:00 PM,0.116,-529,-292,0.144,
9/17/2011 3:30 PM,0.117,-529,-287,0.145,
9/17/2011 4:00 PM,0.117,-524,-284,0.145,
9/17/2011 4:30 PM,0.117,-518,-281,0.145,
9/17/2011 5:00 PM,0.117,-524,-279,0.146,
9/17/2011 5:30 PM,0.117,-524,-279,0.147,
9/17/2011 6:00 PM,0.117,-518,-276,0.147,
9/17/2011 6:30 PM,0.117,-518,-276,0.147,
9/17/2011 7:00 PM,0.118,-518,-276,0.147,
9/17/2011 7:30 PM,0.118,-518,-276,0.147,
9/17/2011 8:00 PM,0.118,-524,-276,0.147,
9/17/2011 8:30 PM,0.118,-524,-279,0.146,
9/17/2011 9:00 PM,0.118,-518,-281,0.146,
9/17/2011 9:30 PM,0.118,-518,-281,0.146,
9/17/2011 10:00 PM,0.118,-524,-284,0.145,
9/17/2011 10:30 PM,0.118,-518,-284,0.145,
9/17/2011 11:00 PM,0.118,-524,-284,0.145,
9/17/2011 11:30 PM,0.118,-524,-287,0.145,
9/18/2011 12:00 AM,0.118,-524,-290,0.145,
9/18/2011 12:30 AM,0.117,-529,-290,0.145,
9/18/2011 1:00 AM,0.117,-529,-290,0.145,
9/18/2011 1:30 AM,0.117,-535,-292,0.145,
9/18/2011 2:00 AM,0.117,-535,-295,0.145,
9/18/2011 2:30 AM,0.117,-529,-295,0.145,
9/18/2011 3:00 AM,0.117,-535,-295,0.145,
9/18/2011 3:30 AM,0.117,-535,-298,0.144,
9/18/2011 4:00 AM,0.117,-540,-298,0.144,
9/18/2011 4:30 AM,0.117,-540,-301,0.144,
9/18/2011 5:00 AM,0.116,-546,-301,0.144,
9/18/2011 5:30 AM,0.117,-546,-301,0.144,
9/18/2011 6:00 AM,0.117,-546,-304,0.143,
9/18/2011 6:30 AM,0.116,-546,-304,0.143,
9/18/2011 7:00 AM,0.116,-552,-307,0.143,
9/18/2011 7:30 AM,0.116,-552,-304,0.143,
9/18/2011 8:00 AM,0.115,-552,-307,0.142,
9/18/2011 8:30 AM,0.115,-552,-307,0.142,
9/18/2011 9:00 AM,0.115,-552,-310,0.142,
9/18/2011 9:30 AM,0.115,-552,-307,0.142,
9/18/2011 10:00 AM,0.115,-558,-310,0.142,
9/18/2011 10:30 AM,0.115,-552,-307,0.142,
9/18/2011 11:00 AM,0.115,-552,-307,0.142,
9/18/2011 11:30 AM,0.115,-552,-307,0.142,
9/18/2011 12:00 PM,0.115,-546,-304,0.142,
9/18/2011 12:30 PM,0.115,-552,-304,0.142,
9/18/2011 1:00 PM,0.115,-546,-298,0.142,
9/18/2011 1:30 PM,0.115,-546,-298,0.143,
9/18/2011 2:00 PM,0.115,-540,-295,0.143,
9/18/2011 2:30 PM,0.116,-535,-292,0.144,
9/18/2011 3:00 PM,0.116,-529,-287,0.145,
9/18/2011 3:30 PM,0.117,-524,-284,0.145,
9/18/2011 4:00 PM,0.117,-518,-284,0.145,
9/18/2011 4:30 PM,0.117,-518,-281,0.145,
9/18/2011 5:00 PM,0.117,-518,-279,0.145,
9/18/2011 5:30 PM,0.117,-513,-279,0.146,
9/18/2011 6:00 PM,0.117,-513,-276,0.146,
9/18/2011 6:30 PM,0.117,-513,-276,0.147,
9/18/2011 7:00 PM,0.118,-513,-276,0.147,
9/18/2011 7:30 PM,0.118,-513,-276,0.147,
9/18/2011 8:00 PM,0.118,-518,-279,0.147,
9/18/2011 8:30 PM,0.118,-518,-279,0.147,
9/18/2011 9:00 PM,0.118,-518,-281,0.146,
9/18/2011 9:30 PM,0.118,-524,-281,0.146,
9/18/2011 10:00 PM,0.118,-524,-281,0.145,
9/18/2011 10:30 PM,0.118,-524,-284,0.145,
9/18/2011 11:00 PM,0.118,-529,-281,0.145,
9/18/2011 11:30 PM,0.118,-529,-287,0.145,
9/19/2011 12:00 AM,0.117,-529,-287,0.145,
9/19/2011 12:30 AM,0.118,-529,-290,0.145,
9/19/2011 1:00 AM,0.117,-535,-287,0.145,
9/19/2011 1:30 AM,0.117,-535,-292,0.145,
9/19/2011 2:00 AM,0.117,-540,-295,0.145,
9/19/2011 2:30 AM,0.117,-540,-295,0.145,
9/19/2011 3:00 AM,0.117,-552,-295,0.144,
9/19/2011 3:30 AM,0.117,-552,-295,0.144,
9/19/2011 4:00 AM,0.117,-552,-301,0.144,
9/19/2011 4:30 AM,0.117,-552,-298,0.144,
9/19/2011 5:00 AM,0.117,-558,-301,0.144,
9/19/2011 5:30 AM,0.117,-552,-301,0.144,
9/19/2011 6:00 AM,0.117,-558,-301,0.144,
9/19/2011 6:30 AM,0.116,-558,-298,0.143,
9/19/2011 7:00 AM,0.116,-558,-304,0.143,
9/19/2011 7:30 AM,0.116,-558,-304,0.143,
9/19/2011 8:00 AM,0.115,-563,-304,0.142,
9/19/2011 8:30 AM,0.115,-558,-307,0.142,
9/19/2011 9:00 AM,0.115,-563,-307,0.142,
9/19/2011 9:30 AM,0.115,-563,-307,0.142,
9/19/2011 10:00 AM,0.115,-563,-307,0.142,
9/19/2011 10:30 AM,0.115,-563,-307,0.142,
9/19/2011 11:00 AM,0.115,-558,-307,0.142,
9/19/2011 11:30 AM,0.115,-558,-304,0.142,
9/19/2011 12:00 PM,0.115,-558,-304,0.142,
9/19/2011 12:30 PM,0.115,-558,-301,0.142,
9/19/2011 1:00 PM,0.115,-558,-298,0.142,
9/19/2011 1:30 PM,0.115,-552,-295,0.142,
9/19/2011 2:00 PM,0.115,-552,-290,0.142,
9/19/2011 2:30 PM,0.116,-546,-287,0.143,
9/19/2011 3:00 PM,0.116,-540,-284,0.144,
9/19/2011 3:30 PM,0.117,-540,-284,0.145,
9/19/2011 4:00 PM,0.117,-529,-281,0.145,
9/19/2011 4:30 PM,0.117,-524,-276,0.145,
9/19/2011 5:00 PM,0.117,-524,-279,0.145,
9/19/2011 5:30 PM,0.117,-524,-273,0.145,
9/19/2011 6:00 PM,0.117,-524,-276,0.145,
9/19/2011 6:30 PM,0.117,-518,-268,0.145,
9/19/2011 7:00 PM,0.117,-518,-273,0.145,
9/19/2011 7:30 PM,0.117,-518,-279,0.145,
9/19/2011 8:00 PM,0.118,-518,-281,0.145,
9/19/2011 8:30 PM,0.118,-524,-281,0.145,
9/19/2011 9:00 PM,0.118,-524,-281,0.145,
9/19/2011 9:30 PM,0.118,-524,-284,0.145,
9/19/2011 10:00 PM,0.117,-529,-287,0.145,
9/19/2011 10:30 PM,0.118,-524,-287,0.145,
9/19/2011 11:00 PM,0.118,-529,-287,0.145,
9/19/2011 11:30 PM,0.118,-529,-290,0.145,
9/20/2011 12:00 AM,0.117,-535,-290,0.145,
9/20/2011 12:30 AM,0.117,-535,-290,0.144,
9/20/2011 1:00 AM,0.117,-535,-290,0.144,
9/20/2011 1:30 AM,0.117,-540,-292,0.144,
9/20/2011 2:00 AM,0.117,-546,-292,0.144,
9/20/2011 2:30 AM,0.117,-540,-295,0.144,
9/20/2011 3:00 AM,0.117,-546,-298,0.143,
9/20/2011 3:30 AM,0.117,-546,-295,0.143,
9/20/2011 4:00 AM,0.117,-546,-298,0.143,
9/20/2011 4:30 AM,0.117,-546,-298,0.143,
9/20/2011 5:00 AM,0.117,-552,-298,0.142,
9/20/2011 5:30 AM,0.117,-552,-301,0.143,
9/20/2011 6:00 AM,0.117,-552,-301,0.142,
9/20/2011 6:30 AM,0.117,-552,-301,0.142,
9/20/2011 7:00 AM,0.116,-552,-301,0.142,
9/20/2011 7:30 AM,0.116,-552,-304,0.142,
9/20/2011 8:00 AM,0.116,-558,-304,0.142,
9/20/2011 8:30 AM,0.115,-558,-304,0.142,
9/20/2011 9:00 AM,0.115,-558,-307,0.142,
9/20/2011 9:30 AM,0.115,-558,-307,0.141,
9/20/2011 10:00 AM,0.115,-558,-307,0.141,
9/20/2011 10:30 AM,0.115,-558,-307,0.141,
9/20/2011 11:00 AM,0.115,-552,-304,0.141,
9/20/2011 11:30 AM,0.115,-552,-304,0.141,
9/20/2011 12:00 PM,0.115,-552,-304,0.142,
9/20/2011 12:30 PM,0.115,-546,-301,0.142,
9/20/2011 1:00 PM,0.115,-546,-298,0.142,
9/20/2011 1:30 PM,0.115,-546,-292,0.142,
9/20/2011 2:00 PM,0.115,-546,-290,0.142,
9/20/2011 2:30 PM,0.116,-540,-287,0.142,
9/20/2011 3:00 PM,0.116,-540,-290,0.142,
9/20/2011 3:30 PM,0.117,-546,-287,0.142,
9/20/2011 4:00 PM,0.117,-535,-292,0.142,
9/20/2011 4:30 PM,0.117,-529,-287,0.142,
9/20/2011 5:00 PM,0.117,-529,-287,0.142,
9/20/2011 5:30 PM,0.117,-518,-287,0.143,
9/20/2011 6:00 PM,0.117,-524,-287,0.143,
9/20/2011 6:30 PM,0.117,-524,-287,0.143,
9/20/2011 7:00 PM,0.117,-518,-287,0.144,
9/20/2011 7:30 PM,0.117,-524,-284,0.144,
9/20/2011 8:00 PM,0.118,-524,-287,0.144,
9/20/2011 8:30 PM,0.118,-529,-287,0.144,
9/20/2011 9:00 PM,0.118,-524,-290,0.143,
9/20/2011 9:30 PM,0.118,-529,-287,0.143,
9/20/2011 10:00 PM,0.118,-535,-287,0.143,
9/20/2011 10:30 PM,0.118,-535,-290,0.143,
9/20/2011 11:00 PM,0.118,-540,-292,0.142,
9/20/2011 11:30 PM,0.118,-540,-292,0.142,
9/21/2011 12:00 AM,0.117,-546,-292,0.142,
9/21/2011 12:30 AM,0.117,-540,-295,0.142,
9/21/2011 1:00 AM,0.117,-546,-298,0.142,
9/21/2011 1:30 AM,0.117,-546,-298,0.142,
9/21/2011 2:00 AM,0.117,-546,-298,0.142,
9/21/2011 2:30 AM,0.117,-546,-298,0.142,
9/21/2011 3:00 AM,0.117,-552,-301,0.142,
9/21/2011 3:30 AM,0.117,-552,-301,0.141,
9/21/2011 4:00 AM,0.117,-558,-301,0.142,
9/21/2011 4:30 AM,0.117,-558,-301,0.141,
9/21/2011 5:00 AM,0.116,-558,-304,0.141,
9/21/2011 5:30 AM,0.117,-558,-307,0.141,
9/21/2011 6:00 AM,0.117,-558,-304,0.14,
9/21/2011 6:30 AM,0.116,-563,-307,0.14,
9/21/2011 7:00 AM,0.116,-563,-307,0.14,
9/21/2011 7:30 AM,0.116,-563,-310,0.14,
9/21/2011 8:00 AM,0.115,-563,-310,0.14,
9/21/2011 8:30 AM,0.115,-563,-307,0.14,
9/21/2011 9:00 AM,0.115,-563,-307,0.14,
9/21/2011 9:30 AM,0.115,-563,-310,0.14,
9/21/2011 10:00 AM,0.115,-563,-310,0.14,
9/21/2011 10:30 AM,0.115,-563,-307,0.14,
9/21/2011 11:00 AM,0.115,-563,-307,0.14,
9/21/2011 11:30 AM,0.115,-563,-307,0.14,
9/21/2011 12:00 PM,0.115,-558,-307,0.14,
9/21/2011 12:30 PM,0.115,-558,-301,0.14,
9/21/2011 1:00 PM,0.115,-552,-298,0.14,
9/21/2011 1:30 PM,0.115,-552,-298,0.14,
9/21/2011 2:00 PM,0.116,-552,-292,0.14,
9/21/2011 2:30 PM,0.116,-546,-295,0.14,
9/21/2011 3:00 PM,0.116,-546,-290,0.141,
9/21/2011 3:30 PM,0.117,-546,-290,0.141,
9/21/2011 4:00 PM,0.116,-558,-292,0.141,
9/21/2011 4:30 PM,0.117,-552,-290,0.142,
9/21/2011 5:00 PM,0.117,-552,-290,0.142,
9/21/2011 5:30 PM,0.117,-546,-290,0.141,
9/21/2011 6:00 PM,0.117,-552,-290,0.141,
9/21/2011 6:30 PM,0.117,-546,-292,0.142,
9/21/2011 7:00 PM,0.117,-546,-292,0.142,
9/21/2011 7:30 PM,0.117,-540,-292,0.142,
9/21/2011 8:00 PM,0.117,-546,-292,0.142,
9/21/2011 8:30 PM,0.117,-546,-292,0.142,
9/21/2011 9:00 PM,0.117,-546,-292,0.142,
9/21/2011 9:30 PM,0.117,-546,-295,0.142,
9/21/2011 10:00 PM,0.117,-546,-295,0.142,
9/21/2011 10:30 PM,0.117,-546,-295,0.141,
9/21/2011 11:00 PM,0.117,-552,-298,0.141,
9/21/2011 11:30 PM,0.117,-552,-298,0.141,
9/22/2011 12:00 AM,0.117,-558,-301,0.141,
9/22/2011 12:30 AM,0.117,-558,-301,0.141,
9/22/2011 1:00 AM,0.117,-558,-301,0.141,
9/22/2011 1:30 AM,0.117,-558,-304,0.141,
9/22/2011 2:00 AM,0.116,-558,-304,0.14,
9/22/2011 2:30 AM,0.116,-563,-304,0.14,
9/22/2011 3:00 AM,0.116,-558,-307,0.14,
9/22/2011 3:30 AM,0.116,-563,-307,0.14,
9/22/2011 4:00 AM,0.115,-563,-307,0.14,
9/22/2011 4:30 AM,0.115,-563,-310,0.14,
9/22/2011 5:00 AM,0.115,-563,-310,0.14,
9/22/2011 5:30 AM,0.115,-569,-310,0.139,
9/22/2011 6:00 AM,0.115,-569,-313,0.139,
9/22/2011 6:30 AM,0.115,-569,-310,0.139,
9/22/2011 7:00 AM,0.115,-569,-313,0.139,
9/22/2011 7:30 AM,0.115,-575,-316,0.139,
9/22/2011 8:00 AM,0.115,-575,-313,0.139,
9/22/2011 8:30 AM,0.114,-575,-313,0.139,
9/22/2011 9:00 AM,0.114,-575,-316,0.139,
9/22/2011 9:30 AM,0.115,-569,-316,0.139,
9/22/2011 10:00 AM,0.114,-575,-319,0.139,
9/22/2011 10:30 AM,0.114,-569,-316,0.139,
9/22/2011 11:00 AM,0.114,-569,-316,0.139,
9/22/2011 11:30 AM,0.114,-569,-313,0.139,
9/22/2011 12:00 PM,0.115,-563,-313,0.139,
9/22/2011 12:30 PM,0.115,-563,-310,0.139,
9/22/2011 1:00 PM,0.115,-563,-310,0.139,
9/22/2011 1:30 PM,0.115,-558,-310,0.139,
9/22/2011 2:00 PM,0.115,-558,-310,0.139,
9/22/2011 2:30 PM,0.115,-558,-307,0.14,
9/22/2011 3:00 PM,0.115,-558,-307,0.14,
9/22/2011 3:30 PM,0.115,-552,-307,0.14,
9/22/2011 4:00 PM,0.115,-552,-307,0.14,
9/22/2011 4:30 PM,0.115,-552,-307,0.14,
9/22/2011 5:00 PM,0.115,-546,-310,0.14,
9/22/2011 5:30 PM,0.115,-546,-304,0.14,
9/22/2011 6:00 PM,0.115,-540,-304,0.141,
9/22/2011 6:30 PM,0.115,-546,-304,0.141,
9/22/2011 7:00 PM,0.116,-540,-304,0.14,
9/22/2011 7:30 PM,0.116,-540,-301,0.141,
9/22/2011 8:00 PM,0.117,-540,-304,0.141,
9/22/2011 8:30 PM,0.117,-546,-304,0.141,
9/22/2011 9:00 PM,0.116,-546,-304,0.14,
9/22/2011 9:30 PM,0.117,-546,-304,0.14,
9/22/2011 10:00 PM,0.117,-552,-307,0.14,
9/22/2011 10:30 PM,0.117,-552,-307,0.14,
9/22/2011 11:00 PM,0.117,-558,-304,0.14,
9/22/2011 11:30 PM,0.116,-558,-307,0.14,
9/23/2011 12:00 AM,0.116,-558,-307,0.14,
9/23/2011 12:30 AM,0.116,-558,-313,0.14,
9/23/2011 1:00 AM,0.116,-563,-310,0.14,
9/23/2011 1:30 AM,0.115,-563,-310,0.139,
9/23/2011 2:00 AM,0.115,-563,-310,0.139,
9/23/2011 2:30 AM,0.115,-563,-313,0.139,
9/23/2011 3:00 AM,0.115,-569,-316,0.139,
9/23/2011 3:30 AM,0.115,-569,-316,0.139,
9/23/2011 4:00 AM,0.115,-575,-316,0.139,
9/23/2011 4:30 AM,0.115,-575,-316,0.139,
9/23/2011 5:00 AM,0.115,-575,-319,0.139,
9/23/2011 5:30 AM,0.115,-582,-319,0.139,
9/23/2011 6:00 AM,0.115,-582,-319,0.138,
9/23/2011 6:30 AM,0.114,-582,-319,0.138,
9/23/2011 7:00 AM,0.114,-582,-322,0.138,
9/23/2011 7:30 AM,0.114,-588,-319,0.138,
9/23/2011 8:00 AM,0.114,-582,-325,0.138,
9/23/2011 8:30 AM,0.114,-588,-322,0.138,
9/23/2011 9:00 AM,0.113,-588,-322,0.137,
9/23/2011 9:30 AM,0.113,-588,-325,0.137,
9/23/2011 10:00 AM,0.113,-588,-322,0.137,
9/23/2011 10:30 AM,0.113,-588,-322,0.137,
9/23/2011 11:00 AM,0.113,-588,-322,0.137,
9/23/2011 11:30 AM,0.113,-588,-319,0.137,
9/23/2011 12:00 PM,0.113,-582,-316,0.137,
9/23/2011 12:30 PM,0.113,-575,-313,0.137,
9/23/2011 1:00 PM,0.113,-569,-310,0.138,
9/23/2011 1:30 PM,0.113,-569,-310,0.138,
9/23/2011 2:00 PM,0.114,-575,-304,0.138,
9/23/2011 2:30 PM,0.114,-569,-298,0.139,
9/23/2011 3:00 PM,0.114,-563,-295,0.139,
9/23/2011 3:30 PM,0.114,-558,-290,0.14,
9/23/2011 4:00 PM,0.115,-552,-287,0.141,
9/23/2011 4:30 PM,0.115,-552,-287,0.141,
9/23/2011 5:00 PM,0.115,-546,-284,0.142,
9/23/2011 5:30 PM,0.115,-546,-281,0.142,
9/23/2011 6:00 PM,0.115,-540,-281,0.142,
9/23/2011 6:30 PM,0.115,-535,-276,0.143,
9/23/2011 7:00 PM,0.115,-540,-279,0.142,
9/23/2011 7:30 PM,0.116,-546,-279,0.142,
9/23/2011 8:00 PM,0.116,-546,-279,0.142,
9/23/2011 8:30 PM,0.116,-546,-281,0.142,
9/23/2011 9:00 PM,0.117,-546,-284,0.142,
9/23/2011 9:30 PM,0.117,-546,-284,0.142,
9/23/2011 10:00 PM,0.117,-558,-287,0.142,
9/23/2011 10:30 PM,0.117,-552,-287,0.142,
9/23/2011 11:00 PM,0.117,-558,-290,0.142,
9/23/2011 11:30 PM,0.117,-558,-292,0.141,
9/24/2011 12:00 AM,0.117,-563,-290,0.141,
9/24/2011 12:30 AM,0.116,-563,-292,0.141,
9/24/2011 1:00 AM,0.116,-569,-295,0.141,
9/24/2011 1:30 AM,0.116,-563,-295,0.14,
9/24/2011 2:00 AM,0.115,-569,-298,0.14,
9/24/2011 2:30 AM,0.115,-569,-298,0.14,
9/24/2011 3:00 AM,0.115,-575,-298,0.14,
9/24/2011 3:30 AM,0.115,-575,-301,0.139,
9/24/2011 4:00 AM,0.115,-575,-301,0.139,
9/24/2011 4:30 AM,0.115,-575,-304,0.139,
9/24/2011 5:00 AM,0.115,-582,-307,0.139,
9/24/2011 5:30 AM,0.115,-582,-304,0.139,
9/24/2011 6:00 AM,0.115,-582,-304,0.139,
9/24/2011 6:30 AM,0.114,-588,-307,0.139,
9/24/2011 7:00 AM,0.114,-588,-310,0.139,
9/24/2011 7:30 AM,0.114,-594,-310,0.138,
9/24/2011 8:00 AM,0.114,-588,-307,0.138,
9/24/2011 8:30 AM,0.114,-588,-313,0.138,
9/24/2011 9:00 AM,0.114,-588,-316,0.138,
9/24/2011 9:30 AM,0.113,-588,-313,0.138,
9/24/2011 10:00 AM,0.113,-588,-313,0.137,
9/24/2011 10:30 AM,0.113,-588,-313,0.137,
9/24/2011 11:00 AM,0.113,-582,-313,0.137,
9/24/2011 11:30 AM,0.113,-582,-307,0.137,
9/24/2011 12:00 PM,0.113,-575,-307,0.138,
9/24/2011 12:30 PM,0.113,-569,-307,0.138,
9/24/2011 1:00 PM,0.113,-569,-301,0.138,
9/24/2011 1:30 PM,0.114,-569,-298,0.138,
9/24/2011 2:00 PM,0.114,-569,-292,0.139,
9/24/2011 2:30 PM,0.114,-563,-290,0.139,
9/24/2011 3:00 PM,0.114,-563,-287,0.14,
9/24/2011 3:30 PM,0.114,-558,-281,0.14,
9/24/2011 4:00 PM,0.115,-552,-281,0.141,
9/24/2011 4:30 PM,0.115,-546,-279,0.142,
9/24/2011 5:00 PM,0.115,-540,-276,0.142,
9/24/2011 5:30 PM,0.115,-535,-273,0.143,
9/24/2011 6:00 PM,0.115,-529,-271,0.143,
9/24/2011 6:30 PM,0.115,-529,-271,0.144,
9/24/2011 7:00 PM,0.116,-535,-273,0.144,
9/24/2011 7:30 PM,0.116,-529,-273,0.144,
9/24/2011 8:00 PM,0.117,-535,-273,0.144,
9/24/2011 8:30 PM,0.117,-540,-273,0.143,
9/24/2011 9:00 PM,0.117,-540,-276,0.143,
9/24/2011 9:30 PM,0.117,-546,-276,0.142,
9/24/2011 10:00 PM,0.117,-540,-279,0.142,
