MDS,Port 1,Port 2,Port 3,Port 4,Port 5
10/6/2012 12:30 PM,-17,0.212,-38,0.269,
10/6/2012 1:00 PM,-17,0.21,-39,0.268,
10/6/2012 1:30 PM,-17,0.207,-40,0.266,
10/6/2012 2:00 PM,-17,0.206,-40,0.264,
10/6/2012 2:30 PM,-18,0.205,-41,0.261,
10/6/2012 3:00 PM,-18,0.203,-42,0.259,
10/6/2012 3:30 PM,-18,0.202,-43,0.258,
10/6/2012 4:00 PM,-18,0.201,-43,0.257,
10/6/2012 4:30 PM,-18,0.2,-44,0.256,
10/6/2012 5:00 PM,-18,0.198,-44,0.254,
10/6/2012 5:30 PM,-18,0.198,-45,0.254,
10/6/2012 6:00 PM,-18,0.197,-46,0.253,
10/6/2012 6:30 PM,-18,0.196,-46,0.253,
10/6/2012 7:00 PM,-18,0.196,-47,0.253,
10/6/2012 7:30 PM,-18,0.196,-47,0.252,
10/6/2012 8:00 PM,-18,0.195,-48,0.251,
10/6/2012 8:30 PM,-19,0.195,-48,0.251,
10/6/2012 9:00 PM,-19,0.194,-48,0.251,
10/6/2012 9:30 PM,-19,0.193,-48,0.25,
10/6/2012 10:00 PM,-19,0.192,-48,0.25,
10/6/2012 10:30 PM,-19,0.192,-48,0.25,
10/6/2012 11:00 PM,-19,0.191,-48,0.249,
10/6/2012 11:30 PM,-19,0.191,-48,0.249,
10/7/2012 12:00 AM,-19,0.191,-49,0.248,
10/7/2012 12:30 AM,-19,0.19,-48,0.248,
10/7/2012 1:00 AM,-19,0.19,-48,0.247,
10/7/2012 1:30 AM,-19,0.19,-49,0.247,
10/7/2012 2:00 AM,-19,0.19,-49,0.247,
10/7/2012 2:30 AM,-19,0.189,-49,0.247,
10/7/2012 3:00 AM,-19,0.189,-49,0.247,
10/7/2012 3:30 AM,-19,0.188,-49,0.246,
10/7/2012 4:00 AM,-19,0.188,-49,0.246,
10/7/2012 4:30 AM,-19,0.187,-49,0.245,
10/7/2012 5:00 AM,-19,0.187,-50,0.245,
10/7/2012 5:30 AM,-19,0.187,-50,0.244,
10/7/2012 6:00 AM,-19,0.186,-50,0.243,
10/7/2012 6:30 AM,-19,0.186,-50,0.244,
10/7/2012 7:00 AM,-19,0.186,-50,0.243,
10/7/2012 7:30 AM,-19,0.185,-50,0.243,
10/7/2012 8:00 AM,-20,0.185,-50,0.242,
10/7/2012 8:30 AM,-20,0.185,-51,0.242,
10/7/2012 9:00 AM,-20,0.185,-51,0.242,
10/7/2012 9:30 AM,-20,0.185,-51,0.241,
10/7/2012 10:00 AM,-20,0.185,-50,0.241,
10/7/2012 10:30 AM,-20,0.185,-50,0.241,
10/7/2012 11:00 AM,-20,0.185,-50,0.24,
10/7/2012 11:30 AM,-20,0.185,-50,0.239,
10/7/2012 12:00 PM,-20,0.184,-51,0.238,
10/7/2012 12:30 PM,-20,0.183,-51,0.237,
10/7/2012 1:00 PM,-20,0.183,-51,0.236,
10/7/2012 1:30 PM,-20,0.182,-52,0.236,
10/7/2012 2:00 PM,-20,0.181,-52,0.233,
10/7/2012 2:30 PM,-20,0.179,-53,0.231,
10/7/2012 3:00 PM,-20,0.179,-53,0.23,
10/7/2012 3:30 PM,-21,0.179,-54,0.229,
10/7/2012 4:00 PM,-21,0.178,-55,0.229,
10/7/2012 4:30 PM,-21,0.178,-55,0.227,
10/7/2012 5:00 PM,-21,0.177,-56,0.227,
10/7/2012 5:30 PM,-21,0.177,-56,0.227,
10/7/2012 6:00 PM,-21,0.177,-56,0.227,
10/7/2012 6:30 PM,-21,0.176,-57,0.225,
10/7/2012 7:00 PM,-22,0.176,-57,0.225,
10/7/2012 7:30 PM,-22,0.176,-58,0.225,
10/7/2012 8:00 PM,-22,0.175,-59,0.225,
10/7/2012 8:30 PM,-22,0.174,-59,0.225,
10/7/2012 9:00 PM,-22,0.174,-59,0.225,
10/7/2012 9:30 PM,-22,0.174,-59,0.224,
10/7/2012 10:00 PM,-22,0.173,-59,0.224,
10/7/2012 10:30 PM,-22,0.173,-59,0.224,
10/7/2012 11:00 PM,-22,0.173,-60,0.224,
10/7/2012 11:30 PM,-22,0.172,-60,0.224,
10/8/2012 12:00 AM,-23,0.172,-60,0.223,
10/8/2012 12:30 AM,-23,0.172,-60,0.223,
10/8/2012 1:00 AM,-23,0.171,-60,0.223,
10/8/2012 1:30 AM,-23,0.171,-61,0.222,
10/8/2012 2:00 AM,-23,0.17,-61,0.222,
10/8/2012 2:30 AM,-23,0.17,-61,0.221,
10/8/2012 3:00 AM,-23,0.17,-61,0.221,
10/8/2012 3:30 AM,-23,0.169,-61,0.221,
10/8/2012 4:00 AM,-23,0.169,-61,0.22,
10/8/2012 4:30 AM,-23,0.169,-61,0.22,
10/8/2012 5:00 AM,-23,0.169,-61,0.22,
10/8/2012 5:30 AM,-23,0.169,-62,0.219,
10/8/2012 6:00 AM,-24,0.168,-62,0.219,
10/8/2012 6:30 AM,-24,0.168,-62,0.219,
10/8/2012 7:00 AM,-24,0.168,-62,0.219,
10/8/2012 7:30 AM,-24,0.168,-62,0.219,
10/8/2012 8:00 AM,-24,0.168,-63,0.219,
10/8/2012 8:30 AM,-24,0.168,-63,0.218,
10/8/2012 9:00 AM,-24,0.168,-63,0.217,
10/8/2012 9:30 AM,-24,0.168,-62,0.217,
10/8/2012 10:00 AM,-24,0.168,-62,0.216,
10/8/2012 10:30 AM,-24,0.168,-62,0.215,
10/8/2012 11:00 AM,-24,0.166,-63,0.213,
10/8/2012 11:30 AM,-24,0.166,-63,0.213,
10/8/2012 12:00 PM,-24,0.166,-64,0.212,
10/8/2012 12:30 PM,-24,0.165,-64,0.212,
10/8/2012 1:00 PM,-25,0.164,-65,0.21,
10/8/2012 1:30 PM,-25,0.163,-66,0.21,
10/8/2012 2:00 PM,-25,0.162,-67,0.207,
10/8/2012 2:30 PM,-25,0.162,-68,0.207,
10/8/2012 3:00 PM,-26,0.162,-68,0.205,
10/8/2012 3:30 PM,-26,0.162,-69,0.204,
10/8/2012 4:00 PM,-26,0.162,-70,0.203,
10/8/2012 4:30 PM,-26,0.162,-71,0.203,
10/8/2012 5:00 PM,-27,0.162,-72,0.203,
10/8/2012 5:30 PM,-27,0.162,-72,0.202,
10/8/2012 6:00 PM,-27,0.162,-72,0.202,
10/8/2012 6:30 PM,-27,0.161,-72,0.202,
10/8/2012 7:00 PM,-28,0.161,-73,0.202,
10/8/2012 7:30 PM,-28,0.161,-74,0.202,
10/8/2012 8:00 PM,-28,0.16,-74,0.202,
10/8/2012 8:30 PM,-28,0.159,-74,0.201,
10/8/2012 9:00 PM,-29,0.159,-75,0.201,
10/8/2012 9:30 PM,-29,0.159,-76,0.201,
10/8/2012 10:00 PM,-29,0.158,-76,0.2,
10/8/2012 10:30 PM,-29,0.158,-76,0.2,
10/8/2012 11:00 PM,-29,0.157,-76,0.2,
10/8/2012 11:30 PM,-29,0.157,-77,0.2,
10/9/2012 12:00 AM,-29,0.157,-77,0.2,
10/9/2012 12:30 AM,-29,0.157,-77,0.2,
10/9/2012 1:00 AM,-29,0.157,-77,0.2,
10/9/2012 1:30 AM,-29,0.156,-77,0.199,
10/9/2012 2:00 AM,-30,0.156,-77,0.199,
10/9/2012 2:30 AM,-30,0.156,-77,0.199,
10/9/2012 3:00 AM,-30,0.156,-78,0.198,
10/9/2012 3:30 AM,-30,0.156,-78,0.198,
10/9/2012 4:00 AM,-30,0.156,-78,0.198,
10/9/2012 4:30 AM,-30,0.156,-78,0.197,
10/9/2012 5:00 AM,-30,0.156,-78,0.197,
10/9/2012 5:30 AM,-30,0.156,-78,0.197,
10/9/2012 6:00 AM,-30,0.156,-79,0.196,
10/9/2012 6:30 AM,-30,0.156,-78,0.196,
10/9/2012 7:00 AM,-30,0.155,-79,0.196,
10/9/2012 7:30 AM,-31,0.155,-79,0.196,
10/9/2012 8:00 AM,-31,0.154,-80,0.196,
10/9/2012 8:30 AM,-31,0.154,-80,0.196,
10/9/2012 9:00 AM,-31,0.154,-80,0.196,
10/9/2012 9:30 AM,-31,0.154,-80,0.196,
10/9/2012 10:00 AM,-31,0.154,-79,0.195,
10/9/2012 10:30 AM,-31,0.154,-79,0.195,
10/9/2012 11:00 AM,-31,0.154,-80,0.193,
10/9/2012 11:30 AM,-31,0.153,-80,0.192,
10/9/2012 12:00 PM,-31,0.153,-82,0.191,
10/9/2012 12:30 PM,-32,0.152,-82,0.191,
10/9/2012 1:00 PM,-32,0.152,-83,0.19,
10/9/2012 1:30 PM,-32,0.151,-83,0.19,
10/9/2012 2:00 PM,-33,0.151,-84,0.188,
10/9/2012 2:30 PM,-33,0.151,-84,0.186,
10/9/2012 3:00 PM,-33,0.151,-84,0.185,
10/9/2012 3:30 PM,-33,0.151,-86,0.185,
10/9/2012 4:00 PM,-34,0.151,-87,0.185,
10/9/2012 4:30 PM,-34,0.151,-88,0.185,
10/9/2012 5:00 PM,-34,0.151,-89,0.184,
10/9/2012 5:30 PM,-35,0.151,-90,0.184,
10/9/2012 6:00 PM,-35,0.151,-90,0.183,
10/9/2012 6:30 PM,-35,0.151,-89,0.183,
10/9/2012 7:00 PM,-36,0.151,-91,0.183,
10/9/2012 7:30 PM,-36,0.151,-93,0.183,
10/9/2012 8:00 PM,-36,0.151,-93,0.183,
10/9/2012 8:30 PM,-37,0.15,-94,0.183,
10/9/2012 9:00 PM,-37,0.149,-95,0.182,
10/9/2012 9:30 PM,-37,0.149,-96,0.182,
10/9/2012 10:00 PM,-37,0.149,-96,0.182,
10/9/2012 10:30 PM,-37,0.149,-96,0.181,
10/9/2012 11:00 PM,-37,0.148,-96,0.181,
10/9/2012 11:30 PM,-38,0.148,-97,0.181,
10/10/2012 12:00 AM,-38,0.147,-98,0.181,
10/10/2012 12:30 AM,-38,0.147,-97,0.181,
10/10/2012 1:00 AM,-38,0.147,-98,0.181,
10/10/2012 1:30 AM,-38,0.147,-98,0.181,
10/10/2012 2:00 AM,-38,0.147,-100,0.18,
10/10/2012 2:30 AM,-38,0.147,-100,0.18,
10/10/2012 3:00 AM,-38,0.146,-100,0.179,
10/10/2012 3:30 AM,-39,0.145,-100,0.179,
10/10/2012 4:00 AM,-39,0.146,-100,0.179,
10/10/2012 4:30 AM,-39,0.145,-100,0.179,
10/10/2012 5:00 AM,-39,0.145,-100,0.179,
10/10/2012 5:30 AM,-39,0.145,-101,0.179,
10/10/2012 6:00 AM,-39,0.145,-101,0.179,
10/10/2012 6:30 AM,-39,0.145,-102,0.179,
10/10/2012 7:00 AM,-39,0.145,-102,0.179,
10/10/2012 7:30 AM,-39,0.145,-102,0.178,
10/10/2012 8:00 AM,-39,0.145,-103,0.178,
10/10/2012 8:30 AM,-39,0.145,-104,0.178,
10/10/2012 9:00 AM,-39,0.145,-103,0.178,
10/10/2012 9:30 AM,-40,0.145,-103,0.178,
10/10/2012 10:00 AM,-39,0.145,-103,0.177,
10/10/2012 10:30 AM,-40,0.145,-103,0.176,
10/10/2012 11:00 AM,-40,0.145,-103,0.176,
10/10/2012 11:30 AM,-40,0.145,-103,0.176,
10/10/2012 12:00 PM,-40,0.145,-102,0.175,
10/10/2012 12:30 PM,-40,0.145,-101,0.174,
10/10/2012 1:00 PM,-41,0.144,-103,0.174,
10/10/2012 1:30 PM,-41,0.144,-102,0.174,
10/10/2012 2:00 PM,-41,0.144,-102,0.173,
10/10/2012 2:30 PM,-42,0.144,-104,0.172,
10/10/2012 3:00 PM,-42,0.145,-104,0.171,
10/10/2012 3:30 PM,-43,0.145,-104,0.17,
10/10/2012 4:00 PM,-43,0.145,-104,0.17,
10/10/2012 4:30 PM,-43,0.145,-105,0.17,
10/10/2012 5:00 PM,-43,0.145,-105,0.17,
10/10/2012 5:30 PM,-44,0.145,-107,0.17,
10/10/2012 6:00 PM,-44,0.145,-107,0.169,
10/10/2012 6:30 PM,-44,0.145,-107,0.169,
10/10/2012 7:00 PM,-44,0.145,-109,0.169,
10/10/2012 7:30 PM,-45,0.145,-110,0.169,
10/10/2012 8:00 PM,-45,0.145,-111,0.169,
10/10/2012 8:30 PM,-45,0.144,-110,0.169,
10/10/2012 9:00 PM,-46,0.144,-112,0.169,
10/10/2012 9:30 PM,-45,0.144,-113,0.169,
10/10/2012 10:00 PM,-46,0.143,-114,0.169,
10/10/2012 10:30 PM,-46,0.143,-115,0.169,
10/10/2012 11:00 PM,-46,0.142,-115,0.169,
10/10/2012 11:30 PM,-46,0.142,-115,0.168,
10/11/2012 12:00 AM,-46,0.142,-115,0.168,
10/11/2012 12:30 AM,-46,0.142,-116,0.168,
10/11/2012 1:00 AM,-46,0.142,-116,0.168,
10/11/2012 1:30 AM,-46,0.142,-116,0.168,
10/11/2012 2:00 AM,-46,0.142,-116,0.168,
10/11/2012 2:30 AM,-47,0.142,-117,0.168,
10/11/2012 3:00 AM,-47,0.142,-118,0.168,
10/11/2012 3:30 AM,-47,0.141,-118,0.168,
10/11/2012 4:00 AM,-47,0.141,-118,0.168,
10/11/2012 4:30 AM,-47,0.141,-118,0.168,
10/11/2012 5:00 AM,-47,0.141,-118,0.168,
10/11/2012 5:30 AM,-47,0.141,-118,0.168,
10/11/2012 6:00 AM,-47,0.141,-119,0.167,
10/11/2012 6:30 AM,-47,0.141,-119,0.167,
10/11/2012 7:00 AM,-47,0.141,-119,0.167,
10/11/2012 7:30 AM,-47,0.141,-119,0.167,
10/11/2012 8:00 AM,-47,0.14,-120,0.167,
10/11/2012 8:30 AM,-48,0.14,-120,0.166,
10/11/2012 9:00 AM,-48,0.14,-121,0.166,
10/11/2012 9:30 AM,-48,0.14,-121,0.166,
10/11/2012 10:00 AM,-48,0.14,-121,0.166,
10/11/2012 10:30 AM,-48,0.14,-121,0.166,
10/11/2012 11:00 AM,-48,0.14,-121,0.166,
10/11/2012 11:30 AM,-49,0.14,-119,0.166,
10/11/2012 12:00 PM,-49,0.14,-120,0.165,
10/11/2012 12:30 PM,-49,0.14,-120,0.165,
10/11/2012 1:00 PM,-49,0.14,-122,0.164,
10/11/2012 1:30 PM,-50,0.14,-121,0.164,
10/11/2012 2:00 PM,-50,0.141,-121,0.162,
10/11/2012 2:30 PM,-51,0.141,-121,0.162,
10/11/2012 3:00 PM,-51,0.141,-122,0.162,
10/11/2012 3:30 PM,-51,0.142,-121,0.162,
10/11/2012 4:00 PM,-51,0.142,-121,0.161,
10/11/2012 4:30 PM,-52,0.142,-124,0.162,
10/11/2012 5:00 PM,-52,0.142,-125,0.162,
10/11/2012 5:30 PM,-52,0.142,-122,0.162,
10/11/2012 6:00 PM,-53,0.142,-122,0.161,
10/11/2012 6:30 PM,-53,0.142,-124,0.161,
10/11/2012 7:00 PM,-53,0.142,-124,0.161,
10/11/2012 7:30 PM,-53,0.141,-126,0.161,
10/11/2012 8:00 PM,-53,0.141,-126,0.161,
10/11/2012 8:30 PM,-54,0.141,-126,0.161,
10/11/2012 9:00 PM,-54,0.141,-127,0.161,
10/11/2012 9:30 PM,-54,0.14,-127,0.161,
10/11/2012 10:00 PM,-55,0.14,-128,0.161,
10/11/2012 10:30 PM,-54,0.14,-128,0.161,
10/11/2012 11:00 PM,-55,0.14,-130,0.161,
10/11/2012 11:30 PM,-55,0.14,-129,0.161,
10/12/2012 12:00 AM,-55,0.14,-130,0.161,
10/12/2012 12:30 AM,-55,0.14,-131,0.161,
10/12/2012 1:00 AM,-55,0.14,-132,0.161,
10/12/2012 1:30 AM,-55,0.14,-131,0.161,
10/12/2012 2:00 AM,-55,0.14,-132,0.161,
10/12/2012 2:30 AM,-56,0.14,-132,0.161,
10/12/2012 3:00 AM,-56,0.139,-133,0.16,
10/12/2012 3:30 AM,-56,0.139,-132,0.16,
10/12/2012 4:00 AM,-56,0.139,-133,0.16,
10/12/2012 4:30 AM,-56,0.139,-133,0.159,
10/12/2012 5:00 AM,-57,0.139,-135,0.159,
10/12/2012 5:30 AM,-56,0.139,-135,0.159,
10/12/2012 6:00 AM,-57,0.139,-135,0.159,
10/12/2012 6:30 AM,-57,0.139,-136,0.159,
10/12/2012 7:00 AM,-57,0.139,-136,0.159,
10/12/2012 7:30 AM,-57,0.139,-136,0.159,
10/12/2012 8:00 AM,-57,0.139,-137,0.159,
10/12/2012 8:30 AM,-57,0.139,-136,0.159,
10/12/2012 9:00 AM,-57,0.139,-137,0.159,
10/12/2012 9:30 AM,-58,0.138,-137,0.159,
10/12/2012 10:00 AM,-58,0.138,-137,0.158,
10/12/2012 10:30 AM,-58,0.138,-136,0.158,
10/12/2012 11:00 AM,-58,0.138,-137,0.158,
10/12/2012 11:30 AM,-58,0.139,-137,0.158,
10/12/2012 12:00 PM,-59,0.138,-137,0.157,
10/12/2012 12:30 PM,-59,0.139,-137,0.157,
10/12/2012 1:00 PM,-59,0.139,-138,0.157,
10/12/2012 1:30 PM,-60,0.139,-139,0.156,
10/12/2012 2:00 PM,-60,0.139,-138,0.156,
10/12/2012 2:30 PM,-61,0.139,-138,0.156,
10/12/2012 3:00 PM,-61,0.139,-138,0.156,
10/12/2012 3:30 PM,-61,0.14,-136,0.156,
10/12/2012 4:00 PM,-62,0.14,-136,0.156,
10/12/2012 4:30 PM,-62,0.14,-137,0.156,
10/12/2012 5:00 PM,-62,0.14,-137,0.156,
10/12/2012 5:30 PM,-63,0.139,-137,0.156,
10/12/2012 6:00 PM,-63,0.139,-137,0.156,
10/12/2012 6:30 PM,-63,0.139,-139,0.156,
10/12/2012 7:00 PM,-64,0.14,-140,0.156,
10/12/2012 7:30 PM,-64,0.139,-140,0.156,
10/12/2012 8:00 PM,-64,0.14,-140,0.155,
10/12/2012 8:30 PM,-64,0.14,-142,0.156,
10/12/2012 9:00 PM,-64,0.139,-142,0.156,
10/12/2012 9:30 PM,-64,0.139,-142,0.156,
10/12/2012 10:00 PM,-65,0.139,-143,0.155,
10/12/2012 10:30 PM,-65,0.139,-144,0.155,
10/12/2012 11:00 PM,-65,0.139,-144,0.156,
10/12/2012 11:30 PM,-65,0.139,-144,0.155,
10/13/2012 12:00 AM,-65,0.139,-145,0.155,
10/13/2012 12:30 AM,-66,0.139,-145,0.155,
10/13/2012 1:00 AM,-66,0.138,-145,0.155,
10/13/2012 1:30 AM,-66,0.138,-147,0.155,
10/13/2012 2:00 AM,-67,0.138,-147,0.155,
10/13/2012 2:30 AM,-67,0.137,-149,0.154,
10/13/2012 3:00 AM,-67,0.137,-148,0.154,
10/13/2012 3:30 AM,-67,0.137,-148,0.154,
10/13/2012 4:00 AM,-67,0.137,-148,0.154,
10/13/2012 4:30 AM,-67,0.137,-148,0.154,
10/13/2012 5:00 AM,-67,0.137,-149,0.154,
10/13/2012 5:30 AM,-68,0.137,-149,0.154,
10/13/2012 6:00 AM,-67,0.137,-149,0.154,
10/13/2012 6:30 AM,-68,0.137,-151,0.154,
10/13/2012 7:00 AM,-68,0.137,-151,0.154,
10/13/2012 7:30 AM,-68,0.137,-152,0.153,
10/13/2012 8:00 AM,-68,0.137,-152,0.153,
10/13/2012 8:30 AM,-69,0.137,-153,0.152,
10/13/2012 9:00 AM,-69,0.136,-152,0.152,
10/13/2012 9:30 AM,-69,0.135,-153,0.152,
10/13/2012 10:00 AM,-70,0.135,-153,0.152,
10/13/2012 10:30 AM,-69,0.135,-155,0.152,
10/13/2012 11:00 AM,-70,0.136,-156,0.152,
10/13/2012 11:30 AM,-70,0.137,-155,0.152,
10/13/2012 12:00 PM,-71,0.137,-153,0.152,
10/13/2012 12:30 PM,-71,0.137,-153,0.152,
10/13/2012 1:00 PM,-72,0.137,-155,0.152,
10/13/2012 1:30 PM,-73,0.137,-152,0.151,
10/13/2012 2:00 PM,-73,0.137,-152,0.151,
10/13/2012 2:30 PM,-73,0.137,-153,0.151,
10/13/2012 3:00 PM,-74,0.137,-156,0.151,
10/13/2012 3:30 PM,-74,0.138,-155,0.151,
10/13/2012 4:00 PM,-74,0.139,-156,0.151,
10/13/2012 4:30 PM,-75,0.138,-157,0.151,
10/13/2012 5:00 PM,-75,0.138,-157,0.151,
10/13/2012 5:30 PM,-76,0.139,-157,0.151,
10/13/2012 6:00 PM,-76,0.139,-157,0.151,
10/13/2012 6:30 PM,-77,0.139,-159,0.151,
10/13/2012 7:00 PM,-77,0.138,-159,0.151,
10/13/2012 7:30 PM,-77,0.138,-159,0.151,
10/13/2012 8:00 PM,-78,0.138,-159,0.151,
10/13/2012 8:30 PM,-78,0.137,-160,0.151,
10/13/2012 9:00 PM,-78,0.137,-162,0.151,
10/13/2012 9:30 PM,-79,0.137,-163,0.151,
10/13/2012 10:00 PM,-79,0.137,-163,0.151,
10/13/2012 10:30 PM,-80,0.136,-166,0.15,
10/13/2012 11:00 PM,-80,0.136,-164,0.15,
10/13/2012 11:30 PM,-81,0.135,-167,0.15,
10/14/2012 12:00 AM,-82,0.135,-167,0.15,
10/14/2012 12:30 AM,-82,0.135,-169,0.15,
10/14/2012 1:00 AM,-82,0.134,-170,0.149,
10/14/2012 1:30 AM,-83,0.134,-172,0.149,
10/14/2012 2:00 AM,-83,0.134,-173,0.149,
10/14/2012 2:30 AM,-84,0.134,-173,0.149,
10/14/2012 3:00 AM,-84,0.134,-175,0.149,
10/14/2012 3:30 AM,-84,0.134,-177,0.149,
10/14/2012 4:00 AM,-85,0.134,-178,0.148,
10/14/2012 4:30 AM,-85,0.134,-177,0.148,
10/14/2012 5:00 AM,-85,0.134,-178,0.148,
10/14/2012 5:30 AM,-86,0.133,-180,0.147,
10/14/2012 6:00 AM,-86,0.133,-180,0.148,
10/14/2012 6:30 AM,-86,0.133,-181,0.147,
10/14/2012 7:00 AM,-86,0.133,-181,0.147,
10/14/2012 7:30 AM,-87,0.132,-183,0.147,
10/14/2012 8:00 AM,-88,0.132,-185,0.147,
10/14/2012 8:30 AM,-88,0.132,-185,0.147,
10/14/2012 9:00 AM,-88,0.132,-186,0.146,
10/14/2012 9:30 AM,-88,0.132,-186,0.146,
10/14/2012 10:00 AM,-88,0.132,-183,0.146,
10/14/2012 10:30 AM,-88,0.132,-183,0.146,
10/14/2012 11:00 AM,-88,0.132,-183,0.145,
10/14/2012 11:30 AM,-88,0.132,-185,0.145,
10/14/2012 12:00 PM,-88,0.132,-183,0.145,
10/14/2012 12:30 PM,-89,0.132,-181,0.145,
10/14/2012 1:00 PM,-90,0.132,-181,0.145,
10/14/2012 1:30 PM,-90,0.132,-181,0.145,
10/14/2012 2:00 PM,-91,0.132,-181,0.145,
10/14/2012 2:30 PM,-92,0.133,-181,0.145,
10/14/2012 3:00 PM,-93,0.134,-181,0.145,
10/14/2012 3:30 PM,-93,0.134,-183,0.145,
10/14/2012 4:00 PM,-94,0.134,-180,0.145,
10/14/2012 4:30 PM,-94,0.134,-181,0.145,
10/14/2012 5:00 PM,-95,0.135,-181,0.145,
10/14/2012 5:30 PM,-95,0.135,-181,0.145,
10/14/2012 6:00 PM,-96,0.135,-183,0.145,
10/14/2012 6:30 PM,-96,0.135,-186,0.145,
10/14/2012 7:00 PM,-96,0.135,-188,0.145,
10/14/2012 7:30 PM,-97,0.135,-188,0.145,
10/14/2012 8:00 PM,-98,0.134,-190,0.145,
10/14/2012 8:30 PM,-99,0.134,-190,0.145,
10/14/2012 9:00 PM,-100,0.134,-192,0.145,
10/14/2012 9:30 PM,-100,0.134,-192,0.145,
10/14/2012 10:00 PM,-100,0.134,-193,0.145,
10/14/2012 10:30 PM,-100,0.134,-195,0.145,
10/14/2012 11:00 PM,-100,0.133,-195,0.145,
10/14/2012 11:30 PM,-101,0.133,-195,0.145,
10/15/2012 12:00 AM,-101,0.133,-195,0.145,
10/15/2012 12:30 AM,-102,0.133,-197,0.145,
10/15/2012 1:00 AM,-102,0.132,-199,0.145,
10/15/2012 1:30 AM,-103,0.132,-199,0.145,
10/15/2012 2:00 AM,-103,0.132,-199,0.145,
10/15/2012 2:30 AM,-104,0.132,-201,0.145,
10/15/2012 3:00 AM,-104,0.132,-202,0.145,
10/15/2012 3:30 AM,-105,0.132,-201,0.145,
10/15/2012 4:00 AM,-104,0.132,-201,0.144,
10/15/2012 4:30 AM,-105,0.132,-202,0.144,
10/15/2012 5:00 AM,-105,0.132,-201,0.144,
10/15/2012 5:30 AM,-105,0.131,-201,0.144,
10/15/2012 6:00 AM,-105,0.131,-202,0.144,
10/15/2012 6:30 AM,-105,0.131,-202,0.144,
10/15/2012 7:00 AM,-106,0.131,-202,0.144,
10/15/2012 7:30 AM,-107,0.13,-204,0.144,
10/15/2012 8:00 AM,-107,0.13,-204,0.144,
10/15/2012 8:30 AM,-107,0.131,-206,0.143,
10/15/2012 9:00 AM,-108,0.13,-204,0.143,
10/15/2012 9:30 AM,-108,0.13,-204,0.143,
10/15/2012 10:00 AM,-109,0.13,-206,0.143,
10/15/2012 10:30 AM,-109,0.13,-206,0.142,
10/15/2012 11:00 AM,-109,0.13,-204,0.143,
10/15/2012 11:30 AM,-109,0.13,-204,0.143,
10/15/2012 12:00 PM,-109,0.13,-202,0.142,
10/15/2012 12:30 PM,-110,0.131,-201,0.143,
10/15/2012 1:00 PM,-110,0.131,-201,0.143,
10/15/2012 1:30 PM,-110,0.131,-201,0.143,
10/15/2012 2:00 PM,-112,0.131,-199,0.142,
10/15/2012 2:30 PM,-112,0.131,-201,0.142,
10/15/2012 3:00 PM,-113,0.131,-199,0.142,
10/15/2012 3:30 PM,-114,0.132,-201,0.142,
10/15/2012 4:00 PM,-114,0.132,-199,0.142,
10/15/2012 4:30 PM,-114,0.132,-201,0.142,
10/15/2012 5:00 PM,-114,0.133,-201,0.142,
10/15/2012 5:30 PM,-115,0.133,-201,0.142,
10/15/2012 6:00 PM,-116,0.132,-202,0.142,
10/15/2012 6:30 PM,-115,0.133,-201,0.142,
10/15/2012 7:00 PM,-117,0.133,-201,0.142,
10/15/2012 7:30 PM,-117,0.133,-202,0.143,
10/15/2012 8:00 PM,-118,0.132,-204,0.143,
10/15/2012 8:30 PM,-118,0.132,-204,0.143,
10/15/2012 9:00 PM,-118,0.132,-208,0.143,
10/15/2012 9:30 PM,-120,0.132,-206,0.143,
10/15/2012 10:00 PM,-120,0.132,-204,0.143,
10/15/2012 10:30 PM,-120,0.132,-206,0.143,
10/15/2012 11:00 PM,-120,0.132,-208,0.143,
10/15/2012 11:30 PM,-121,0.132,-208,0.142,
10/16/2012 12:00 AM,-121,0.132,-210,0.143,
10/16/2012 12:30 AM,-122,0.132,-208,0.143,
10/16/2012 1:00 AM,-122,0.132,-208,0.142,
10/16/2012 1:30 AM,-124,0.132,-210,0.143,
10/16/2012 2:00 AM,-124,0.132,-210,0.142,
10/16/2012 2:30 AM,-125,0.132,-208,0.142,
10/16/2012 3:00 AM,-125,0.132,-210,0.142,
10/16/2012 3:30 AM,-125,0.132,-210,0.142,
10/16/2012 4:00 AM,-126,0.132,-210,0.142,
10/16/2012 4:30 AM,-126,0.131,-210,0.142,
10/16/2012 5:00 AM,-126,0.131,-210,0.142,
10/16/2012 5:30 AM,-127,0.131,-212,0.142,
10/16/2012 6:00 AM,-127,0.131,-212,0.142,
10/16/2012 6:30 AM,-128,0.131,-214,0.142,
10/16/2012 7:00 AM,-127,0.131,-214,0.142,
10/16/2012 7:30 AM,-129,0.131,-214,0.142,
10/16/2012 8:00 AM,-129,0.131,-214,0.142,
10/16/2012 8:30 AM,-130,0.131,-214,0.142,
10/16/2012 9:00 AM,-130,0.131,-214,0.142,
10/16/2012 9:30 AM,-130,0.131,-214,0.142,
10/16/2012 10:00 AM,-130,0.131,-212,0.142,
10/16/2012 10:30 AM,-129,0.131,-212,0.141,
10/16/2012 11:00 AM,-130,0.13,-210,0.141,
10/16/2012 11:30 AM,-130,0.13,-210,0.141,
10/16/2012 12:00 PM,-131,0.13,-210,0.141,
10/16/2012 12:30 PM,-131,0.131,-210,0.141,
