Measurement Time,kPa Potential,m³/m³ VWC,m³/m³ VWC,kPa Potential,None
5/26/2013 1:00 AM,-363,0.179,0.185,-19,
5/26/2013 2:00 AM,-366,0.196,0.219,-18,
5/26/2013 3:00 AM,-370,0.197,0.238,-17,
5/26/2013 4:00 AM,-370,0.195,0.248,-17,
5/26/2013 5:00 AM,-374,0.192,0.254,-17,
5/26/2013 6:00 AM,-374,0.189,0.258,-17,
5/26/2013 7:00 AM,-378,0.186,0.259,-17,
5/26/2013 8:00 AM,-378,0.184,0.259,-17,
5/26/2013 9:00 AM,-378,0.182,0.259,-17,
5/26/2013 10:00 AM,-378,0.179,0.259,-18,
5/26/2013 11:00 AM,-378,0.178,0.258,-18,
5/26/2013 12:00 PM,-378,0.175,0.256,-19,
5/26/2013 1:00 PM,-378,0.174,0.254,-19,
5/26/2013 2:00 PM,-378,0.170,0.252,-20,
5/26/2013 3:00 PM,-374,0.168,0.249,-20,
5/26/2013 4:00 PM,-374,0.167,0.247,-20,
5/26/2013 5:00 PM,-370,0.165,0.245,-21,
5/26/2013 6:00 PM,-370,0.163,0.242,-21,
5/26/2013 7:00 PM,-374,0.162,0.240,-21,
5/26/2013 8:00 PM,-374,0.161,0.239,-22,
5/26/2013 9:00 PM,-374,0.159,0.238,-23,
5/26/2013 10:00 PM,-374,0.157,0.237,-23,
5/26/2013 11:00 PM,-374,0.157,0.237,-24,
5/27/2013 12:00 AM,-374,0.156,0.236,-25,
5/27/2013 1:00 AM,-374,0.155,0.236,-26,
5/27/2013 2:00 AM,-374,0.154,0.236,-27,
5/27/2013 3:00 AM,-374,0.154,0.236,-27,
5/27/2013 4:00 AM,-374,0.152,0.234,-29,
5/27/2013 5:00 AM,-374,0.152,0.234,-30,
5/27/2013 6:00 AM,-374,0.151,0.233,-31,
5/27/2013 7:00 AM,-374,0.151,0.232,-32,
5/27/2013 8:00 AM,-378,0.151,0.232,-33,
5/27/2013 9:00 AM,-374,0.150,0.231,-34,
5/27/2013 10:00 AM,-374,0.149,0.230,-35,
5/27/2013 11:00 AM,-374,0.149,0.228,-36,
5/27/2013 12:00 PM,-374,0.148,0.225,-37,
5/27/2013 1:00 PM,-374,0.147,0.223,-38,
5/27/2013 2:00 PM,-374,0.146,0.219,-39,
5/27/2013 3:00 PM,-374,0.145,0.217,-40,
5/27/2013 4:00 PM,-374,0.145,0.215,-40,
5/27/2013 5:00 PM,-374,0.144,0.213,-41,
5/27/2013 6:00 PM,-374,0.144,0.210,-42,
5/27/2013 7:00 PM,-374,0.143,0.208,-42,
5/27/2013 8:00 PM,-374,0.142,0.208,-43,
5/27/2013 9:00 PM,-374,0.142,0.207,-44,
5/27/2013 10:00 PM,-378,0.141,0.207,-44,
5/27/2013 11:00 PM,-378,0.140,0.206,-46,
5/28/2013 12:00 AM,-374,0.140,0.205,-46,
5/28/2013 1:00 AM,-378,0.139,0.205,-47,
5/28/2013 2:00 AM,-378,0.139,0.205,-48,
5/28/2013 3:00 AM,-378,0.138,0.204,-49,
5/28/2013 4:00 AM,-378,0.137,0.203,-50,
5/28/2013 5:00 AM,-381,0.137,0.203,-51,
5/28/2013 6:00 AM,-378,0.137,0.203,-52,
5/28/2013 7:00 AM,-381,0.135,0.202,-53,
5/28/2013 8:00 AM,-381,0.135,0.202,-54,
5/28/2013 9:00 AM,-381,0.134,0.201,-55,
5/28/2013 10:00 AM,-381,0.134,0.200,-56,
5/28/2013 11:00 AM,-381,0.134,0.198,-56,
5/28/2013 12:00 PM,-381,0.134,0.197,-57,
5/28/2013 1:00 PM,-381,0.133,0.196,-57,
5/28/2013 2:00 PM,-381,0.132,0.193,-58,
5/28/2013 3:00 PM,-381,0.132,0.191,-58,
5/28/2013 4:00 PM,-381,0.132,0.190,-58,
5/28/2013 5:00 PM,-381,0.131,0.187,-59,
5/28/2013 6:00 PM,-381,0.130,0.185,-58,
5/28/2013 7:00 PM,-381,0.130,0.185,-59,
5/28/2013 8:00 PM,-385,0.130,0.185,-59,
5/28/2013 9:00 PM,-389,0.129,0.184,-59,
5/28/2013 10:00 PM,-385,0.128,0.184,-59,
5/28/2013 11:00 PM,-385,0.128,0.183,-60,
5/29/2013 12:00 AM,-385,0.127,0.183,-61,
5/29/2013 1:00 AM,-389,0.127,0.183,-61,
5/29/2013 2:00 AM,-389,0.127,0.182,-63,
5/29/2013 3:00 AM,-393,0.126,0.181,-63,
5/29/2013 4:00 AM,-389,0.125,0.181,-64,
5/29/2013 5:00 AM,-393,0.125,0.181,-64,
5/29/2013 6:00 AM,-393,0.124,0.180,-65,
5/29/2013 7:00 AM,-393,0.123,0.179,-66,
5/29/2013 8:00 AM,-393,0.123,0.179,-65,
5/29/2013 9:00 AM,-397,0.123,0.179,-66,
5/29/2013 10:00 AM,-397,0.123,0.178,-66,
5/29/2013 11:00 AM,-397,0.122,0.176,-67,
5/29/2013 12:00 PM,-397,0.122,0.174,-67,
5/29/2013 1:00 PM,-393,0.121,0.174,-68,
5/29/2013 2:00 PM,-397,0.121,0.171,-68,
5/29/2013 3:00 PM,-397,0.121,0.168,-68,
5/29/2013 4:00 PM,-397,0.121,0.163,-68,
5/29/2013 5:00 PM,-393,0.120,0.153,-69,
5/29/2013 6:00 PM,-393,0.120,0.163,-69,
5/29/2013 7:00 PM,-397,0.120,0.164,-69,
5/29/2013 8:00 PM,-397,0.120,0.164,-68,
5/29/2013 9:00 PM,-397,0.119,0.164,-69,
5/29/2013 10:00 PM,-401,0.118,0.164,-69,
5/29/2013 11:00 PM,-401,0.118,0.164,-70,
5/30/2013 12:00 AM,-401,0.117,0.164,-71,
5/30/2013 1:00 AM,-401,0.117,0.164,-71,
5/30/2013 2:00 AM,-401,0.117,0.163,-72,
5/30/2013 3:00 AM,-405,0.116,0.162,-73,
5/30/2013 4:00 AM,-405,0.115,0.162,-73,
5/30/2013 5:00 AM,-405,0.115,0.162,-74,
5/30/2013 6:00 AM,-409,0.114,0.162,-75,
5/30/2013 7:00 AM,-409,0.114,0.162,-75,
5/30/2013 8:00 AM,-409,0.113,0.161,-76,
5/30/2013 9:00 AM,-413,0.113,0.161,-76,
5/30/2013 10:00 AM,-413,0.113,0.160,-77,
5/30/2013 11:00 AM,-413,0.112,0.157,-77,
5/30/2013 12:00 PM,-413,0.111,0.154,-77,
5/30/2013 1:00 PM,-413,0.111,0.151,-78,
5/30/2013 2:00 PM,-413,0.111,0.151,-78,
5/30/2013 3:00 PM,-413,0.111,0.149,-78,
5/30/2013 4:00 PM,-409,0.111,0.148,-78,
5/30/2013 5:00 PM,-409,0.111,0.147,-78,
5/30/2013 6:00 PM,-409,0.111,0.145,-78,
5/30/2013 7:00 PM,-413,0.111,0.145,-78,
5/30/2013 8:00 PM,-413,0.111,0.145,-78,
5/30/2013 9:00 PM,-413,0.111,0.145,-78,
5/30/2013 10:00 PM,-413,0.111,0.144,-78,
5/30/2013 11:00 PM,-418,0.111,0.143,-79,
5/31/2013 12:00 AM,-418,0.110,0.143,-80,
5/31/2013 1:00 AM,-418,0.110,0.145,-80,
5/31/2013 2:00 AM,-422,0.110,0.144,-81,
5/31/2013 3:00 AM,-418,0.109,0.145,-82,
5/31/2013 4:00 AM,-418,0.108,0.147,-82,
5/31/2013 5:00 AM,-422,0.108,0.147,-83,
5/31/2013 6:00 AM,-422,0.107,0.147,-84,
5/31/2013 7:00 AM,-426,0.107,0.147,-84,
5/31/2013 8:00 AM,-426,0.106,0.147,-85,
5/31/2013 9:00 AM,-426,0.106,0.146,-86,
5/31/2013 10:00 AM,-426,0.105,0.145,-86,
5/31/2013 11:00 AM,-426,0.105,0.144,-86,
5/31/2013 12:00 PM,-431,0.105,0.142,-87,
5/31/2013 1:00 PM,-431,0.105,0.138,-88,
5/31/2013 2:00 PM,-431,0.105,0.135,-88,
5/31/2013 3:00 PM,-431,0.105,0.134,-88,
5/31/2013 4:00 PM,-426,0.105,0.134,-88,
5/31/2013 5:00 PM,-426,0.105,0.133,-87,
5/31/2013 6:00 PM,-426,0.105,0.131,-87,
5/31/2013 7:00 PM,-426,0.105,0.130,-88,
5/31/2013 8:00 PM,-431,0.105,0.131,-88,
5/31/2013 9:00 PM,-431,0.104,0.130,-88,
5/31/2013 10:00 PM,-431,0.104,0.130,-88,
5/31/2013 11:00 PM,-431,0.103,0.130,-88,
6/1/2013 12:00 AM,-431,0.103,0.133,-89,
6/1/2013 1:00 AM,-435,0.102,0.135,-90,
6/1/2013 2:00 AM,-435,0.102,0.136,-90,
6/1/2013 3:00 AM,-435,0.101,0.136,-91,
6/1/2013 4:00 AM,-439,0.101,0.136,-92,
6/1/2013 5:00 AM,-439,0.100,0.136,-93,
6/1/2013 6:00 AM,-439,0.100,0.135,-93,
6/1/2013 7:00 AM,-439,0.100,0.135,-93,
6/1/2013 8:00 AM,-444,0.100,0.135,-94,
6/1/2013 9:00 AM,-444,0.099,0.134,-95,
6/1/2013 10:00 AM,-444,0.098,0.134,-96,
6/1/2013 11:00 AM,-444,0.098,0.132,-96,
6/1/2013 12:00 PM,-444,0.097,0.128,-96,
6/1/2013 1:00 PM,-448,0.097,0.127,-97,
6/1/2013 2:00 PM,-448,0.097,0.125,-98,
6/1/2013 3:00 PM,-444,0.097,0.124,-97,
6/1/2013 4:00 PM,-444,0.098,0.124,-97,
6/1/2013 5:00 PM,-439,0.098,0.123,-97,
6/1/2013 6:00 PM,-431,0.098,0.123,-98,
6/1/2013 7:00 PM,-431,0.098,0.123,-98,
6/1/2013 8:00 PM,-431,0.097,0.123,-98,
6/1/2013 9:00 PM,-431,0.097,0.123,-98,
6/1/2013 10:00 PM,-431,0.097,0.123,-99,
6/1/2013 11:00 PM,-431,0.096,0.123,-100,
6/2/2013 12:00 AM,-431,0.096,0.123,-100,
6/2/2013 1:00 AM,-435,0.096,0.123,-101,
6/2/2013 2:00 AM,-435,0.095,0.123,-101,
6/2/2013 3:00 AM,-435,0.095,0.123,-102,
6/2/2013 4:00 AM,-435,0.095,0.123,-102,
6/2/2013 5:00 AM,-439,0.094,0.124,-103,
6/2/2013 6:00 AM,-439,0.094,0.126,-104,
6/2/2013 7:00 AM,-439,0.094,0.127,-105,
6/2/2013 8:00 AM,-439,0.094,0.127,-105,
6/2/2013 9:00 AM,-444,0.093,0.127,-105,
6/2/2013 10:00 AM,-444,0.093,0.127,-106,
6/2/2013 11:00 AM,-444,0.093,0.127,-106,
6/2/2013 12:00 PM,-444,0.093,0.127,-106,
6/2/2013 1:00 PM,-444,0.093,0.126,-107,
6/2/2013 2:00 PM,-444,0.093,0.125,-108,
6/2/2013 3:00 PM,-444,0.093,0.125,-109,
6/2/2013 4:00 PM,-444,0.093,0.124,-108,
6/2/2013 5:00 PM,-439,0.094,0.123,-109,
6/2/2013 6:00 PM,-439,0.094,0.123,-110,
6/2/2013 7:00 PM,-448,0.093,0.123,-110,
6/2/2013 8:00 PM,-448,0.093,0.124,-110,
6/2/2013 9:00 PM,-448,0.093,0.124,-109,
6/2/2013 10:00 PM,-448,0.093,0.124,-110,
6/2/2013 11:00 PM,-444,0.097,0.152,-65,
6/3/2013 12:00 AM,-448,0.179,0.369,-20,
6/3/2013 1:00 AM,-444,0.336,0.395,-21,
6/3/2013 2:00 AM,-444,0.347,0.387,-20,
6/3/2013 3:00 AM,-448,0.338,0.379,-19,
6/3/2013 4:00 AM,-448,0.330,0.373,-18,
6/3/2013 5:00 AM,-453,0.322,0.370,-18,
6/3/2013 6:00 AM,-458,0.315,0.366,-17,
6/3/2013 7:00 AM,-453,0.309,0.365,-17,
6/3/2013 8:00 AM,-458,0.303,0.362,-17,
6/3/2013 9:00 AM,-458,0.297,0.361,-17,
6/3/2013 10:00 AM,-458,0.291,0.358,-16,
6/3/2013 11:00 AM,-462,0.284,0.356,-17,
6/3/2013 12:00 PM,-458,0.277,0.355,-17,
6/3/2013 1:00 PM,-477,0.269,0.353,-17,
6/3/2013 2:00 PM,-497,0.259,0.350,-17,
6/3/2013 3:00 PM,-502,0.252,0.349,-17,
6/3/2013 4:00 PM,-482,0.245,0.347,-17,
6/3/2013 5:00 PM,-467,0.239,0.344,-17,
6/3/2013 6:00 PM,-482,0.233,0.343,-17,
6/3/2013 7:00 PM,-482,0.229,0.341,-17,
6/3/2013 8:00 PM,-492,0.225,0.340,-18,
6/3/2013 9:00 PM,-487,0.222,0.338,-18,
6/3/2013 10:00 PM,-492,0.219,0.338,-18,
6/3/2013 11:00 PM,-492,0.218,0.337,-19,
6/4/2013 12:00 AM,-487,0.215,0.335,-19,
6/4/2013 1:00 AM,-487,0.213,0.334,-20,
6/4/2013 2:00 AM,-487,0.212,0.333,-20,
6/4/2013 3:00 AM,-492,0.210,0.332,-20,
6/4/2013 4:00 AM,-492,0.208,0.331,-21,
6/4/2013 5:00 AM,-492,0.207,0.330,-21,
6/4/2013 6:00 AM,-492,0.205,0.329,-22,
6/4/2013 7:00 AM,-492,0.204,0.328,-22,
6/4/2013 8:00 AM,-492,0.202,0.327,-23,
6/4/2013 9:00 AM,-492,0.201,0.326,-23,
6/4/2013 10:00 AM,-492,0.199,0.324,-24,
6/4/2013 11:00 AM,-492,0.196,0.321,-24,
6/4/2013 12:00 PM,-492,0.195,0.319,-25,
6/4/2013 1:00 PM,-492,0.192,0.316,-25,
6/4/2013 2:00 PM,-492,0.190,0.314,-26,
6/4/2013 3:00 PM,-492,0.188,0.310,-27,
6/4/2013 4:00 PM,-492,0.185,0.309,-27,
6/4/2013 5:00 PM,-487,0.184,0.305,-28,
6/4/2013 6:00 PM,-487,0.183,0.302,-28,
6/4/2013 7:00 PM,-492,0.181,0.300,-28,
6/4/2013 8:00 PM,-487,0.180,0.299,-28,
6/4/2013 9:00 PM,-492,0.179,0.298,-29,
6/4/2013 10:00 PM,-487,0.178,0.297,-31,
6/4/2013 11:00 PM,-492,0.177,0.296,-32,
6/5/2013 12:00 AM,-492,0.175,0.295,-32,
6/5/2013 1:00 AM,-492,0.174,0.295,-33,
6/5/2013 2:00 AM,-492,0.174,0.294,-34,
6/5/2013 3:00 AM,-487,0.174,0.293,-35,
6/5/2013 4:00 AM,-492,0.173,0.292,-36,
6/5/2013 5:00 AM,-492,0.172,0.292,-37,
6/5/2013 6:00 AM,-492,0.171,0.291,-38,
6/5/2013 7:00 AM,-492,0.171,0.290,-38,
6/5/2013 8:00 AM,-492,0.170,0.290,-39,
6/5/2013 9:00 AM,-492,0.169,0.288,-40,
6/5/2013 10:00 AM,-492,0.168,0.286,-41,
6/5/2013 11:00 AM,-492,0.168,0.283,-42,
6/5/2013 12:00 PM,-492,0.168,0.280,-43,
6/5/2013 1:00 PM,-492,0.167,0.275,-44,
6/5/2013 2:00 PM,-487,0.166,0.272,-45,
6/5/2013 3:00 PM,-487,0.165,0.269,-44,
6/5/2013 4:00 PM,-487,0.165,0.265,-44,
6/5/2013 5:00 PM,-482,0.164,0.262,-44,
6/5/2013 6:00 PM,-482,0.163,0.259,-44,
6/5/2013 7:00 PM,-487,0.163,0.257,-44,
6/5/2013 8:00 PM,-487,0.162,0.255,-45,
6/5/2013 9:00 PM,-487,0.162,0.254,-46,
6/5/2013 10:00 PM,-487,0.161,0.254,-46,
6/5/2013 11:00 PM,-482,0.158,0.253,-47,
6/6/2013 12:00 AM,-482,0.155,0.253,-48,
6/6/2013 1:00 AM,-487,0.155,0.253,-49,
6/6/2013 2:00 AM,-487,0.156,0.253,-49,
6/6/2013 3:00 AM,-487,0.155,0.253,-51,
6/6/2013 4:00 AM,-487,0.154,0.251,-52,
6/6/2013 5:00 AM,-487,0.154,0.251,-52,
6/6/2013 6:00 AM,-487,0.155,0.251,-53,
6/6/2013 7:00 AM,-492,0.154,0.251,-53,
6/6/2013 8:00 AM,-492,0.154,0.250,-54,
6/6/2013 9:00 AM,-492,0.155,0.249,-55,
6/6/2013 10:00 AM,-492,0.156,0.247,-55,
6/6/2013 11:00 AM,-492,0.155,0.244,-56,
6/6/2013 12:00 PM,-492,0.155,0.242,-56,
6/6/2013 1:00 PM,-492,0.155,0.238,-57,
6/6/2013 2:00 PM,-492,0.155,0.235,-57,
6/6/2013 3:00 PM,-487,0.154,0.232,-57,
6/6/2013 4:00 PM,-487,0.152,0.230,-57,
6/6/2013 5:00 PM,-487,0.153,0.227,-58,
6/6/2013 6:00 PM,-482,0.155,0.225,-58,
6/6/2013 7:00 PM,-482,0.155,0.224,-59,
6/6/2013 8:00 PM,-487,0.154,0.222,-59,
6/6/2013 9:00 PM,-487,0.154,0.222,-59,
6/6/2013 10:00 PM,-487,0.153,0.222,-60,
6/6/2013 11:00 PM,-487,0.153,0.222,-61,
6/7/2013 12:00 AM,-487,0.152,0.222,-62,
6/7/2013 1:00 AM,-487,0.151,0.222,-62,
6/7/2013 2:00 AM,-487,0.151,0.222,-63,
6/7/2013 3:00 AM,-487,0.151,0.222,-63,
6/7/2013 4:00 AM,-487,0.151,0.221,-64,
6/7/2013 5:00 AM,-487,0.150,0.220,-64,
6/7/2013 6:00 AM,-492,0.150,0.220,-64,
6/7/2013 7:00 AM,-492,0.149,0.221,-65,
6/7/2013 8:00 AM,-492,0.148,0.220,-65,
6/7/2013 9:00 AM,-492,0.148,0.220,-66,
6/7/2013 10:00 AM,-492,0.148,0.220,-66,
6/7/2013 11:00 AM,-492,0.147,0.220,-66,
6/7/2013 12:00 PM,-492,0.147,0.220,-66,
6/7/2013 1:00 PM,-492,0.147,0.219,-67,
6/7/2013 2:00 PM,-492,0.147,0.218,-67,
6/7/2013 3:00 PM,-492,0.147,0.217,-68,
6/7/2013 4:00 PM,-492,0.147,0.215,-68,
6/7/2013 5:00 PM,-497,0.147,0.214,-68,
6/7/2013 6:00 PM,-23,0.262,0.367,-20,
6/7/2013 7:00 PM,-18,0.455,0.409,-19,
6/7/2013 8:00 PM,-18,0.434,0.396,-20,
6/7/2013 9:00 PM,-19,0.421,0.392,-21,
6/7/2013 10:00 PM,-18,0.415,0.389,-21,
6/7/2013 11:00 PM,-18,0.412,0.389,-21,
6/8/2013 12:00 AM,-18,0.408,0.389,-20,
6/8/2013 1:00 AM,-18,0.406,0.389,-20,
6/8/2013 2:00 AM,-18,0.403,0.389,-20,
6/8/2013 3:00 AM,-18,0.400,0.388,-21,
6/8/2013 4:00 AM,-18,0.395,0.387,-20,
6/8/2013 5:00 AM,-18,0.391,0.385,-20,
6/8/2013 6:00 AM,-18,0.387,0.383,-20,
6/8/2013 7:00 AM,-18,0.383,0.383,-20,
6/8/2013 8:00 AM,-17,0.379,0.381,-20,
6/8/2013 9:00 AM,-17,0.375,0.380,-19,
6/8/2013 10:00 AM,-17,0.371,0.379,-19,
6/8/2013 11:00 AM,-17,0.367,0.378,-19,
6/8/2013 12:00 PM,-17,0.363,0.377,-19,
6/8/2013 1:00 PM,-17,0.359,0.376,-18,
6/8/2013 2:00 PM,-17,0.355,0.375,-18,
6/8/2013 3:00 PM,-17,0.350,0.374,-18,
6/8/2013 4:00 PM,-17,0.346,0.373,-18,
6/8/2013 5:00 PM,-17,0.342,0.372,-18,
6/8/2013 6:00 PM,-17,0.337,0.371,-17,
6/8/2013 7:00 PM,-17,0.333,0.371,-17,
6/8/2013 8:00 PM,-17,0.329,0.370,-18,
6/8/2013 9:00 PM,-17,0.326,0.370,-18,
6/8/2013 10:00 PM,-17,0.322,0.370,-17,
6/8/2013 11:00 PM,-17,0.320,0.369,-17,
6/9/2013 12:00 AM,-17,0.316,0.369,-17,
6/9/2013 1:00 AM,-17,0.313,0.369,-17,
6/9/2013 2:00 AM,-17,0.310,0.369,-17,
6/9/2013 3:00 AM,-17,0.307,0.368,-17,
6/9/2013 4:00 AM,-17,0.304,0.368,-17,
6/9/2013 5:00 AM,-17,0.302,0.368,-17,
6/9/2013 6:00 AM,-17,0.299,0.368,-17,
6/9/2013 7:00 AM,-17,0.297,0.368,-17,
6/9/2013 8:00 AM,-17,0.294,0.368,-17,
6/9/2013 9:00 AM,-17,0.292,0.367,-16,
6/9/2013 10:00 AM,-17,0.287,0.367,-16,
6/9/2013 11:00 AM,-17,0.283,0.366,-16,
6/9/2013 12:00 PM,-17,0.279,0.366,-16,
6/9/2013 1:00 PM,-18,0.274,0.364,-16,
6/9/2013 2:00 PM,-18,0.269,0.364,-16,
6/9/2013 3:00 PM,-18,0.264,0.362,-16,
6/9/2013 4:00 PM,-18,0.259,0.362,-16,
6/9/2013 5:00 PM,-18,0.256,0.362,-16,
6/9/2013 6:00 PM,-18,0.253,0.361,-16,
6/9/2013 7:00 PM,-18,0.251,0.361,-16,
6/9/2013 8:00 PM,-18,0.249,0.361,-16,
6/9/2013 9:00 PM,-18,0.247,0.361,-16,
6/9/2013 10:00 PM,-18,0.246,0.361,-16,
6/9/2013 11:00 PM,-18,0.245,0.361,-16,
6/10/2013 12:00 AM,-18,0.243,0.361,-16,
6/10/2013 1:00 AM,-18,0.242,0.361,-16,
6/10/2013 2:00 AM,-18,0.242,0.361,-16,
6/10/2013 3:00 AM,-19,0.241,0.361,-17,
6/10/2013 4:00 AM,-19,0.240,0.361,-17,
6/10/2013 5:00 AM,-19,0.239,0.361,-17,
6/10/2013 6:00 AM,-19,0.238,0.361,-17,
6/10/2013 7:00 AM,-19,0.236,0.361,-17,
6/10/2013 8:00 AM,-19,0.236,0.361,-17,
6/10/2013 9:00 AM,-19,0.235,0.361,-17,
6/10/2013 10:00 AM,-19,0.233,0.360,-17,
6/10/2013 11:00 AM,-19,0.230,0.358,-17,
6/10/2013 12:00 PM,-20,0.229,0.357,-17,
6/10/2013 1:00 PM,-20,0.226,0.356,-17,
6/10/2013 2:00 PM,-20,0.224,0.355,-17,
6/10/2013 3:00 PM,-20,0.222,0.355,-17,
6/10/2013 4:00 PM,-20,0.220,0.354,-17,
6/10/2013 5:00 PM,-21,0.219,0.353,-17,
6/10/2013 6:00 PM,-21,0.218,0.351,-17,
6/10/2013 7:00 PM,-21,0.216,0.348,-17,
6/10/2013 8:00 PM,-21,0.215,0.349,-17,
6/10/2013 9:00 PM,-21,0.214,0.351,-18,
6/10/2013 10:00 PM,-21,0.213,0.351,-18,
6/10/2013 11:00 PM,-21,0.213,0.351,-18,
6/11/2013 12:00 AM,-21,0.213,0.351,-18,
6/11/2013 1:00 AM,-21,0.212,0.350,-18,
6/11/2013 2:00 AM,-21,0.211,0.350,-18,
6/11/2013 3:00 AM,-21,0.211,0.350,-18,
6/11/2013 4:00 AM,-21,0.210,0.350,-18,
6/11/2013 5:00 AM,-21,0.209,0.350,-19,
6/11/2013 6:00 AM,-22,0.209,0.350,-19,
6/11/2013 7:00 AM,-22,0.208,0.350,-19,
6/11/2013 8:00 AM,-22,0.207,0.350,-19,
6/11/2013 9:00 AM,-22,0.207,0.349,-19,
6/11/2013 10:00 AM,-22,0.207,0.349,-19,
6/11/2013 11:00 AM,-22,0.206,0.348,-19,
6/11/2013 12:00 PM,-23,0.205,0.347,-19,
6/11/2013 1:00 PM,-23,0.204,0.346,-19,
6/11/2013 2:00 PM,-23,0.203,0.344,-20,
6/11/2013 3:00 PM,-24,0.202,0.342,-20,
6/11/2013 4:00 PM,-24,0.202,0.339,-19,
6/11/2013 5:00 PM,-25,0.202,0.334,-19,
6/11/2013 6:00 PM,-25,0.202,0.332,-19,
6/11/2013 7:00 PM,-26,0.201,0.331,-19,
6/11/2013 8:00 PM,-26,0.200,0.330,-19,
6/11/2013 9:00 PM,-26,0.200,0.330,-20,
6/11/2013 10:00 PM,-26,0.199,0.331,-20,
6/11/2013 11:00 PM,-25,0.198,0.338,-20,
6/12/2013 12:00 AM,-26,0.197,0.338,-21,
6/12/2013 1:00 AM,-26,0.197,0.338,-21,
6/12/2013 2:00 AM,-26,0.196,0.338,-21,
6/12/2013 3:00 AM,-26,0.196,0.338,-21,
6/12/2013 4:00 AM,-26,0.196,0.338,-21,
6/12/2013 5:00 AM,-26,0.195,0.338,-21,
6/12/2013 6:00 AM,-26,0.194,0.338,-21,
6/12/2013 7:00 AM,-26,0.194,0.337,-22,
6/12/2013 8:00 AM,-26,0.193,0.337,-22,
6/12/2013 9:00 AM,-26,0.193,0.337,-22,
6/12/2013 10:00 AM,-27,0.192,0.336,-22,
6/12/2013 11:00 AM,-27,0.191,0.334,-22,
6/12/2013 12:00 PM,-28,0.191,0.333,-22,
6/12/2013 1:00 PM,-29,0.191,0.332,-22,
6/12/2013 2:00 PM,-30,0.191,0.327,-22,
6/12/2013 3:00 PM,-31,0.191,0.321,-23,
6/12/2013 4:00 PM,-33,0.191,0.319,-22,
6/12/2013 5:00 PM,-34,0.191,0.316,-23,
6/12/2013 6:00 PM,-34,0.191,0.315,-23,
6/12/2013 7:00 PM,-34,0.191,0.313,-23,
6/12/2013 8:00 PM,-34,0.190,0.313,-23,
6/12/2013 9:00 PM,-34,0.189,#N/A,-23,
6/12/2013 10:00 PM,-34,0.189,-0.141,-24,
6/12/2013 11:00 PM,-34,0.188,0.320,-24,
6/13/2013 12:00 AM,-34,0.187,0.321,-24,
6/13/2013 1:00 AM,-34,0.186,0.321,-25,
6/13/2013 2:00 AM,-34,0.185,0.321,-25,
6/13/2013 3:00 AM,-34,0.185,0.321,-25,
6/13/2013 4:00 AM,-34,0.185,0.321,-26,
6/13/2013 5:00 AM,-34,0.185,0.321,-26,
6/13/2013 6:00 AM,-34,0.184,0.321,-26,
6/13/2013 7:00 AM,-34,0.183,0.321,-26,
6/13/2013 8:00 AM,-34,0.183,0.321,-27,
