Measurement Time,m³/m³ VWC,kPa Potential,°C Temp,kPa Potential,m³/m³ VWC,None
25 Jun 2013 3:00 PM,-0.223,-27.7,20.0,-276,0.091,
25 Jun 2013 4:00 PM,-0.216,-27.9,20.2,-276,0.091,
25 Jun 2013 5:00 PM,-0.213,-28.3,20.5,-279,0.091,
25 Jun 2013 6:00 PM,-0.207,-28.6,20.7,-279,0.091,
25 Jun 2013 7:00 PM,-0.213,-28.7,20.9,-281,0.091,
25 Jun 2013 8:00 PM,#N/A,-28.7,21.0,-281,0.091,
25 Jun 2013 9:00 PM,#N/A,-28.8,21.1,-281,0.091,
25 Jun 2013 10:00 PM,#N/A,-28.8,21.2,-284,0.091,
25 Jun 2013 11:00 PM,#N/A,-28.9,21.2,-287,0.091,
26 Jun 2013 12:00 AM,#N/A,-29.0,21.1,-284,0.091,
26 Jun 2013 1:00 AM,#N/A,-29.1,21.1,-287,0.091,
26 Jun 2013 2:00 AM,#N/A,-29.2,21.0,-287,0.090,
26 Jun 2013 3:00 AM,#N/A,-29.3,20.9,-290,0.090,
26 Jun 2013 4:00 AM,#N/A,-29.5,20.8,-292,0.090,
26 Jun 2013 5:00 AM,#N/A,-29.5,20.7,-292,0.089,
26 Jun 2013 6:00 AM,#N/A,-29.6,20.6,-295,0.089,
26 Jun 2013 7:00 AM,#N/A,-29.7,20.5,-295,0.089,
26 Jun 2013 8:00 AM,#N/A,-29.9,20.4,-298,0.089,
26 Jun 2013 9:00 AM,#N/A,-30.1,20.3,-298,0.089,
26 Jun 2013 10:00 AM,#N/A,-30.5,20.2,-301,0.089,
26 Jun 2013 11:00 AM,#N/A,-31.0,20.1,-298,0.089,
26 Jun 2013 12:00 PM,#N/A,-31.6,20.0,-298,0.089,
26 Jun 2013 1:00 PM,#N/A,-32.4,20.0,-298,0.089,
26 Jun 2013 2:00 PM,#N/A,-33.1,20.1,-301,0.089,
26 Jun 2013 3:00 PM,-0.223,-33.4,20.3,-301,0.089,
26 Jun 2013 4:00 PM,-0.221,-33.8,20.6,-301,0.089,
26 Jun 2013 5:00 PM,-0.229,-34.3,20.9,-301,0.089,
26 Jun 2013 6:00 PM,-0.221,-34.6,21.1,-304,0.089,
26 Jun 2013 7:00 PM,#N/A,-34.8,21.4,-307,0.089,
26 Jun 2013 8:00 PM,#N/A,-34.9,21.5,-310,0.089,
26 Jun 2013 9:00 PM,#N/A,-35.0,21.7,-310,0.089,
26 Jun 2013 10:00 PM,#N/A,-35.0,21.7,-313,0.089,
26 Jun 2013 11:00 PM,#N/A,-35.0,21.7,-313,0.089,
27 Jun 2013 12:00 AM,#N/A,-35.0,21.7,-313,0.089,
27 Jun 2013 1:00 AM,#N/A,-35.1,21.7,-316,0.089,
27 Jun 2013 2:00 AM,#N/A,-35.2,21.6,-316,0.089,
27 Jun 2013 3:00 AM,#N/A,-35.2,21.5,-319,0.089,
27 Jun 2013 4:00 AM,#N/A,-35.3,21.4,-319,0.089,
27 Jun 2013 5:00 AM,#N/A,-35.4,21.3,-319,0.089,
27 Jun 2013 6:00 AM,#N/A,-35.6,21.2,-322,0.089,
27 Jun 2013 7:00 AM,#N/A,-35.8,21.1,-325,0.089,
27 Jun 2013 8:00 AM,#N/A,-35.9,21.0,-322,0.088,
27 Jun 2013 9:00 AM,#N/A,-36.3,20.9,-325,0.088,
27 Jun 2013 10:00 AM,#N/A,-36.9,20.7,-325,0.088,
27 Jun 2013 11:00 AM,#N/A,-37.7,20.6,-325,0.088,
27 Jun 2013 12:00 PM,#N/A,-38.8,20.6,-329,0.088,
27 Jun 2013 1:00 PM,#N/A,-40.0,20.6,-325,0.088,
27 Jun 2013 2:00 PM,#N/A,-40.9,20.6,-329,0.088,
27 Jun 2013 3:00 PM,#N/A,-41.3,20.8,-329,0.088,
27 Jun 2013 4:00 PM,#N/A,-41.8,21.0,-332,0.088,
27 Jun 2013 5:00 PM,#N/A,-42.1,21.2,-332,0.088,
27 Jun 2013 6:00 PM,#N/A,-42.1,21.4,-332,0.088,
27 Jun 2013 7:00 PM,#N/A,-41.9,21.5,-332,0.088,
27 Jun 2013 8:00 PM,#N/A,-42.0,21.5,-335,0.088,
27 Jun 2013 9:00 PM,#N/A,-42.1,21.5,-335,0.087,
27 Jun 2013 10:00 PM,#N/A,-42.1,21.4,-335,0.087,
