Measurement Time,m³/m³ VWC,kPa Potential,°C Temp,kPa Potential,m³/m³ VWC,None
4/5/2014 1:00 PM,#N/A,#N/A,#N/A,-462,0.064,
4/5/2014 2:00 PM,#N/A,#N/A,#N/A,-462,0.064,
4/5/2014 3:00 PM,#N/A,#N/A,#N/A,-462,0.064,
4/5/2014 4:00 PM,#N/A,#N/A,#N/A,-462,0.065,
4/5/2014 5:00 PM,#N/A,#N/A,#N/A,-462,0.065,
4/5/2014 6:00 PM,#N/A,#N/A,#N/A,-462,0.065,
4/5/2014 7:00 PM,#N/A,#N/A,#N/A,-462,0.065,
4/5/2014 8:00 PM,#N/A,#N/A,#N/A,-467,0.065,
4/5/2014 9:00 PM,#N/A,#N/A,#N/A,-467,0.065,
4/5/2014 10:00 PM,#N/A,#N/A,#N/A,-467,0.065,
4/5/2014 11:00 PM,#N/A,#N/A,#N/A,-467,0.065,
4/6/2014 12:00 AM,#N/A,#N/A,#N/A,-467,0.065,
4/6/2014 1:00 AM,#N/A,#N/A,#N/A,-467,0.065,
4/6/2014 2:00 AM,#N/A,#N/A,#N/A,-467,0.064,
4/6/2014 3:00 AM,#N/A,#N/A,#N/A,-467,0.064,
4/6/2014 4:00 AM,#N/A,#N/A,#N/A,-472,0.064,
4/6/2014 5:00 AM,#N/A,#N/A,#N/A,-467,0.064,
4/6/2014 6:00 AM,#N/A,#N/A,#N/A,-472,0.064,
4/6/2014 7:00 AM,#N/A,#N/A,#N/A,-472,0.064,
4/6/2014 8:00 AM,#N/A,#N/A,#N/A,-472,0.063,
4/6/2014 9:00 AM,#N/A,#N/A,#N/A,-472,0.063,
4/6/2014 10:00 AM,#N/A,#N/A,#N/A,-472,0.062,
4/6/2014 11:00 AM,#N/A,#N/A,#N/A,-472,0.062,
4/6/2014 12:00 PM,#N/A,#N/A,#N/A,-472,0.062,
4/6/2014 1:00 PM,#N/A,#N/A,#N/A,-472,0.063,
4/6/2014 2:00 PM,#N/A,#N/A,#N/A,-472,0.063,
4/6/2014 3:00 PM,#N/A,#N/A,#N/A,-472,0.064,
4/6/2014 4:00 PM,#N/A,#N/A,#N/A,-472,0.064,
4/6/2014 5:00 PM,#N/A,#N/A,#N/A,-472,0.064,
4/6/2014 6:00 PM,#N/A,#N/A,#N/A,-472,0.064,
4/6/2014 7:00 PM,#N/A,#N/A,#N/A,-472,0.064,
4/6/2014 8:00 PM,#N/A,#N/A,#N/A,-472,0.064,
