Measurement Time,m³/m³ VWC,kPa Potential,°C Temp,kPa Potential,m³/m³ VWC,None
8/18/2013 1:00 AM,#N/A,-1783.3,20.3,-359,0.085,
8/18/2013 2:00 AM,#N/A,-1785.4,20.2,-359,0.085,
8/18/2013 3:00 AM,#N/A,-1797.7,20.2,-359,0.084,
8/18/2013 4:00 AM,#N/A,-1804.0,20.1,-363,0.084,
8/18/2013 5:00 AM,#N/A,-1809.8,20.0,-363,0.084,
8/18/2013 6:00 AM,#N/A,-1823.6,20.0,-363,0.084,
8/18/2013 7:00 AM,#N/A,-1825.7,19.9,-363,0.084,
8/18/2013 8:00 AM,#N/A,-1845.1,19.8,-366,0.084,
8/18/2013 9:00 AM,#N/A,-1863.5,19.8,-363,0.084,
8/18/2013 10:00 AM,#N/A,-1878.1,19.7,-363,0.084,
8/18/2013 11:00 AM,#N/A,-1898.6,19.6,-363,0.084,
8/18/2013 12:00 PM,#N/A,-1920.1,19.6,-363,0.083,
8/18/2013 1:00 PM,#N/A,-1925.0,19.5,-366,0.083,
8/18/2013 2:00 PM,#N/A,-1919.7,19.5,-366,0.083,
8/18/2013 3:00 PM,#N/A,-1911.3,19.6,-366,0.083,
8/18/2013 4:00 PM,#N/A,-1883.8,19.7,-366,0.083,
8/18/2013 5:00 PM,#N/A,-1816.9,19.9,-366,0.083,
8/18/2013 6:00 PM,#N/A,-1808.5,19.9,-366,0.083,
8/18/2013 7:00 PM,#N/A,-1801.1,20.0,-366,0.083,
8/18/2013 8:00 PM,#N/A,-1799.0,19.9,-370,0.083,
8/18/2013 9:00 PM,#N/A,-1812.3,19.9,-370,0.083,
8/18/2013 10:00 PM,#N/A,-1814.4,19.9,-370,0.083,
8/18/2013 11:00 PM,#N/A,-1821.1,19.8,-370,0.083,
8/19/2013 12:00 AM,#N/A,-1830.7,19.7,-370,0.083,
8/19/2013 1:00 AM,#N/A,-1841.3,19.6,-374,0.083,
8/19/2013 2:00 AM,#N/A,-1860.1,19.6,-374,0.083,
8/19/2013 3:00 AM,#N/A,-1880.7,19.4,-374,0.083,
8/19/2013 4:00 AM,#N/A,-1897.3,19.4,-374,0.083,
8/19/2013 5:00 AM,#N/A,-1925.4,19.3,-374,0.083,
8/19/2013 6:00 AM,#N/A,-1942.3,19.2,-378,0.083,
8/19/2013 7:00 AM,#N/A,-1968.0,19.1,-378,0.083,
8/19/2013 8:00 AM,#N/A,-1997.2,19.0,-378,0.083,
8/19/2013 9:00 AM,#N/A,-2020.3,19.0,-378,0.083,
8/19/2013 10:00 AM,#N/A,-2062.2,18.9,-378,0.083,
8/19/2013 11:00 AM,#N/A,-2091.8,18.8,-378,0.083,
8/19/2013 12:00 PM,#N/A,-2099.1,18.7,-374,0.083,
8/19/2013 1:00 PM,#N/A,-2101.5,18.7,-374,0.083,
8/19/2013 2:00 PM,#N/A,-2081.3,18.8,-374,0.084,
8/19/2013 3:00 PM,#N/A,-2065.0,18.9,-370,0.084,
8/19/2013 4:00 PM,#N/A,-2006.0,19.0,-370,0.084,
8/19/2013 5:00 PM,#N/A,-1941.0,19.2,-370,0.085,
8/19/2013 6:00 PM,#N/A,-1888.1,19.4,-370,0.085,
8/19/2013 7:00 PM,#N/A,-1850.7,19.6,-370,0.085,
8/19/2013 8:00 PM,#N/A,-1837.9,19.7,-370,0.086,
8/19/2013 9:00 PM,#N/A,-1819.8,19.8,-370,0.086,
8/19/2013 10:00 PM,#N/A,-1816.5,19.8,-370,0.086,
8/19/2013 11:00 PM,#N/A,-1813.5,19.8,-370,0.086,
8/20/2013 12:00 AM,#N/A,-1812.7,19.8,-370,0.085,
8/20/2013 1:00 AM,#N/A,-1818.1,19.7,-370,0.085,
8/20/2013 2:00 AM,#N/A,-1833.3,19.7,-370,0.085,
8/20/2013 3:00 AM,#N/A,-1837.9,19.6,-374,0.085,
8/20/2013 4:00 AM,#N/A,-1856.2,19.5,-374,0.085,
8/20/2013 5:00 AM,#N/A,-1886.8,19.4,-374,0.085,
8/20/2013 6:00 AM,#N/A,-1903.4,19.3,-374,0.084,
8/20/2013 7:00 AM,#N/A,-1927.2,19.2,-374,0.084,
8/20/2013 8:00 AM,#N/A,-1961.7,19.1,-378,0.084,
8/20/2013 9:00 AM,#N/A,-1993.5,19.0,-378,0.084,
8/20/2013 10:00 AM,#N/A,-2021.3,18.9,-378,0.084,
8/20/2013 11:00 AM,#N/A,-2050.3,18.8,-374,0.084,
8/20/2013 12:00 PM,#N/A,-2066.5,18.8,-374,0.084,
8/20/2013 1:00 PM,#N/A,-2070.7,18.7,-370,0.084,
8/20/2013 2:00 PM,#N/A,-2070.7,18.8,-374,0.084,
8/20/2013 3:00 PM,#N/A,-2033.9,18.9,-374,0.085,
8/20/2013 4:00 PM,#N/A,-1987.6,19.0,-370,0.085,
8/20/2013 5:00 PM,#N/A,-1930.8,19.2,-370,0.086,
8/20/2013 6:00 PM,#N/A,-1885.1,19.4,-370,0.086,
8/20/2013 7:00 PM,#N/A,-1848.5,19.5,-370,0.086,
8/20/2013 8:00 PM,#N/A,-1825.7,19.6,-370,0.086,
8/20/2013 9:00 PM,#N/A,-1818.1,19.7,-370,0.086,
8/20/2013 10:00 PM,#N/A,-1812.7,19.8,-370,0.086,
8/20/2013 11:00 PM,#N/A,-1807.7,19.8,-370,0.086,
8/21/2013 12:00 AM,#N/A,-1810.2,19.8,-374,0.085,
8/21/2013 1:00 AM,#N/A,-1820.2,19.7,-370,0.085,
8/21/2013 2:00 AM,#N/A,-1824.0,19.7,-374,0.085,
8/21/2013 3:00 AM,#N/A,-1832.4,19.6,-374,0.085,
8/21/2013 4:00 AM,#N/A,-1849.0,19.5,-374,0.085,
8/21/2013 5:00 AM,#N/A,-1861.3,19.4,-374,0.085,
8/21/2013 6:00 AM,#N/A,-1879.9,19.3,-374,0.084,
8/21/2013 7:00 AM,#N/A,-1907.8,19.2,-378,0.084,
8/21/2013 8:00 AM,#N/A,-1925.4,19.1,-374,0.084,
8/21/2013 9:00 AM,#N/A,-1953.1,19.1,-378,0.084,
8/21/2013 10:00 AM,#N/A,-1997.2,19.0,-378,0.084,
8/21/2013 11:00 AM,#N/A,-2010.6,18.9,-374,0.084,
8/21/2013 12:00 PM,#N/A,-2058.9,18.8,-374,0.084,
8/21/2013 1:00 PM,#N/A,-2061.2,18.8,-374,0.084,
8/21/2013 2:00 PM,#N/A,-2032.5,18.8,-374,0.085,
8/21/2013 3:00 PM,#N/A,-2003.7,18.9,-374,0.085,
8/21/2013 4:00 PM,#N/A,-1948.6,19.1,-370,0.085,
8/21/2013 5:00 PM,#N/A,-1889.0,19.3,-370,0.085,
8/21/2013 6:00 PM,#N/A,-1852.8,19.5,-370,0.085,
8/21/2013 7:00 PM,#N/A,-1825.3,19.7,-370,0.086,
8/21/2013 8:00 PM,#N/A,-1798.6,19.8,-370,0.085,
8/21/2013 9:00 PM,#N/A,-1787.0,19.9,-374,0.085,
8/21/2013 10:00 PM,#N/A,-1776.7,20.0,-370,0.085,
8/21/2013 11:00 PM,#N/A,-1772.7,20.0,-370,0.085,
8/22/2013 12:00 AM,#N/A,-1767.4,20.0,-374,0.084,
8/22/2013 1:00 AM,#N/A,-1776.3,20.0,-374,0.084,
8/22/2013 2:00 AM,#N/A,-1780.4,19.9,-374,0.084,
8/22/2013 3:00 AM,#N/A,-1794.4,19.8,-374,0.084,
8/22/2013 4:00 AM,#N/A,-1803.5,19.8,-374,0.084,
8/22/2013 5:00 AM,#N/A,-1811.9,19.7,-378,0.084,
8/22/2013 6:00 AM,#N/A,-1827.4,19.6,-378,0.084,
8/22/2013 7:00 AM,#N/A,-1841.7,19.5,-378,0.084,
8/22/2013 8:00 AM,#N/A,-1856.6,19.4,-378,0.084,
8/22/2013 9:00 AM,#N/A,-1869.5,19.3,-378,0.084,
8/22/2013 10:00 AM,#N/A,-1902.1,19.2,-374,0.084,
8/22/2013 11:00 AM,#N/A,-1932.5,19.1,-374,0.084,
8/22/2013 12:00 PM,#N/A,-1960.3,19.0,-370,0.084,
8/22/2013 1:00 PM,#N/A,-1957.2,19.0,-374,0.084,
8/22/2013 2:00 PM,#N/A,-1949.5,19.1,-374,0.084,
8/22/2013 3:00 PM,#N/A,-1917.0,19.2,-374,0.084,
8/22/2013 4:00 PM,#N/A,-1875.5,19.3,-374,0.084,
8/22/2013 5:00 PM,#N/A,-1852.8,19.4,-370,0.084,
8/22/2013 6:00 PM,#N/A,-1829.5,19.6,-370,0.084,
8/22/2013 7:00 PM,#N/A,-1821.1,19.6,-374,0.084,
8/22/2013 8:00 PM,#N/A,-1815.2,19.7,-374,0.084,
8/22/2013 9:00 PM,#N/A,-1815.6,19.7,-374,0.084,
8/22/2013 10:00 PM,#N/A,-1813.1,19.7,-374,0.084,
8/22/2013 11:00 PM,#N/A,-1814.8,19.7,-370,0.084,
8/23/2013 12:00 AM,#N/A,-1811.0,19.6,-374,0.084,
8/23/2013 1:00 AM,#N/A,-1828.2,19.6,-374,0.084,
8/23/2013 2:00 AM,#N/A,-1841.7,19.5,-374,0.084,
8/23/2013 3:00 AM,#N/A,-1851.1,19.4,-374,0.084,
8/23/2013 4:00 AM,#N/A,-1874.7,19.3,-374,0.084,
8/23/2013 5:00 AM,#N/A,-1900.3,19.2,-374,0.084,
8/23/2013 6:00 AM,#N/A,-1919.7,19.1,-378,0.084,
8/23/2013 7:00 AM,#N/A,-1944.6,19.1,-378,0.084,
8/23/2013 8:00 AM,#N/A,-1987.6,19.0,-378,0.084,
8/23/2013 9:00 AM,#N/A,-1988.0,18.9,-378,0.083,
8/23/2013 10:00 AM,#N/A,-2031.1,18.8,-378,0.083,
8/23/2013 11:00 AM,#N/A,-2041.9,18.8,-378,0.083,
8/23/2013 12:00 PM,#N/A,-2074.1,18.7,-378,0.083,
8/23/2013 1:00 PM,#N/A,-2086.1,18.7,-374,0.083,
8/23/2013 2:00 PM,#N/A,-2088.0,18.6,-374,0.083,
8/23/2013 3:00 PM,#N/A,-2081.3,18.7,-378,0.083,
8/23/2013 4:00 PM,#N/A,-2050.3,18.8,-378,0.083,
8/23/2013 5:00 PM,#N/A,-2040.5,18.8,-374,0.083,
8/23/2013 6:00 PM,#N/A,-1994.9,18.9,-374,0.083,
8/23/2013 7:00 PM,#N/A,-1986.2,19.0,-374,0.084,
8/23/2013 8:00 PM,#N/A,-1985.3,18.9,-378,0.084,
8/23/2013 9:00 PM,#N/A,-1984.8,18.9,-378,0.083,
8/23/2013 10:00 PM,#N/A,-1994.0,18.9,-378,0.083,
8/23/2013 11:00 PM,#N/A,-2014.8,18.9,-378,0.083,
8/24/2013 12:00 AM,#N/A,-2021.3,18.8,-378,0.083,
8/24/2013 1:00 AM,#N/A,-2036.7,18.7,-378,0.083,
8/24/2013 2:00 AM,#N/A,-2065.0,18.7,-378,0.083,
8/24/2013 3:00 AM,#N/A,-2100.5,18.6,-378,0.083,
8/24/2013 4:00 AM,#N/A,-2101.0,18.5,-378,0.083,
8/24/2013 5:00 AM,#N/A,-2123.9,18.5,-378,0.083,
8/24/2013 6:00 AM,#N/A,-2149.9,18.4,-378,0.083,
8/24/2013 7:00 AM,#N/A,-2143.0,18.4,-381,0.083,
8/24/2013 8:00 AM,#N/A,-2165.3,18.3,-381,0.083,
8/24/2013 9:00 AM,#N/A,-2182.4,18.2,-381,0.083,
8/24/2013 10:00 AM,#N/A,-2190.4,18.2,-381,0.083,
8/24/2013 11:00 AM,#N/A,-2200.5,18.1,-381,0.083,
8/24/2013 12:00 PM,#N/A,-2212.2,18.1,-378,0.083,
8/24/2013 1:00 PM,#N/A,-2216.3,18.1,-378,0.083,
8/24/2013 2:00 PM,#N/A,-2197.5,18.1,-378,0.083,
8/24/2013 3:00 PM,#N/A,-2173.8,18.2,-378,0.083,
8/24/2013 4:00 PM,#N/A,-2151.9,18.4,-374,0.083,
8/24/2013 5:00 PM,#N/A,-2100.0,18.5,-374,0.083,
8/24/2013 6:00 PM,#N/A,-2054.1,18.7,-374,0.083,
8/24/2013 7:00 PM,#N/A,-1999.1,18.8,-374,0.084,
8/24/2013 8:00 PM,#N/A,-1956.7,18.9,-374,0.084,
8/24/2013 9:00 PM,#N/A,-1927.2,19.0,-374,0.084,
8/24/2013 10:00 PM,#N/A,-1905.6,19.1,-374,0.084,
8/24/2013 11:00 PM,#N/A,-1892.5,19.1,-374,0.083,
8/25/2013 12:00 AM,#N/A,-1900.3,19.1,-374,0.083,
8/25/2013 1:00 AM,#N/A,-1913.9,19.0,-374,0.083,
8/25/2013 2:00 AM,#N/A,-1912.6,19.0,-374,0.083,
8/25/2013 3:00 AM,#N/A,-1943.7,19.0,-378,0.083,
8/25/2013 4:00 AM,#N/A,-1978.0,18.9,-378,0.083,
8/25/2013 5:00 AM,#N/A,-1986.7,18.8,-378,0.083,
8/25/2013 6:00 AM,#N/A,-2017.6,18.7,-378,0.083,
8/25/2013 7:00 AM,#N/A,-2040.5,18.7,-378,0.083,
8/25/2013 8:00 AM,#N/A,-2069.3,18.6,-378,0.083,
8/25/2013 9:00 AM,#N/A,-2092.8,18.5,-378,0.083,
8/25/2013 10:00 AM,#N/A,-2114.1,18.5,-378,0.083,
8/25/2013 11:00 AM,#N/A,-2127.8,18.4,-374,0.083,
8/25/2013 12:00 PM,#N/A,-2140.6,18.4,-374,0.083,
8/25/2013 1:00 PM,#N/A,-2124.8,18.4,-374,0.083,
8/25/2013 2:00 PM,#N/A,-2119.5,18.4,-374,0.083,
8/25/2013 3:00 PM,#N/A,-2104.9,18.5,-374,0.083,
8/25/2013 4:00 PM,#N/A,-2061.2,18.6,-370,0.083,
8/25/2013 5:00 PM,#N/A,-2006.0,18.8,-370,0.083,
8/25/2013 6:00 PM,#N/A,-1953.1,19.0,-374,0.083,
8/25/2013 7:00 PM,#N/A,-1901.2,19.1,-370,0.083,
8/25/2013 8:00 PM,#N/A,-1883.8,19.2,-374,0.083,
8/25/2013 9:00 PM,#N/A,-1861.8,19.3,-374,0.083,
8/25/2013 10:00 PM,#N/A,-1849.4,19.3,-374,0.083,
8/25/2013 11:00 PM,#N/A,-1846.0,19.3,-374,0.083,
8/26/2013 12:00 AM,#N/A,-1849.0,19.3,-374,0.083,
8/26/2013 1:00 AM,#N/A,-1857.1,19.3,-374,0.083,
8/26/2013 2:00 AM,#N/A,-1869.1,19.3,-374,0.083,
8/26/2013 3:00 AM,#N/A,-1874.7,19.2,-374,0.083,
8/26/2013 4:00 AM,#N/A,-1882.5,19.2,-374,0.083,
8/26/2013 5:00 AM,#N/A,-1910.8,19.1,-378,0.082,
8/26/2013 6:00 AM,#N/A,-1941.9,19.0,-378,0.082,
8/26/2013 7:00 AM,#N/A,-1965.3,19.0,-378,0.082,
8/26/2013 8:00 AM,#N/A,-1986.2,18.9,-378,0.082,
8/26/2013 9:00 AM,#N/A,-2011.5,18.8,-378,0.082,
8/26/2013 10:00 AM,#N/A,-2036.2,18.7,-378,0.082,
8/26/2013 11:00 AM,#N/A,-2061.2,18.6,-374,0.082,
8/26/2013 12:00 PM,#N/A,-2087.5,18.6,-374,0.082,
8/26/2013 1:00 PM,#N/A,-2094.7,18.6,-374,0.082,
8/26/2013 2:00 PM,#N/A,-2080.3,18.6,-374,0.083,
8/26/2013 3:00 PM,#N/A,-2065.5,18.7,-374,0.083,
8/26/2013 4:00 PM,#N/A,-2023.1,18.8,-374,0.083,
8/26/2013 5:00 PM,#N/A,-2004.6,18.9,-378,0.083,
8/26/2013 6:00 PM,#N/A,-1952.7,19.0,-378,0.083,
8/26/2013 7:00 PM,#N/A,-1914.8,19.1,-374,0.083,
8/26/2013 8:00 PM,#N/A,-1885.1,19.2,-378,0.083,
8/26/2013 9:00 PM,#N/A,-1867.4,19.3,-378,0.083,
8/26/2013 10:00 PM,#N/A,-1853.6,19.4,-378,0.083,
8/26/2013 11:00 PM,#N/A,-1849.4,19.4,-378,0.083,
8/27/2013 12:00 AM,#N/A,-1843.9,19.4,-378,0.083,
8/27/2013 1:00 AM,#N/A,-1854.9,19.4,-378,0.083,
8/27/2013 2:00 AM,#N/A,-1856.2,19.4,-378,0.083,
8/27/2013 3:00 AM,#N/A,-1871.2,19.3,-381,0.082,
8/27/2013 4:00 AM,#N/A,-1874.7,19.3,-381,0.082,
8/27/2013 5:00 AM,#N/A,-1893.3,19.2,-381,0.082,
8/27/2013 6:00 AM,#N/A,-1910.8,19.2,-378,0.082,
8/27/2013 7:00 AM,#N/A,-1925.0,19.1,-378,0.082,
8/27/2013 8:00 AM,#N/A,-1943.7,19.0,-381,0.082,
8/27/2013 9:00 AM,#N/A,-1963.0,19.0,-378,0.081,
8/27/2013 10:00 AM,#N/A,-1993.1,18.9,-381,0.081,
8/27/2013 11:00 AM,#N/A,-2013.4,18.9,-381,0.081,
8/27/2013 12:00 PM,#N/A,-2021.3,18.8,-381,0.081,
8/27/2013 1:00 PM,#N/A,-2052.2,18.7,-378,0.081,
8/27/2013 2:00 PM,#N/A,-2070.3,18.7,-381,0.081,
8/27/2013 3:00 PM,#N/A,-2076.5,18.7,-381,0.081,
8/27/2013 4:00 PM,#N/A,-2067.4,18.7,-378,0.081,
8/27/2013 5:00 PM,#N/A,-2073.1,18.7,-378,0.081,
8/27/2013 6:00 PM,#N/A,-2072.7,18.7,-381,0.081,
8/27/2013 7:00 PM,#N/A,-2055.5,18.7,-378,0.081,
8/27/2013 8:00 PM,#N/A,-2051.3,18.8,-378,0.081,
8/27/2013 9:00 PM,#N/A,-2043.3,18.8,-381,0.081,
8/27/2013 10:00 PM,#N/A,-2039.0,18.8,-381,0.081,
8/27/2013 11:00 PM,#N/A,-2041.4,18.8,-381,0.081,
8/28/2013 12:00 AM,#N/A,-2055.5,18.8,-381,0.081,
8/28/2013 1:00 AM,#N/A,-2052.2,18.7,-381,0.081,
8/28/2013 2:00 AM,#N/A,-2067.9,18.7,-381,0.081,
8/28/2013 3:00 AM,#N/A,-2091.8,18.6,-381,0.081,
8/28/2013 4:00 AM,#N/A,-2103.9,18.6,-385,0.081,
8/28/2013 5:00 AM,#N/A,-2114.1,18.6,-385,0.081,
8/28/2013 6:00 AM,#N/A,-2147.5,18.5,-385,0.081,
8/28/2013 7:00 AM,#N/A,-2147.5,18.5,-385,0.081,
8/28/2013 8:00 AM,#N/A,-2167.8,18.4,-385,0.081,
8/28/2013 9:00 AM,#N/A,-2173.3,18.4,-385,0.081,
8/28/2013 10:00 AM,#N/A,-2192.9,18.3,-385,0.080,
8/28/2013 11:00 AM,#N/A,-2192.9,18.3,-385,0.080,
8/28/2013 12:00 PM,#N/A,-2188.4,18.2,-385,0.080,
8/28/2013 1:00 PM,#N/A,-2192.9,18.2,-385,0.079,
8/28/2013 2:00 PM,#N/A,-2184.9,18.2,-385,0.080,
8/28/2013 3:00 PM,#N/A,-2189.4,18.2,-381,0.080,
8/28/2013 4:00 PM,#N/A,-2171.3,18.3,-381,0.080,
8/28/2013 5:00 PM,#N/A,-2163.8,18.4,-381,0.081,
8/28/2013 6:00 PM,#N/A,-2159.9,18.4,-381,0.081,
8/28/2013 7:00 PM,#N/A,-2127.8,18.5,-381,0.081,
8/28/2013 8:00 PM,#N/A,-2108.3,18.6,-381,0.081,
8/28/2013 9:00 PM,#N/A,-2075.0,18.7,-381,0.081,
8/28/2013 10:00 PM,#N/A,-2063.6,18.8,-381,0.081,
8/28/2013 11:00 PM,#N/A,-2038.1,18.8,-381,0.081,
8/29/2013 12:00 AM,#N/A,-2031.5,18.8,-381,0.081,
8/29/2013 1:00 AM,#N/A,-2021.7,18.8,-385,0.081,
8/29/2013 2:00 AM,#N/A,-2024.1,18.8,-381,0.081,
8/29/2013 3:00 AM,#N/A,-2034.4,18.8,-385,0.081,
