"datet","PC1","PC2","PC3","PC4","PC5"
2010-10-23,-134.255568236634,-5.86829469764595,-5.58248339777978,3.41261547281156,-2.47315141521271
2010-10-24,-131.07857985869,-8.48964204239255,7.19957179587633,-2.15850279952955,5.08946434963349
2010-10-25,-126.050952834553,-16.5470795478348,-1.60887957586572,-0.731943674161409,-5.3228522981064
2010-10-26,-125.774732260753,-24.6794391791395,-0.456101042032584,1.22585622870484,-5.6995209006562
2010-10-27,-133.81722209703,-26.349001655037,-2.49176452739976,2.23291681149771,-7.29886536373229
2010-10-28,-106.612446341362,-20.9729327847288,-3.83108445740002,0.693408453021307,-4.6499410922483
2010-10-29,-137.61394052626,-26.6219662899557,-1.74212221735029,1.54483218875597,-7.3561583898506
2010-10-30,-158.091831973073,-28.7583447112477,-2.05580885422811,2.29211893864515,-5.65223852939749
2010-10-31,-146.223380120494,-26.5548008249734,-2.9533886170694,1.90803724118759,-7.15830428413418
2010-11-01,-140.0984550822,-27.3149637741682,-2.16478793638896,1.28089608125507,-4.99818680143861
2010-11-02,-95.2743238070877,-21.8056731600231,-1.48563594543792,1.30124575868821,-3.87987283718313
2010-11-03,-97.6133897409924,-19.9937641347319,-2.79568988449399,1.21475918694755,-4.49543149169287
2010-11-04,-92.16520179783,-20.0260344558934,-2.85978645104989,3.42839299585601,-4.0570732446881
2010-11-05,-116.565625312013,-24.0431775210462,-2.5789499105189,3.49576345607175,-5.64415884720898
2010-11-06,-128.418140815519,-24.7946689766337,-4.02617026954534,3.57309122081435,-6.82827951398714
2010-11-07,-132.058401128741,-25.2635367251939,-2.44276834643533,2.09707334443543,-6.33184924532642
2010-11-08,-135.221173329506,-22.8311309105845,-2.15845281119305,2.36608831424046,-6.28361495891697
2010-11-09,-115.128288702622,-22.1394065126128,-2.27850182910168,-0.325430459050097,-5.23213103223134
2010-11-10,-106.677714862788,-23.5270545846494,-2.78801858179186,2.42486562377748,-6.55145959146419
2010-11-11,-130.134915532953,-26.0096064394104,-2.52936716955144,1.37987876924686,-6.31273512451776
2010-11-12,-85.5051451170589,-14.2319302400275,-0.504658208611213,1.02720726772014,-3.66764491411368
2010-11-13,-96.1197215090502,-24.9698828966626,-4.16067630273769,1.11788680092958,-7.1643638468915
2010-11-14,-95.916779205807,-23.6381136054382,-3.81900509928601,-0.327571897173642,-7.17318944205249
2010-11-15,-71.7478975759504,-17.2095349093219,-3.52302973923588,-1.693303977812,-4.56022929216373
2010-11-16,-74.1223152536686,-20.6474975105503,-2.51135726248086,0.578143704642147,-6.87145757929216
2010-11-17,-89.6730967419925,-21.9836826557359,-2.73163812356511,-2.81370929420862,-4.9475832181239
2010-11-18,-102.678337495432,-26.700226134572,-2.62279469125854,1.28679512858416,-5.87820393345517
2010-11-19,-114.382216755038,-24.8110477073036,-2.58471933152511,-0.211298373264087,-8.18608141797192
2010-11-20,-123.423247845654,-22.4791008098305,-2.12339645625067,0.386459842502792,-7.30702656231432
2010-11-21,-118.544750704883,-21.5133925670772,-1.86303987622482,0.510398162977235,-7.42079688052757
2010-11-22,-109.010448351907,-22.7102944493578,-2.09325491220863,-0.278759418950691,-5.86743536464237
2010-11-23,-117.25615923273,-26.0915854341264,-2.80653770829408,0.924309038924889,-7.98852846039983
2010-11-24,-114.004315354135,-21.8191347110484,-2.0643964802547,-1.46243232681193,-6.76814781749259
2010-11-25,-95.7670287350042,-21.9509770123481,-2.71477643957653,-2.52057852235893,-5.96964645633463
2010-11-26,-68.3133628368633,-27.4799956874739,-2.44667841945086,1.3409126481854,-6.92055180829536
2010-11-27,-91.98208898258,-22.252093291951,-2.69743570100012,-2.76862266533138,-6.03509847573646
2010-11-28,-99.5966889513012,-21.9724284175162,-2.3779727502947,-0.467218462708104,-5.3326986882356
2010-11-29,-73.9911379943221,-11.6307386179394,-1.77001214844989,-1.61055631611742,-3.16180727854921
2010-11-30,-38.3719001539366,-25.4554965808078,-2.43484687572438,1.00985745985762,-6.09944401877139
2010-12-01,-92.8583021434445,-29.0619183603764,-3.0072166588666,0.67353117215478,-6.20537053445143
2010-12-02,-124.130040293271,-32.370915270972,-5.64193016198899,-1.52279332869252,-6.04585222036982
2010-12-03,-126.791729280512,-29.0773464288922,-4.36706371461284,-0.287219426985085,-5.80716649135638
2010-12-04,-100.883167877419,-21.0939646322324,-2.36024599357311,-0.298719151101587,-3.73564293891447
2010-12-05,-108.512365020389,-27.6321879764568,-4.88449705158245,-0.0378066609060417,-3.65369842688564
2010-12-06,-114.633728568356,-30.3950913587181,-3.94387125392438,-0.210473279940352,-5.74069419368458
2010-12-07,-104.182126293364,-26.6056388817395,-4.78342847519546,-1.38653689971258,-4.11405168124915
2010-12-08,-87.6500655726821,-30.3353060093578,-4.10701251984398,-1.15567433550729,-6.90045321772733
2010-12-09,-108.955243788929,-26.7726060237039,-2.24279835826246,-1.20322834418524,-8.04673750561406
2010-12-10,-109.097218800443,-27.3626066841813,-2.74107454543885,-0.0790130717285935,-7.17144438256719
2010-12-11,-106.384145243308,-28.8205490808394,-4.79814604322471,0.959183125147376,-6.21752705650157
2010-12-12,-76.7568164679141,-20.9818777555692,-4.64581936827936,0.392336851762379,-4.2566505981651
2010-12-13,-99.8882029385488,-30.856341605694,-4.4642889915496,-0.00646739296656262,-7.47071256367364
2010-12-14,-122.579625411574,-30.8302298533564,-4.99391031166403,0.347415292184969,-7.44045953381515
2010-12-15,-105.374119313814,-26.6660395989309,-3.53177560651517,0.165974903542889,-6.29965852916084
2010-12-16,-99.5287351348575,-27.9082274233317,-3.74421318361321,1.01462240542353,-5.52531274944362
2010-12-17,-75.1324099925604,-21.7274484593066,-3.23978826280676,-0.885562754089524,-5.12498690264191
2010-12-18,-79.9949628101252,-24.4840690596287,-2.98260945089315,-0.689043722173805,-7.25330782486087
2010-12-19,-99.1409085893578,-26.8189773749144,-2.50351863869046,0.523682550174953,-7.57148496096251
2010-12-20,-99.7219882581294,-18.6504908352612,-2.5746270733027,-1.67853015248748,-5.45248732555332
2010-12-21,-119.639925043726,-29.9886317313048,-3.98853015707261,0.430341377097582,-7.34674246641529
2010-12-22,-131.491517753888,-28.2583350906034,-4.0659801943856,-0.947194797238684,-5.05237542525163
2010-12-23,-113.481045272603,-28.6171933098908,-3.32707575687147,0.746298688113849,-7.5700144697582
2010-12-24,-65.2818827602729,-10.3398887236088,-2.00030646222196,-1.29133116040806,-2.83395707128479
2010-12-25,-54.6748288519015,-23.8855069676089,-4.8755461040515,-1.70579707515226,-3.98952507128777
2010-12-26,-79.0681094932501,-27.6682523466613,-3.58372748973481,1.39057608917756,-8.76264747299043
2010-12-27,-87.9543021268476,-26.0185093142083,-1.71940002600936,-1.82336174421169,-7.69611521977344
2010-12-28,-89.7156529459913,-26.9682518997711,-2.59860219380026,-1.35470229026784,-7.5697180534675
2010-12-29,-74.7174556892539,-21.7285074045575,-2.92324944392354,-0.2779797523231,-6.42762485725803
2010-12-30,-82.1538228794185,-20.5935849401717,-2.93191508899866,0.539667368484861,-4.27696539181333
2010-12-31,-68.0514191666587,-16.1342796881949,-1.16853483280113,-0.535870563503631,-3.59958903182985
2011-01-01,-36.3834475843988,-21.7544201406994,-1.74347499374219,-0.0512494037553393,-8.29585648588364
2011-01-02,-70.1870805097227,-22.6825615738875,-0.571616398867278,-1.73423941414969,-7.28143312041363
2011-01-03,-89.75784349666,-26.9291682588929,-1.52347938180306,-2.37694023837897,-8.55787805429221
2011-01-04,-89.875926238021,-24.0291239126368,-2.26355042244857,-2.13419746436843,-6.91049830281614
2011-01-05,-65.8190448159473,-17.5994148806646,-2.3529481434828,-2.41746730408516,-4.5574445402801
2011-01-06,-88.0298098272213,-22.0613580822738,-2.77016686854446,-0.476689765382784,-7.83088167392492
2011-01-07,-90.1986726224503,-20.4649656527463,-4.08070025007262,-0.694234613284713,-2.66069875721045
2011-01-08,-84.0727111986814,-26.8193042403282,-2.33914128246981,-1.03400831442716,-7.02823611902568
2011-01-09,-62.5101068856424,-23.3724424967719,-2.28945125754493,0.775077179685269,-5.97385982105267
2011-01-10,-77.3627529819467,-27.272389898542,-3.20044717050272,0.909087911702373,-7.06750173492202
2011-01-11,-57.3961247046433,-17.7125720456326,-4.10950379235238,3.92161416261525,-1.40425306847647
2011-01-12,-51.2676692928869,-17.7567467669869,-3.52301536906349,-1.29833472348855,-0.799421752010173
2011-01-13,-71.3234009859731,-25.0084020986405,-2.56461707655122,0.127512988060348,-7.11008758129049
2011-01-14,-100.716295648093,-29.1034309422187,-3.89025463273115,0.0662897559360984,-6.62384237347813
2011-01-15,-81.7966743308642,-22.5415258971387,-4.81118498213673,1.17180575824572,-3.87021931140342
2011-01-16,-87.5328780230473,-23.2659900140981,-7.39072172336866,3.52646127156707,-2.826622377559
