"datet","PC1","PC2","PC3","PC4","PC5"
2010-10-23,-76.2464533817253,1.15803992656046,1.33381288577311,0.315405358806697,-2.63646982082275
2010-10-24,-44.0831502505089,-5.64925596783844,5.00439668711504,-4.49716096876738,3.04596225918303
2010-10-25,-70.7191362154622,3.39766450640677,-0.193307749636135,-1.53675605127827,-0.240188893121015
2010-10-26,-57.377732499515,5.86191570232753,-0.83800240921225,-3.47749540450819,0.0264223844509401
2010-10-27,-48.5678715327291,-14.5081731560525,0.937783203913274,-3.52900841696634,-1.57908541500829
2010-10-28,-28.031105066736,-11.7821226137737,2.41518343972915,-1.85542337467655,-1.85082954185069
2010-10-29,-24.8370845938276,-20.8653578401745,-1.29402249382504,-0.893369410034914,-0.934784118483803
2010-10-30,-41.9099549527746,-28.1031785422713,-1.06667081506705,-1.78750944415178,1.43991178846348
2010-10-31,-62.0818070571811,-23.6731134459136,-0.677890154833646,-3.2900371475569,0.0492015722351811
2010-11-01,-44.9368067536913,-22.9434648630938,-1.50867801293335,-4.57756097078581,0.710157199711858
2010-11-02,-10.0592168789579,-9.84460339774983,-3.060721178021,-1.56937756809883,-0.795951903462267
2010-11-03,-11.6547786263261,-18.1726761506699,-2.5839500244789,-1.99789353480415,-0.328061348047527
2010-11-04,-5.16245204582363,-8.63574339433808,0.881516511124409,-0.134499847639132,-2.13988727415671
2010-11-05,-10.958085970345,-20.3778216825166,-1.21177668809887,-1.18069156922975,1.35960132997069
2010-11-06,-23.7551504959471,-28.4451832581594,2.10347784872268,0.479260284679998,-0.431326834056341
2010-11-07,-35.5828557831476,-32.0595168111835,3.07681686750366,-0.461763709436025,-2.08333917084804
2010-11-08,-44.2100388466555,-28.5621095943062,8.25488211244341,1.94750114138396,-0.530100455391152
2010-11-09,-30.3225704232923,-18.938686152094,3.42669945948639,-1.69391032750244,-1.75470974976704
2010-11-10,-14.8903086479755,-14.7860406666201,-1.59704547290371,-4.16052647009058,-0.335931556307949
2010-11-11,-27.6605498822548,-20.0478066652109,0.654422234875111,-2.37039635717424,0.20577978851307
2010-11-12,-12.2261167595181,-6.29513138158271,2.79426690378043,-1.25412643360158,-0.150153585109224
2010-11-13,14.7826545574889,-21.0473401517557,-1.19711709460457,-0.925105974748628,1.79334712186226
2010-11-14,-3.3147561555959,-20.8595132899595,1.08251825096746,-1.04907297686068,0.558542413753823
2010-11-15,-17.7241215374824,-6.43494523262362,5.01781943478414,-7.09989881134179,0.401106681168492
2010-11-16,10.8915820293452,-9.95595217480081,-0.237177334053417,-2.4304315082695,0.359688642192126
2010-11-17,-30.1504766765386,6.03362956386071,-2.52605323983209,-4.68293773071966,-0.533397656534109
2010-11-18,15.4039532443467,-21.1909262900366,-0.489364552996758,-1.11451249349029,0.790618953008147
2010-11-19,-16.5463627032188,-21.5848700474921,-1.32630319458452,-2.42266621344569,-0.446092998084729
2010-11-20,-33.0246493994535,-23.1941206917206,6.17240957355378,-1.8730462690868,1.5358517318696
2010-11-21,-49.9771347758684,-13.2169389711805,3.47065877663321,-3.45084778582306,2.64892992031496
2010-11-22,-57.5724603582137,-0.393819198822097,5.28281921108783,-4.2478614015776,1.23340785595247
2010-11-23,-13.1081998696055,-26.960602046878,-1.67642214420468,-3.28994683165125,1.03512977544138
2010-11-24,-33.5084499899035,-21.0389155920981,0.901390284084888,-1.61036527266864,0.381257555290822
2010-11-25,-35.9695708043207,-6.60583172699581,3.12522129104687,-7.69921000596183,-0.21235715922941
2010-11-26,30.943942822057,-15.2990903179832,2.92903565284451,-3.36760998171084,0.455514400063579
2010-11-27,18.1647911059989,-28.7936531400068,0.842913138522523,-1.23348496534136,1.19951210719815
2010-11-28,-32.9498023094588,-10.8138476126319,13.90967307426,-2.94483334456866,-0.444926311635351
2010-11-29,3.37609081757679,4.25251433121729,-1.60899526966142,-2.05629470694102,0.24799972394909
2010-11-30,55.1729039620874,-9.22364577983757,-0.435327399452191,-2.48025916776501,0.613210368792368
2010-12-01,18.8793454152936,-12.4602565850506,7.71165766883206,-2.55225437683638,2.67432589507988
2010-12-02,-11.2636143058627,-24.1169692738757,-0.637464449500015,-3.487957784828,1.47065699524496
2010-12-03,-21.5486495803199,-31.6492508851757,-0.0175560572620874,-2.75179256092248,0.697155022379187
2010-12-04,-29.5758498081609,-19.8781318945045,-0.34360975163886,-6.43744641605461,-1.40414579913282
2010-12-05,0.613849539257149,-19.619347195091,-2.91762971138804,0.710186547499316,1.40118357110888
2010-12-06,-9.37104423083177,-30.7451770099457,-1.98623159258492,0.0928886723728368,0.196030369020086
2010-12-07,-35.4062805153348,-22.9970871892545,2.34081915312915,-2.77858522404277,-1.1154416222757
2010-12-08,16.5174917878375,-17.2209325961124,-0.595940174953285,-3.08561570902548,0.6124119121017
2010-12-09,-17.4649540502996,-22.7561659882089,9.51577320124283,0.824531280762924,0.76461966218231
2010-12-10,-40.141950162545,-23.6951884335863,2.05774140455126,-9.92406645512328,-0.399113527093134
2010-12-11,-46.7299521546859,1.02663403181826,-2.3685484018637,-5.46242157974944,-0.198410883545897
2010-12-12,22.1110611955727,-8.99655487747181,-0.742952920895199,-1.37423964602921,0.965030344001047
2010-12-13,4.57179069536828,-20.312471252164,0.61553212532942,-2.46100165399824,1.15171420263363
2010-12-14,-16.2890003858381,-29.5781237526661,3.32646195266805,-1.03847119321212,1.52316135767276
2010-12-15,-42.0911023593328,-17.7225365994779,1.59584393834605,-9.62938952442849,0.546612636051894
2010-12-16,-27.9412291402553,-10.473249599202,-0.40397312729167,-9.90811107091053,-1.04654706326529
2010-12-17,-7.05901668707639,-13.4373245532868,0.977337522375764,-2.1874081793543,0.0859960008883279
2010-12-18,-8.92437171697475,-10.1285842482649,-1.44863671049502,-1.65055170324464,-0.595296147640592
2010-12-19,-35.5754986581721,-1.24621065379147,2.19560793333636,-5.60030252928674,1.882767687033
2010-12-20,-41.3631512156383,-17.2728906282282,6.28487558079815,-4.84867449930717,0.27080019366036
2010-12-21,-37.2251927637321,-24.5358409322475,9.94819590169207,1.35754755974625,-0.901628702053692
2010-12-22,-27.4118152375688,-28.1777721894106,-1.45834967051509,-2.6563387285659,-1.85610155938621
2010-12-23,-36.3338474704831,-8.47285008120776,4.95200067782859,2.23297865262748,0.538640186228783
2010-12-24,-5.31054353239543,3.24184913698918,2.71411355423761,-5.11886314462861,0.484753041687338
2010-12-25,28.5792491333624,-16.3528000543918,-1.98691236596189,-0.675294465407391,-0.036970781543733
2010-12-26,29.4812459801395,-21.0982114410104,-0.0885467377466211,-2.16777325033793,-0.66395986537737
2010-12-27,-7.90571522025645,-20.1584096223579,3.45184303848898,0.677626473912296,-0.483076938102718
2010-12-28,-4.37619003551943,-21.4785712605736,-1.17556362541319,-2.61995182438911,-0.0292367110698293
2010-12-29,-2.54643575899582,-19.7732351804453,1.49695982792771,-5.1817753181887,-2.28092520330526
2010-12-30,-26.3623179057304,9.75244460954512,1.321656132032,-2.87993984589037,-0.146406803283755
2010-12-31,10.3084095249188,3.23476376123664,0.943816487392216,-1.3411327454567,0.959224885025599
2011-01-01,33.1382435994309,-2.66148119435451,0.0133296566996555,-1.74405975018379,0.0458670871462075
2011-01-02,29.3966155714354,-9.20907082949016,-0.192462413720205,-3.23010084239704,-0.128968752159225
2011-01-03,-12.5619425017229,-12.0674515723298,8.24207473956118,-1.13269844489357,-1.50165191083911
2011-01-04,-2.26241743815864,-22.9935977189268,-0.7743983786585,-3.2141842472352,0.946271404783928
2011-01-05,-17.0668146508263,-1.62759537691593,-0.0690298462147942,-7.67052572244026,-1.66513887570016
2011-01-06,-5.09503963218584,-10.5267831922691,-1.51862367837436,-6.0457124258716,-0.573468394958476
2011-01-07,-41.0762766381581,4.27984113978865,-0.222193499344196,-3.81903763014007,-1.22351139226045
2011-01-08,-5.35260317910247,-24.5033353991403,-1.57565007874645,-1.87879704981763,-0.23799548330831
