"year" "month" "day" "downscaled.tmax.degC"
1978 11 23 23.64
1978 11 24 20.54
1978 11 25 24.06
1978 11 26 25.62
1978 11 27 22.99
1978 11 28 17.64
1978 11 29 7.92
1978 11 30 3.35
1978 12 1 2.12
1978 12 2 7.64
1978 12 3 13.66
1978 12 4 13.44
1978 12 5 14.17
1978 12 6 17.75
1978 12 7 18.39
1978 12 8 14.47
1978 12 9 14.78
1978 12 10 8.44
1978 12 11 17.35
1978 12 12 22.5
1978 12 13 25.16
1978 12 14 25.87
1978 12 15 23.46
1978 12 16 18.57
1978 12 17 12.95
1978 12 18 11.43
1978 12 19 13.62
1978 12 20 16.26
1978 12 21 14.78
1978 12 22 15.33
1978 12 23 12.36
1978 12 24 15.36
1978 12 25 14.73
1978 12 26 16.06
1978 12 27 16.66
1978 12 28 10.45
1978 12 29 5.33
1978 12 30 -7.11
1978 12 31 -0.65
1979 1 1 5.41
1979 1 2 8.14
1979 1 3 6.94
1979 1 4 9.5
1979 1 5 13.46
1979 1 6 11.86
1979 1 7 6.66
1979 1 8 8.19
1979 1 9 8.26
1979 1 10 0.81
1979 1 11 11.15
1979 1 12 7.36
1979 1 13 11.94
1979 1 14 14.76
1979 1 15 15.66
1979 1 16 13.34
1979 1 17 12.42
1979 1 18 13.32
1979 1 19 18.05
1979 1 20 11.57
1979 1 21 2.02
1979 1 22 7.37
1979 1 23 12.59
1979 1 24 12.67
1979 1 25 9.41
1979 1 26 15.92
1979 1 27 17.09
1979 1 28 15.26
1979 1 29 14.37
1979 1 30 18.74
1979 1 31 22.23
1979 2 1 19.91
1979 2 2 14.43
1979 2 3 13.72
1979 2 4 20.29
1979 2 5 17.38
1979 2 6 12.5
1979 2 7 15.38
1979 2 8 13.6
1979 2 9 15.13
1979 2 10 17.5
1979 2 11 14.66
1979 2 12 15.71
1979 2 13 20.46
1979 2 14 18.06
1979 2 15 20.68
1979 2 16 23.5
1979 2 17 18.63
1979 2 18 17.34
1979 2 19 17.79
1979 2 20 20.71
1979 2 21 22.58
1979 2 22 23.63
1979 2 23 21.11
1979 2 24 15.85
1979 2 25 18.55
1979 2 26 19.06
1979 2 27 17
1979 2 28 16.82
1979 3 1 11.67
1979 3 2 19.01
1979 3 3 25.04
1979 3 4 23.34
1979 3 5 16.67
1979 3 6 20.61
1979 3 7 19.77
1979 3 8 17.33
1979 3 9 20.59
1979 3 10 19.54
1979 3 11 13.36
1979 3 12 13.17
1979 3 13 13.39
1979 3 14 17.53
1979 3 15 25.17
1979 3 16 26.87
1979 3 17 21.38
1979 3 18 17.16
1979 3 19 23.53
1979 3 20 23.58
1979 3 21 22.44
1979 3 22 20.9
1979 3 23 23.77
1979 3 24 26.57
1979 3 25 25.33
1979 3 26 20.51
1979 3 27 17.61
1979 3 28 22.7
1979 3 29 29.09
1979 3 30 30.19
1979 3 31 31.1
1979 4 1 28.38
1979 4 2 25.46
1979 4 3 27.78
1979 4 4 23.63
1979 4 5 17.53
1979 4 6 20.69
1979 4 7 28.66
1979 4 8 30.36
1979 4 9 29.95
1979 4 10 27.17
1979 4 11 24.79
1979 4 12 25.06
1979 4 13 27.16
1979 4 14 29.68
1979 4 15 24.25
1979 4 16 22.61
1979 4 17 26.29
1979 4 18 27.09
1979 4 19 28.47
1979 4 20 29.09
1979 4 21 27.53
1979 4 22 23.31
1979 4 23 27.13
1979 4 24 30.74
1979 4 25 28.05
1979 4 26 30.41
1979 4 27 29.67
1979 4 28 29.71
1979 4 29 32.01
1979 4 30 28.06
1979 5 1 22.97
1979 5 2 29.7
1979 5 3 29.14
1979 5 4 25.39
1979 5 5 30.06
1979 5 6 30.01
1979 5 7 27.4
1979 5 8 30.97
1979 5 9 31.13
1979 5 10 30.29
1979 5 11 29.77
1979 5 12 30.13
1979 5 13 27.66
1979 5 14 30.31
1979 5 15 28.12
1979 5 16 27.1
1979 5 17 29.95
1979 5 18 31.93
1979 5 19 33.25
1979 5 20 34.25
1979 5 21 35.51
1979 5 22 36.09
1979 5 23 34.75
1979 5 24 33.29
1979 5 25 31.07
1979 5 26 23.43
1979 5 27 21.62
1979 5 28 22.4
1979 5 29 17.66
1979 5 30 15.94
1979 5 31 22.56
1979 6 1 22.06
1979 6 2 23.91
1979 6 3 24.73
1979 6 4 28.18
1979 6 5 31.27
1979 6 6 31.5
1979 6 7 26.68
1979 6 8 22.73
1979 6 9 25.97
1979 6 10 29.96
1979 6 11 31.98
1979 6 12 33.15
1979 6 13 33.73
1979 6 14 35.06
1979 6 15 34.15
1979 6 16 33.62
1979 6 17 33.38
1979 6 18 33.21
1979 6 19 33.14
1979 6 20 34.32
1979 6 21 35.4
1979 6 22 35.21
1979 6 23 35.02
1979 6 24 35.07
1979 6 25 35.11
1979 6 26 36.09
1979 6 27 35.51
1979 6 28 35.04
1979 6 29 34.67
1979 6 30 32.2
1979 7 1 26.43
1979 7 2 24.87
1979 7 3 27.25
1979 7 4 28.67
1979 7 5 29.09
1979 7 6 32.55
1979 7 7 34.72
1979 7 8 35.98
1979 7 9 37.23
1979 7 10 37.82
1979 7 11 36.78
1979 7 12 35.99
1979 7 13 36.7
1979 7 14 38.83
1979 7 15 40.5
1979 7 16 41.6
1979 7 17 40.32
1979 7 18 38.07
1979 7 19 37.18
1979 7 20 35.47
1979 7 21 33.63
1979 7 22 30.5
1979 7 23 28.14
1979 7 24 31.28
1979 7 25 33.03
1979 7 26 35
1979 7 27 35.39
1979 7 28 34.99
1979 7 29 33.69
1979 7 30 32.34
1979 7 31 32.95
1979 8 1 31.42
1979 8 2 31.76
1979 8 3 33.5
1979 8 4 34.14
1979 8 5 33.09
1979 8 6 33.03
1979 8 7 32.36
1979 8 8 32.82
1979 8 9 33.67
1979 8 10 34.64
1979 8 11 34.81
1979 8 12 34.44
1979 8 13 33.92
1979 8 14 33.31
1979 8 15 33.44
1979 8 16 31.45
1979 8 17 32.37
1979 8 18 31.68
1979 8 19 32.33
1979 8 20 31.61
1979 8 21 32.04
1979 8 22 31.19
1979 8 23 31.42
1979 8 24 32.06
1979 8 25 34
1979 8 26 35.16
1979 8 27 34.3
1979 8 28 33.71
1979 8 29 34.97
1979 8 30 35.22
1979 8 31 35.42
1979 9 1 34.54
1979 9 2 33.18
1979 9 3 33.12
1979 9 4 32.82
1979 9 5 33.74
1979 9 6 33.14
1979 9 7 31.73
1979 9 8 32.82
1979 9 9 34.2
1979 9 10 34.73
1979 9 11 33.79
1979 9 12 33.94
1979 9 13 34.14
1979 9 14 33.99
1979 9 15 33.05
1979 9 16 31.98
1979 9 17 31.37
1979 9 18 32.39
1979 9 19 31.58
1979 9 20 32.44
1979 9 21 34.15
1979 9 22 35.21
1979 9 23 34.66
1979 9 24 32.58
1979 9 25 27.76
1979 9 26 15.81
1979 9 27 23.35
1979 9 28 29.54
1979 9 29 31.5
1979 9 30 27.54
1979 10 1 19.85
1979 10 2 24.49
1979 10 3 27.73
1979 10 4 25.9
1979 10 5 27.34
1979 10 6 29.01
1979 10 7 29.47
1979 10 8 27.86
1979 10 9 24.55
1979 10 10 26.65
1979 10 11 27.3
1979 10 12 25.31
1979 10 13 24.57
1979 10 14 25.7
1979 10 15 21.41
1979 10 16 16.39
1979 10 17 21.37
1979 10 18 20.48
1979 10 19 22.19
1979 10 20 25.34
1979 10 21 26.07
1979 10 22 23.6
1979 10 23 16.87
1979 10 24 14.9
1979 10 25 22.54
1979 10 26 23.72
1979 10 27 23.5
1979 10 28 24.31
1979 10 29 22.22
1979 10 30 23.18
1979 10 31 22.49
1979 11 1 24.7
1979 11 2 24.62
1979 11 3 24.76
1979 11 4 25.45
1979 11 5 24.25
1979 11 6 24.03
1979 11 7 25.48
1979 11 8 24.96
1979 11 9 20.7
1979 11 10 16.3
1979 11 11 19.9
1979 11 12 22.49
1979 11 13 23.33
1979 11 14 17.75
1979 11 15 13.09
1979 11 16 13.23
1979 11 17 17.2
1979 11 18 19.52
1979 11 19 23.5
1979 11 20 23.3
1979 11 21 24.85
1979 11 22 23.2
1979 11 23 19.38
1979 11 24 17.65
1979 11 25 18.54
1979 11 26 16.2
1979 11 27 15.79
1979 11 28 17.17
1979 11 29 18.52
1979 11 30 16.28
1979 12 1 10.34
1979 12 2 7.23
1979 12 3 15.69
1979 12 4 14.42
1979 12 5 10.21
1979 12 6 10.11
1979 12 7 9.82
1979 12 8 14
1979 12 9 18.21
1979 12 10 19.01
1979 12 11 16.68
1979 12 12 14.91
1979 12 13 13.16
1979 12 14 14.21
1979 12 15 17.25
1979 12 16 20.17
1979 12 17 20.4
1979 12 18 15.56
1979 12 19 16.94
1979 12 20 10.55
1979 12 21 17.73
1979 12 22 16.02
1979 12 23 17.13
1979 12 24 18.45
1979 12 25 19.66
1979 12 26 20
1979 12 27 14.98
1979 12 28 16.47
1979 12 29 18.91
1979 12 30 21.32
1979 12 31 20.92
1980 1 1 19.33
1980 1 2 12.83
1980 1 3 9.73
1980 1 4 3.52
1980 1 5 -2.36
1980 1 6 -1.31
1980 1 7 4.44
1980 1 8 8.24
1980 1 9 12.59
1980 1 10 12.49
1980 1 11 12.23
1980 1 12 12.89
1980 1 13 18.35
1980 1 14 22.36
1980 1 15 24.51
1980 1 16 21.95
1980 1 17 17.92
1980 1 18 12.91
1980 1 19 12.04
1980 1 20 10.96
1980 1 21 12.42
1980 1 22 12.76
1980 1 23 16.65
1980 1 24 19.42
1980 1 25 21.62
1980 1 26 23.41
1980 1 27 22.47
1980 1 28 19
1980 1 29 19.95
1980 1 30 21.28
1980 1 31 22.83
1980 2 1 22.22
1980 2 2 18.36
1980 2 3 22.71
1980 2 4 21.69
1980 2 5 18.68
1980 2 6 20.97
1980 2 7 22.62
1980 2 8 24.8
1980 2 9 24.04
1980 2 10 22.84
1980 2 11 22.21
1980 2 12 20.83
1980 2 13 20.32
1980 2 14 22.59
1980 2 15 18.18
1980 2 16 18.32
1980 2 17 21.57
1980 2 18 20.44
1980 2 19 21.49
1980 2 20 16.06
1980 2 21 16.34
1980 2 22 22.81
1980 2 23 18.53
1980 2 24 12.73
1980 2 25 22.11
1980 2 26 19.5
1980 2 27 13.49
1980 2 28 17.23
1980 3 1 19.3
1980 3 2 15.04
1980 3 3 25.25
1980 3 4 22.67
1980 3 5 16.32
1980 3 6 8.1
1980 3 7 13.13
1980 3 8 17.87
1980 3 9 20.61
1980 3 10 25.13
1980 3 11 24.97
1980 3 12 24.09
1980 3 13 17.47
1980 3 14 20.5
1980 3 15 20.6
1980 3 16 19.7
1980 3 17 18.03
1980 3 18 21.66
1980 3 19 25.58
1980 3 20 27.61
1980 3 21 24.87
1980 3 22 22.31
1980 3 23 25.64
1980 3 24 26.32
1980 3 25 21.53
1980 3 26 8
1980 3 27 11.01
1980 3 28 22.36
1980 3 29 18.85
1980 3 30 21.28
1980 3 31 21.83
1980 4 1 19.17
1980 4 2 15.32
1980 4 3 16.13
1980 4 4 19.56
1980 4 5 26.87
1980 4 6 27.12
1980 4 7 25.3
1980 4 8 21.59
1980 4 9 17.64
1980 4 10 17.69
1980 4 11 21.31
1980 4 12 24.46
1980 4 13 27.82
1980 4 14 28.97
1980 4 15 22.49
1980 4 16 21
1980 4 17 21.25
1980 4 18 23.45
1980 4 19 21.28
1980 4 20 25.25
1980 4 21 26.72
1980 4 22 22.89
1980 4 23 24.77
1980 4 24 28
1980 4 25 28.93
1980 4 26 28.16
1980 4 27 27.03
1980 4 28 30.12
1980 4 29 32.15
1980 4 30 30.87
1980 5 1 27.55
1980 5 2 27.03
1980 5 3 26.27
1980 5 4 22.18
1980 5 5 23.76
1980 5 6 21.9
1980 5 7 18.53
1980 5 8 25.32
1980 5 9 27.62
1980 5 10 27.02
1980 5 11 29.81
1980 5 12 31.67
1980 5 13 32.79
1980 5 14 34.36
1980 5 15 35.2
1980 5 16 32.94
1980 5 17 34.03
1980 5 18 33.59
1980 5 19 30.08
1980 5 20 27.98
1980 5 21 29.13
1980 5 22 31.01
1980 5 23 31.75
1980 5 24 33.66
1980 5 25 34.83
1980 5 26 34.87
1980 5 27 35.32
1980 5 28 35.87
1980 5 29 36.12
1980 5 30 35.44
1980 5 31 35.78
1980 6 1 33.13
1980 6 2 33.72
1980 6 3 35.04
1980 6 4 36.15
1980 6 5 38.02
1980 6 6 39.29
1980 6 7 39.12
1980 6 8 37.99
1980 6 9 35.52
1980 6 10 31.53
1980 6 11 34.58
1980 6 12 35.24
1980 6 13 35.31
1980 6 14 35.3
1980 6 15 36.61
1980 6 16 37.47
1980 6 17 36
1980 6 18 33.64
1980 6 19 29.36
1980 6 20 31.47
1980 6 21 34.87
1980 6 22 36.7
1980 6 23 38.25
1980 6 24 40.03
1980 6 25 39.88
1980 6 26 39.06
1980 6 27 39.07
1980 6 28 38.02
1980 6 29 36.07
1980 6 30 35.67
1980 7 1 34.96
1980 7 2 35.6
1980 7 3 37.64
1980 7 4 38.99
1980 7 5 38.99
1980 7 6 35.37
1980 7 7 33.39
1980 7 8 35.57
1980 7 9 41.04
1980 7 10 42.36
1980 7 11 40.45
1980 7 12 37.88
1980 7 13 35.46
1980 7 14 36.53
1980 7 15 37.59
1980 7 16 37.2
1980 7 17 37.73
1980 7 18 38.48
1980 7 19 38.08
1980 7 20 34.88
1980 7 21 32.03
1980 7 22 30
1980 7 23 32.63
1980 7 24 32.7
1980 7 25 31.07
1980 7 26 31.31
1980 7 27 28.8
1980 7 28 28.46
1980 7 29 30.82
1980 7 30 32.84
1980 7 31 34.49
1980 8 1 35.54
1980 8 2 36.41
1980 8 3 36.55
1980 8 4 36.61
1980 8 5 33.76
1980 8 6 33.72
1980 8 7 35.7
1980 8 8 35.69
1980 8 9 37.09
1980 8 10 38.03
1980 8 11 38.95
1980 8 12 38.8
1980 8 13 38.6
1980 8 14 37.61
1980 8 15 36
1980 8 16 34.51
1980 8 17 33.28
1980 8 18 32.87
1980 8 19 34.14
1980 8 20 34.32
1980 8 21 34.47
1980 8 22 34.14
1980 8 23 32.57
1980 8 24 32.74
1980 8 25 32.88
1980 8 26 32.13
1980 8 27 31.23
1980 8 28 31.26
1980 8 29 31.94
1980 8 30 33.59
1980 8 31 34.39
1980 9 1 35.85
1980 9 2 36.53
1980 9 3 35.91
1980 9 4 35.93
1980 9 5 35.53
1980 9 6 35.13
1980 9 7 34.84
1980 9 8 35.49
1980 9 9 34.1
1980 9 10 33.82
1980 9 11 33.87
1980 9 12 34.26
1980 9 13 33.85
1980 9 14 35.24
1980 9 15 34.65
1980 9 16 33.75
1980 9 17 31.2
1980 9 18 29.9
1980 9 19 31.33
1980 9 20 32.13
1980 9 21 33.01
1980 9 22 33.05
1980 9 23 31.69
1980 9 24 30.58
1980 9 25 29.79
1980 9 26 29.65
1980 9 27 26.28
1980 9 28 25.91
1980 9 29 25.27
1980 9 30 27.98
1980 10 1 29.37
1980 10 2 30.08
1980 10 3 30.38
1980 10 4 30.66
1980 10 5 30.1
1980 10 6 28.02
1980 10 7 27.3
1980 10 8 27.24
1980 10 9 27.68
1980 10 10 28.29
1980 10 11 26.27
1980 10 12 23.94
1980 10 13 26.84
1980 10 14 27.49
1980 10 15 28.78
1980 10 16 26.31
1980 10 17 22.39
1980 10 18 24.88
1980 10 19 26.84
1980 10 20 28.26
1980 10 21 24.86
1980 10 22 19.11
1980 10 23 22.07
1980 10 24 21.11
1980 10 25 22.05
1980 10 26 22.83
1980 10 27 24.09
1980 10 28 24.48
1980 10 29 25.04
1980 10 30 24.86
1980 10 31 25.87
1980 11 1 28.2
1980 11 2 28.07
1980 11 3 25.04
1980 11 4 25.82
1980 11 5 24.84
1980 11 6 23
1980 11 7 17.08
1980 11 8 19.28
1980 11 9 23.18
1980 11 10 25.15
1980 11 11 25.39
1980 11 12 25.26
1980 11 13 25.72
1980 11 14 24.72
1980 11 15 24.68
1980 11 16 24.4
1980 11 17 17.44
1980 11 18 9.4
1980 11 19 5.33
1980 11 20 5.48
1980 11 21 6.47
1980 11 22 8.96
1980 11 23 9.67
1980 11 24 13.63
1980 11 25 17.91
1980 11 26 20.18
1980 11 27 15.85
1980 11 28 15.61
1980 11 29 17.16
1980 11 30 14.59
1980 12 1 8.17
1980 12 2 7.96
1980 12 3 13.37
1980 12 4 16.78
1980 12 5 17.66
1980 12 6 18.97
1980 12 7 20.47
1980 12 8 13.68
1980 12 9 0.38
1980 12 10 2.66
1980 12 11 5.64
1980 12 12 8.75
1980 12 13 15.24
1980 12 14 15.35
1980 12 15 11.17
1980 12 16 16.4
1980 12 17 17.02
1980 12 18 15.08
1980 12 19 19.18
1980 12 20 16.48
1980 12 21 13.65
1980 12 22 19.02
1980 12 23 16.88
1980 12 24 17.08
1980 12 25 16.98
1980 12 26 21.81
1980 12 27 18.69
1980 12 28 19.69
1980 12 29 24.4
1980 12 30 23.96
1980 12 31 18.56
1981 1 1 12.75
1981 1 2 13.5
1981 1 3 18.42
1981 1 4 16.68
1981 1 5 15.93
1981 1 6 18.2
1981 1 7 21.08
1981 1 8 23.24
1981 1 9 22.76
1981 1 10 17.78
1981 1 11 16.46
1981 1 12 12.9
1981 1 13 12.76
1981 1 14 16.63
1981 1 15 19.92
1981 1 16 21.47
1981 1 17 19.21
1981 1 18 15.74
1981 1 19 19.67
1981 1 20 21.94
1981 1 21 17.48
1981 1 22 11.73
1981 1 23 17.6
1981 1 24 16.54
1981 1 25 10.12
1981 1 26 12.57
1981 1 27 9.82
1981 1 28 12.41
1981 1 29 16
1981 1 30 17.71
1981 1 31 14.38
1981 2 1 12.36
1981 2 2 17.01
1981 2 3 19.07
1981 2 4 16.01
1981 2 5 17.36
1981 2 6 16.52
1981 2 7 13.33
1981 2 8 19.04
1981 2 9 21.93
1981 2 10 23.09
1981 2 11 23.04
1981 2 12 21.36
1981 2 13 20.84
1981 2 14 24.63
1981 2 15 25.92
1981 2 16 22.11
1981 2 17 19.62
1981 2 18 21.97
1981 2 19 21.3
1981 2 20 17.69
1981 2 21 20.55
1981 2 22 23.29
1981 2 23 22.88
1981 2 24 19.95
1981 2 25 19.75
1981 2 26 18.91
1981 2 27 16.27
1981 2 28 17.36
1981 3 1 13.14
1981 3 2 21.71
1981 3 3 24.96
1981 3 4 25.01
1981 3 5 23.28
1981 3 6 21.02
1981 3 7 21.86
1981 3 8 24.73
1981 3 9 21.3
1981 3 10 -1.85
1981 3 11 2.59
1981 3 12 14.94
1981 3 13 23.92
1981 3 14 29.09
1981 3 15 29.6
1981 3 16 28.54
1981 3 17 28.66
1981 3 18 23.43
1981 3 19 24.47
1981 3 20 24.35
1981 3 21 22.78
1981 3 22 25.7
1981 3 23 30.19
1981 3 24 29.71
1981 3 25 27.84
1981 3 26 28.04
1981 3 27 28.24
1981 3 28 25.94
1981 3 29 28.68
1981 3 30 27.12
1981 3 31 24.81
1981 4 1 25.32
1981 4 2 27.03
1981 4 3 26.47
1981 4 4 29.12
1981 4 5 27.85
1981 4 6 28.3
1981 4 7 27.67
1981 4 8 30.47
1981 4 9 30.81
1981 4 10 31.02
1981 4 11 30.38
1981 4 12 29.17
1981 4 13 28.74
1981 4 14 28.23
1981 4 15 26.85
1981 4 16 24.4
1981 4 17 23.72
1981 4 18 27.78
1981 4 19 29.07
1981 4 20 30.96
1981 4 21 30.16
1981 4 22 28.15
1981 4 23 26.16
1981 4 24 21.53
1981 4 25 26.6
1981 4 26 26.2
1981 4 27 22.86
1981 4 28 22.06
1981 4 29 24.04
1981 4 30 24.1
1981 5 1 23.88
1981 5 2 27.44
1981 5 3 29.85
1981 5 4 28.46
1981 5 5 24.96
1981 5 6 22.46
1981 5 7 26.78
1981 5 8 27.09
1981 5 9 30.31
1981 5 10 30.12
1981 5 11 29.57
1981 5 12 28.87
1981 5 13 29.97
1981 5 14 31.73
1981 5 15 32.15
1981 5 16 30.89
1981 5 17 30.92
1981 5 18 32.95
1981 5 19 32.86
1981 5 20 32.87
1981 5 21 32.2
1981 5 22 31.93
1981 5 23 24.07
1981 5 24 26.6
1981 5 25 28.16
1981 5 26 30.8
1981 5 27 32.96
1981 5 28 32.58
1981 5 29 31.66
1981 5 30 33.23
1981 5 31 30.8
1981 6 1 23.97
1981 6 2 21.57
1981 6 3 24.03
1981 6 4 29.54
1981 6 5 32.36
1981 6 6 31.72
1981 6 7 29.86
1981 6 8 27.8
1981 6 9 28.8
1981 6 10 29.89
1981 6 11 30.38
1981 6 12 32.35
1981 6 13 33.32
1981 6 14 33.5
1981 6 15 33.56
1981 6 16 34.14
1981 6 17 34.03
1981 6 18 32.82
1981 6 19 32.2
1981 6 20 34.26
1981 6 21 35.25
1981 6 22 35.15
1981 6 23 35.03
1981 6 24 35.06
1981 6 25 36.01
1981 6 26 36.23
1981 6 27 36.96
1981 6 28 36.93
1981 6 29 37.03
1981 6 30 37.25
1981 7 1 34.74
1981 7 2 28.51
1981 7 3 24.41
1981 7 4 26.25
1981 7 5 28.3
1981 7 6 30.27
1981 7 7 29.79
1981 7 8 28.89
1981 7 9 29.92
1981 7 10 29.05
1981 7 11 27.07
1981 7 12 29.31
1981 7 13 31.71
1981 7 14 32.58
1981 7 15 32.96
1981 7 16 33.21
1981 7 17 33
1981 7 18 30.93
1981 7 19 30.37
1981 7 20 32.47
1981 7 21 33.22
1981 7 22 32.91
1981 7 23 32.78
1981 7 24 32.6
1981 7 25 32.6
1981 7 26 33.24
1981 7 27 33.93
1981 7 28 34.7
1981 7 29 35.14
1981 7 30 35.6
1981 7 31 35.24
1981 8 1 34.86
1981 8 2 34.02
1981 8 3 33.53
1981 8 4 31.84
1981 8 5 29.58
1981 8 6 29.65
1981 8 7 31.58
1981 8 8 33
1981 8 9 34.26
1981 8 10 36.13
1981 8 11 37.35
1981 8 12 36.01
1981 8 13 36.31
1981 8 14 37.29
1981 8 15 36.04
1981 8 16 35.11
1981 8 17 34.26
1981 8 18 33.27
1981 8 19 33.46
1981 8 20 32.73
1981 8 21 32.05
1981 8 22 32.64
1981 8 23 32.16
1981 8 24 31.53
1981 8 25 32.86
1981 8 26 33.69
1981 8 27 34.58
1981 8 28 35
1981 8 29 36.43
1981 8 30 37.99
1981 8 31 35.97
1981 9 1 33.31
1981 9 2 35.22
1981 9 3 36.33
1981 9 4 38.26
1981 9 5 34.15
1981 9 6 31.51
1981 9 7 32.99
1981 9 8 32.9
1981 9 9 32.65
1981 9 10 33.45
1981 9 11 34.29
1981 9 12 34.2
1981 9 13 34.04
1981 9 14 31.79
1981 9 15 29.09
1981 9 16 27.68
1981 9 17 28.63
1981 9 18 32.81
1981 9 19 31.93
1981 9 20 23.49
1981 9 21 23.69
1981 9 22 27.04
1981 9 23 30
1981 9 24 31.37
1981 9 25 30.37
1981 9 26 30.39
1981 9 27 31.07
1981 9 28 30.14
1981 9 29 26.72
1981 9 30 28.43
1981 10 1 30.48
1981 10 2 28.98
1981 10 3 27.88
1981 10 4 29.05
1981 10 5 30.39
1981 10 6 28.32
1981 10 7 22.73
1981 10 8 22.46
1981 10 9 25.2
1981 10 10 24.19
1981 10 11 24.65
1981 10 12 22.88
1981 10 13 22.8
1981 10 14 26.79
1981 10 15 28.52
1981 10 16 28.67
1981 10 17 29.24
1981 10 18 28.76
1981 10 19 27.61
1981 10 20 27.34
1981 10 21 26.96
1981 10 22 26.85
1981 10 23 26.73
1981 10 24 21.77
1981 10 25 20.36
1981 10 26 24.14
1981 10 27 23.63
1981 10 28 25.43
1981 10 29 24.82
1981 10 30 23.83
1981 10 31 25.48
1981 11 1 26.6
1981 11 2 24.61
1981 11 3 21.22
1981 11 4 21.16
1981 11 5 22.31
1981 11 6 21.57
1981 11 7 22.16
1981 11 8 23.52
1981 11 9 23.76
1981 11 10 21.92
1981 11 11 18.85
1981 11 12 23.32
1981 11 13 24.26
1981 11 14 25.4
1981 11 15 25.23
1981 11 16 18.22
1981 11 17 18.34
1981 11 18 20.02
1981 11 19 20.56
1981 11 20 19.53
1981 11 21 19.55
1981 11 22 18.29
1981 11 23 17.89
1981 11 24 21.03
1981 11 25 22.23
1981 11 26 19.57
1981 11 27 14.44
1981 11 28 15.16
1981 11 29 14.06
1981 11 30 18.58
1981 12 1 22.33
1981 12 2 22.82
1981 12 3 22.4
1981 12 4 20.42
1981 12 5 21.71
1981 12 6 22.39
1981 12 7 16.7
1981 12 8 13.08
1981 12 9 12
1981 12 10 12.1
1981 12 11 15.66
1981 12 12 18.8
1981 12 13 14.2
1981 12 14 11
1981 12 15 14.93
1981 12 16 14.79
1981 12 17 8.96
1981 12 18 5.35
1981 12 19 2.71
1981 12 20 0.87
1981 12 21 8
1981 12 22 10.41
1981 12 23 12.04
1981 12 24 13.39
1981 12 25 13.79
1981 12 26 10.86
1981 12 27 12.03
1981 12 28 14.4
1981 12 29 14.51
1981 12 30 10.63
1981 12 31 10.33
1982 1 1 17.13
1982 1 2 19.18
1982 1 3 12.75
1982 1 4 10.66
1982 1 5 17.87
1982 1 6 15.76
1982 1 7 14.92
1982 1 8 17.68
1982 1 9 11.47
1982 1 10 13.17
1982 1 11 20.1
1982 1 12 22.27
1982 1 13 18.02
1982 1 14 11.47
1982 1 15 13.5
1982 1 16 18.41
1982 1 17 17.36
1982 1 18 21.07
1982 1 19 24.63
1982 1 20 23.13
1982 1 21 22.71
1982 1 22 23.21
1982 1 23 19.19
1982 1 24 15.51
1982 1 25 18.69
1982 1 26 23.68
1982 1 27 21.31
1982 1 28 14.63
1982 1 29 12.12
1982 1 30 13.01
1982 1 31 14.95
1982 2 1 18.23
1982 2 2 18.69
1982 2 3 8.85
1982 2 4 -7.58
1982 2 5 -2.02
1982 2 6 0.49
1982 2 7 3.67
1982 2 8 0.47
1982 2 9 4.2
1982 2 10 8.4
1982 2 11 6.83
1982 2 12 4.08
1982 2 13 4.43
1982 2 14 5.23
1982 2 15 7.67
1982 2 16 11.72
1982 2 17 14.82
1982 2 18 10.62
1982 2 19 15.08
1982 2 20 19.06
1982 2 21 16.54
1982 2 22 16.21
1982 2 23 13.6
1982 2 24 10.66
1982 2 25 16.42
1982 2 26 18.92
1982 2 27 22.46
1982 2 28 24.25
1982 3 1 25.96
1982 3 2 25.04
1982 3 3 20.05
1982 3 4 23.06
1982 3 5 23.15
1982 3 6 17.44
1982 3 7 22.06
1982 3 8 23.1
1982 3 9 25.5
1982 3 10 21.24
1982 3 11 17.15
1982 3 12 24.41
1982 3 13 24.35
1982 3 14 17.13
1982 3 15 17.29
1982 3 16 24.27
1982 3 17 25.1
1982 3 18 26.03
1982 3 19 28.13
1982 3 20 27.91
1982 3 21 26.44
1982 3 22 21.63
1982 3 23 15.28
1982 3 24 17.86
1982 3 25 17.16
1982 3 26 11.09
1982 3 27 14.45
1982 3 28 18.27
1982 3 29 19.59
1982 3 30 17.57
1982 3 31 17.87
1982 4 1 20.97
1982 4 2 23.52
1982 4 3 19.5
1982 4 4 19.92
1982 4 5 22.67
1982 4 6 21.33
1982 4 7 24.36
1982 4 8 28.1
1982 4 9 28.78
1982 4 10 30.56
1982 4 11 30.1
1982 4 12 31.78
1982 4 13 32.71
1982 4 14 28.4
1982 4 15 16.9
1982 4 16 14.99
1982 4 17 7.73
1982 4 18 8.2
1982 4 19 11.46
1982 4 20 16.9
1982 4 21 23.06
1982 4 22 23.4
1982 4 23 26.32
1982 4 24 25.83
1982 4 25 29.08
1982 4 26 31.38
1982 4 27 32
1982 4 28 30.66
1982 4 29 32.33
1982 4 30 30.55
1982 5 1 28.15
1982 5 2 24.4
1982 5 3 26.69
1982 5 4 25.06
1982 5 5 21.96
1982 5 6 25.13
1982 5 7 27.62
1982 5 8 27.59
1982 5 9 26.71
1982 5 10 30.1
1982 5 11 31.87
1982 5 12 32.79
1982 5 13 33.78
1982 5 14 33.79
1982 5 15 34.67
1982 5 16 35.28
1982 5 17 35.84
1982 5 18 34.38
1982 5 19 32.32
1982 5 20 31.91
